NTASData [id=16592955053, subwayLine=YUS, stationId=MUS1, trainId=116, trainMessage=Arriving, trainDirection=South, timeInt=0.21166666666666667, timeString=00.21, trainDestination=MUS2, createDate=Sun Sep 17 10:08:09 EDT 2017, systemMessageType=Normal]
NTASData [id=16592955054, subwayLine=YUS, stationId=MUS1, trainId=1, trainMessage=Delayed, trainDirection=North, timeInt=0.5635977777777778, timeString=00.56, trainDestination=MUS1, createDate=Sun Sep 17 10:08:09 EDT 2017, systemMessageType=Normal]
NTASData [id=16592955055, subwayLine=YUS, stationId=MUS1, trainId=102, trainMessage=AtStation, trainDirection=North, timeInt=1.2019966666666666, timeString=01.20, trainDestination=MUS1, createDate=Sun Sep 17 10:08:09 EDT 2017, systemMessageType=Normal]
NTASData [id=16592955056, subwayLine=YUS, stationId=WEL1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=0.6626577777777778, timeString=00.66, trainDestination=FIN1, createDate=Sun Sep 17 10:08:09 EDT 2017, systemMessageType=Normal]
NTASData [id=16592955057, subwayLine=YUS, stationId=BLO1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=1.6170044444444445, timeString=01.62, trainDestination=FIN1, createDate=Sun Sep 17 10:08:09 EDT 2017, systemMessageType=Normal]
NTASData [id=16592955058, subwayLine=YUS, stationId=ROS1, trainId=128, trainMessage=Arriving, trainDirection=North, timeInt=0.88392, timeString=00.88, trainDestination=FIN1, createDate=Sun Sep 17 10:08:09 EDT 2017, systemMessageType=Normal]
NTASData [id=16592955059, subwayLine=YUS, stationId=ROS1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=2.9455777777777774, timeString=02.95, trainDestination=FIN1, createDate=Sun Sep 17 10:08:09 EDT 2017, systemMessageType=Normal]
NTASData [id=16592955060, subwayLine=YUS, stationId=SUM1, trainId=128, trainMessage=Arriving, trainDirection=North, timeInt=1.913337777777778, timeString=01.91, trainDestination=FIN1, createDate=Sun Sep 17 10:08:09 EDT 2017, systemMessageType=Normal]
NTASData [id=16592955061, subwayLine=YUS, stationId=SUM1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=3.9749955555555556, timeString=03.97, trainDestination=FIN1, createDate=Sun Sep 17 10:08:09 EDT 2017, systemMessageType=Normal]
NTASData [id=16592955062, subwayLine=YUS, stationId=STC1, trainId=128, trainMessage=Arriving, trainDirection=North, timeInt=3.321497777777778, timeString=03.32, trainDestination=FIN1, createDate=Sun Sep 17 10:08:09 EDT 2017, systemMessageType=Normal]
NTASData [id=16592955063, subwayLine=YUS, stationId=STC1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=5.383155555555556, timeString=05.38, trainDestination=FIN1, createDate=Sun Sep 17 10:08:09 EDT 2017, systemMessageType=Normal]
