NTASData [id=16593122643, subwayLine=BD, stationId=SGL1, trainId=214, trainMessage=Arriving, trainDirection=East, timeInt=0.11040743034055729, timeString=00.11, trainDestination=KEN1, createDate=Sun Sep 17 10:19:20 EDT 2017, systemMessageType=Normal]
NTASData [id=16593122644, subwayLine=BD, stationId=SGL1, trainId=215, trainMessage=Arriving, trainDirection=East, timeInt=4.061679410526317, timeString=04.06, trainDestination=KEN1, createDate=Sun Sep 17 10:19:20 EDT 2017, systemMessageType=Normal]
NTASData [id=16593122645, subwayLine=BD, stationId=SGL1, trainId=216, trainMessage=Arriving, trainDirection=East, timeInt=8.562485973993807, timeString=08.56, trainDestination=KEN1, createDate=Sun Sep 17 10:19:20 EDT 2017, systemMessageType=Normal]
NTASData [id=16593122646, subwayLine=BD, stationId=BAU1, trainId=214, trainMessage=Arriving, trainDirection=East, timeInt=1.202097585139319, timeString=01.20, trainDestination=KEN1, createDate=Sun Sep 17 10:19:20 EDT 2017, systemMessageType=Normal]
NTASData [id=16593122647, subwayLine=BD, stationId=BAU1, trainId=215, trainMessage=Arriving, trainDirection=East, timeInt=5.153369565325077, timeString=05.15, trainDestination=KEN1, createDate=Sun Sep 17 10:19:20 EDT 2017, systemMessageType=Normal]
NTASData [id=16593122648, subwayLine=BD, stationId=BAU1, trainId=216, trainMessage=Arriving, trainDirection=East, timeInt=9.65417612879257, timeString=09.65, trainDestination=KEN1, createDate=Sun Sep 17 10:19:20 EDT 2017, systemMessageType=Normal]
NTASData [id=16593122649, subwayLine=BD, stationId=YNG1, trainId=214, trainMessage=Arriving, trainDirection=East, timeInt=2.002340433436533, timeString=02.00, trainDestination=KEN1, createDate=Sun Sep 17 10:19:20 EDT 2017, systemMessageType=Normal]
NTASData [id=16593122650, subwayLine=BD, stationId=YNG1, trainId=215, trainMessage=Arriving, trainDirection=East, timeInt=5.953612413622292, timeString=05.95, trainDestination=KEN1, createDate=Sun Sep 17 10:19:20 EDT 2017, systemMessageType=Normal]
NTASData [id=16593122651, subwayLine=BD, stationId=YNG1, trainId=216, trainMessage=Arriving, trainDirection=East, timeInt=10.454418977089784, timeString=10.45, trainDestination=KEN1, createDate=Sun Sep 17 10:19:20 EDT 2017, systemMessageType=Normal]
NTASData [id=16593122652, subwayLine=BD, stationId=SHE1, trainId=213, trainMessage=AtStation, trainDirection=East, timeInt=0.0, timeString=00.00, trainDestination=KEN1, createDate=Sun Sep 17 10:19:20 EDT 2017, systemMessageType=Normal]
NTASData [id=16593122653, subwayLine=BD, stationId=SHE1, trainId=214, trainMessage=Arriving, trainDirection=East, timeInt=3.3217813003095977, timeString=03.32, trainDestination=KEN1, createDate=Sun Sep 17 10:19:20 EDT 2017, systemMessageType=Normal]
NTASData [id=16593122654, subwayLine=BD, stationId=SHE1, trainId=215, trainMessage=Arriving, trainDirection=East, timeInt=7.273053280495356, timeString=07.27, trainDestination=KEN1, createDate=Sun Sep 17 10:19:20 EDT 2017, systemMessageType=Normal]
NTASData [id=16593122655, subwayLine=BD, stationId=CFK1, trainId=213, trainMessage=Arriving, trainDirection=East, timeInt=1.03804346749226, timeString=01.04, trainDestination=KEN1, createDate=Sun Sep 17 10:19:20 EDT 2017, systemMessageType=Normal]
NTASData [id=16593122656, subwayLine=BD, stationId=CFK1, trainId=214, trainMessage=Arriving, trainDirection=East, timeInt=4.359824767801858, timeString=04.36, trainDestination=KEN1, createDate=Sun Sep 17 10:19:20 EDT 2017, systemMessageType=Normal]
