NTASData [id=16595215662, subwayLine=SHEP, stationId=YIE2, trainId=461, trainMessage=Arriving, trainDirection=West, timeInt=3.2718120805369124, timeString=03.27, trainDestination=YIE2, createDate=Sun Sep 17 12:58:11 EDT 2017, systemMessageType=Normal]
NTASData [id=16595215663, subwayLine=SHEP, stationId=YIE2, trainId=462, trainMessage=Arriving, trainDirection=West, timeInt=8.60728187919463, timeString=08.61, trainDestination=YIE2, createDate=Sun Sep 17 12:58:11 EDT 2017, systemMessageType=Normal]
NTASData [id=16595215664, subwayLine=SHEP, stationId=YIE1, trainId=461, trainMessage=Arriving, trainDirection=West, timeInt=3.2718120805369124, timeString=03.27, trainDestination=YIE2, createDate=Sun Sep 17 12:58:11 EDT 2017, systemMessageType=Normal]
NTASData [id=16595215665, subwayLine=SHEP, stationId=YIE1, trainId=462, trainMessage=Arriving, trainDirection=West, timeInt=8.60728187919463, timeString=08.61, trainDestination=YIE2, createDate=Sun Sep 17 12:58:11 EDT 2017, systemMessageType=Normal]
NTASData [id=16595215666, subwayLine=SHEP, stationId=BYV1, trainId=464, trainMessage=Arriving, trainDirection=East, timeInt=0.8456375838926175, timeString=00.85, trainDestination=DML1, createDate=Sun Sep 17 12:58:11 EDT 2017, systemMessageType=Normal]
NTASData [id=16595215667, subwayLine=SHEP, stationId=BSS1, trainId=464, trainMessage=Arriving, trainDirection=East, timeInt=2.6328523489932882, timeString=02.63, trainDestination=DML1, createDate=Sun Sep 17 12:58:11 EDT 2017, systemMessageType=Normal]
NTASData [id=16595215668, subwayLine=SHEP, stationId=LES1, trainId=464, trainMessage=Arriving, trainDirection=East, timeInt=4.220738255033557, timeString=04.22, trainDestination=DML1, createDate=Sun Sep 17 12:58:11 EDT 2017, systemMessageType=Normal]
NTASData [id=16595215669, subwayLine=SHEP, stationId=DML1, trainId=463, trainMessage=Arriving, trainDirection=East, timeInt=2.7060402684563756, timeString=02.71, trainDestination=DML1, createDate=Sun Sep 17 12:58:11 EDT 2017, systemMessageType=Normal]
NTASData [id=16595215670, subwayLine=SHEP, stationId=DML1, trainId=464, trainMessage=Arriving, trainDirection=East, timeInt=7.725402684563758, timeString=07.73, trainDestination=DML1, createDate=Sun Sep 17 12:58:11 EDT 2017, systemMessageType=Normal]
NTASData [id=16595215671, subwayLine=SHEP, stationId=DML2, trainId=463, trainMessage=Arriving, trainDirection=East, timeInt=2.7060402684563756, timeString=02.71, trainDestination=DML1, createDate=Sun Sep 17 12:58:11 EDT 2017, systemMessageType=Normal]
NTASData [id=16595215672, subwayLine=SHEP, stationId=DML2, trainId=464, trainMessage=Arriving, trainDirection=East, timeInt=7.725402684563758, timeString=07.73, trainDestination=DML1, createDate=Sun Sep 17 12:58:11 EDT 2017, systemMessageType=Normal]
NTASData [id=16595215673, subwayLine=SHEP, stationId=LES2, trainId=462, trainMessage=Arriving, trainDirection=West, timeInt=1.0791946308724831, timeString=01.08, trainDestination=YIE2, createDate=Sun Sep 17 12:58:11 EDT 2017, systemMessageType=Normal]
NTASData [id=16595215674, subwayLine=SHEP, stationId=BSS2, trainId=462, trainMessage=Arriving, trainDirection=West, timeInt=2.675134228187919, timeString=02.68, trainDestination=YIE2, createDate=Sun Sep 17 12:58:11 EDT 2017, systemMessageType=Normal]
NTASData [id=16595215675, subwayLine=SHEP, stationId=BYV2, trainId=462, trainMessage=Arriving, trainDirection=West, timeInt=4.466375838926174, timeString=04.47, trainDestination=YIE2, createDate=Sun Sep 17 12:58:11 EDT 2017, systemMessageType=Normal]
