NTASData [id=16593717675, subwayLine=YUS, stationId=WIL1, trainId=121, trainMessage=Arriving, trainDirection=North, timeInt=3.4913132444444446, timeString=03.49, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717676, subwayLine=YUS, stationId=YKD1, trainId=121, trainMessage=Arriving, trainDirection=North, timeInt=5.506815466666667, timeString=05.51, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717677, subwayLine=YUS, stationId=LWW1, trainId=121, trainMessage=Arriving, trainDirection=North, timeInt=7.52513991111111, timeString=07.53, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717678, subwayLine=YUS, stationId=GCN1, trainId=121, trainMessage=Arriving, trainDirection=North, timeInt=8.8836288, timeString=08.88, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717679, subwayLine=YUS, stationId=EGW1, trainId=121, trainMessage=Arriving, trainDirection=North, timeInt=10.703833244444443, timeString=10.70, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717680, subwayLine=YUS, stationId=SCW1, trainId=121, trainMessage=Arriving, trainDirection=North, timeInt=15.403268800000001, timeString=15.40, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717681, subwayLine=YUS, stationId=DUP1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=1.4764629629629629, timeString=01.48, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717682, subwayLine=YUS, stationId=DUP1, trainId=121, trainMessage=Arriving, trainDirection=North, timeInt=18.027806577777778, timeString=18.03, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717683, subwayLine=YUS, stationId=SPA1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=2.477094074074074, timeString=02.48, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717684, subwayLine=YUS, stationId=SPA1, trainId=121, trainMessage=Arriving, trainDirection=North, timeInt=19.02843768888889, timeString=19.03, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717685, subwayLine=YUS, stationId=SGU1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=3.6067007407407408, timeString=03.61, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717686, subwayLine=YUS, stationId=SGU1, trainId=121, trainMessage=Arriving, trainDirection=North, timeInt=20.158044355555557, timeString=20.16, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717687, subwayLine=YUS, stationId=MUS1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=4.808697407407407, timeString=04.81, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717688, subwayLine=YUS, stationId=MUS1, trainId=121, trainMessage=Arriving, trainDirection=North, timeInt=21.36004102222222, timeString=21.36, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717689, subwayLine=YUS, stationId=QPK1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=6.0712307407407415, timeString=06.07, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717690, subwayLine=YUS, stationId=QPK1, trainId=121, trainMessage=Arriving, trainDirection=North, timeInt=22.622574355555553, timeString=22.62, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717691, subwayLine=YUS, stationId=STP1, trainId=117, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717692, subwayLine=YUS, stationId=STP1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=7.222004074074073, timeString=07.22, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717693, subwayLine=YUS, stationId=STP1, trainId=121, trainMessage=Arriving, trainDirection=North, timeInt=23.773347688888887, timeString=23.77, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717694, subwayLine=YUS, stationId=OSG1, trainId=117, trainMessage=Arriving, trainDirection=North, timeInt=0.7511466666666666, timeString=00.75, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717695, subwayLine=YUS, stationId=OSG1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=7.97315074074074, timeString=07.97, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717696, subwayLine=YUS, stationId=OSG1, trainId=121, trainMessage=Arriving, trainDirection=North, timeInt=24.524494355555554, timeString=24.52, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717697, subwayLine=YUS, stationId=STA1, trainId=117, trainMessage=Arriving, trainDirection=North, timeInt=1.5849844444444445, timeString=01.58, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717698, subwayLine=YUS, stationId=STA1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=8.806988518518517, timeString=08.81, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717699, subwayLine=YUS, stationId=STA1, trainId=121, trainMessage=Arriving, trainDirection=North, timeInt=25.358332133333327, timeString=25.36, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717700, subwayLine=YUS, stationId=UNI1, trainId=192, trainMessage=Arriving, trainDirection=North, timeInt=0.4893733333333333, timeString=00.49, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717701, subwayLine=YUS, stationId=UNI1, trainId=117, trainMessage=Arriving, trainDirection=North, timeInt=2.4919177777777777, timeString=02.49, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717702, subwayLine=YUS, stationId=UNI1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=9.71392185185185, timeString=09.71, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717703, subwayLine=YUS, stationId=KNG1, trainId=192, trainMessage=Arriving, trainDirection=North, timeInt=1.2842644444444442, timeString=01.28, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717704, subwayLine=YUS, stationId=KNG1, trainId=117, trainMessage=Arriving, trainDirection=North, timeInt=3.286808888888889, timeString=03.29, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717705, subwayLine=YUS, stationId=KNG1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=10.508812962962963, timeString=10.51, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717706, subwayLine=YUS, stationId=QUN1, trainId=192, trainMessage=Arriving, trainDirection=North, timeInt=2.1099177777777776, timeString=02.11, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717707, subwayLine=YUS, stationId=QUN1, trainId=117, trainMessage=Arriving, trainDirection=North, timeInt=4.112462222222222, timeString=04.11, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717708, subwayLine=YUS, stationId=QUN1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=11.334466296296295, timeString=11.33, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717709, subwayLine=YUS, stationId=DUN1, trainId=192, trainMessage=Arriving, trainDirection=North, timeInt=2.8644511111111113, timeString=02.86, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717710, subwayLine=YUS, stationId=DUN1, trainId=117, trainMessage=Arriving, trainDirection=North, timeInt=4.8669955555555555, timeString=04.87, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717711, subwayLine=YUS, stationId=DUN1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=12.088999629629628, timeString=12.09, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717712, subwayLine=YUS, stationId=COL1, trainId=192, trainMessage=Arriving, trainDirection=North, timeInt=3.731308888888889, timeString=03.73, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717713, subwayLine=YUS, stationId=COL1, trainId=117, trainMessage=Arriving, trainDirection=North, timeInt=5.733853333333334, timeString=05.73, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717714, subwayLine=YUS, stationId=COL1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=12.955857407407404, timeString=12.96, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717715, subwayLine=YUS, stationId=WEL1, trainId=115, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717716, subwayLine=YUS, stationId=WEL1, trainId=192, trainMessage=Arriving, trainDirection=North, timeInt=4.6489666666666665, timeString=04.65, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717717, subwayLine=YUS, stationId=WEL1, trainId=117, trainMessage=Arriving, trainDirection=North, timeInt=6.651511111111111, timeString=06.65, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717718, subwayLine=YUS, stationId=BLO1, trainId=114, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717719, subwayLine=YUS, stationId=BLO1, trainId=115, trainMessage=Arriving, trainDirection=North, timeInt=0.9543466666666667, timeString=00.95, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717720, subwayLine=YUS, stationId=BLO1, trainId=192, trainMessage=Arriving, trainDirection=North, timeInt=5.6033133333333325, timeString=05.60, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717721, subwayLine=YUS, stationId=ROS1, trainId=114, trainMessage=Arriving, trainDirection=North, timeInt=1.3285733333333334, timeString=01.33, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717722, subwayLine=YUS, stationId=ROS1, trainId=115, trainMessage=Arriving, trainDirection=North, timeInt=2.28292, timeString=02.28, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717723, subwayLine=YUS, stationId=ROS1, trainId=192, trainMessage=Arriving, trainDirection=North, timeInt=6.931886666666667, timeString=06.93, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717724, subwayLine=YUS, stationId=SUM1, trainId=114, trainMessage=Arriving, trainDirection=North, timeInt=2.357991111111111, timeString=02.36, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717725, subwayLine=YUS, stationId=SUM1, trainId=115, trainMessage=Arriving, trainDirection=North, timeInt=3.312337777777778, timeString=03.31, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717726, subwayLine=YUS, stationId=SUM1, trainId=192, trainMessage=Arriving, trainDirection=North, timeInt=7.961304444444444, timeString=07.96, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717727, subwayLine=YUS, stationId=STC1, trainId=112, trainMessage=Arriving, trainDirection=North, timeInt=1.15316, timeString=01.15, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717728, subwayLine=YUS, stationId=STC1, trainId=114, trainMessage=Arriving, trainDirection=North, timeInt=3.7661511111111112, timeString=03.77, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717729, subwayLine=YUS, stationId=STC1, trainId=115, trainMessage=Arriving, trainDirection=North, timeInt=4.720497777777778, timeString=04.72, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717730, subwayLine=YUS, stationId=DAV1, trainId=112, trainMessage=Arriving, trainDirection=North, timeInt=3.1855955555555555, timeString=03.19, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717731, subwayLine=YUS, stationId=DAV1, trainId=114, trainMessage=Arriving, trainDirection=North, timeInt=5.798586666666667, timeString=05.80, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717732, subwayLine=YUS, stationId=DAV1, trainId=115, trainMessage=Arriving, trainDirection=North, timeInt=6.752933333333333, timeString=06.75, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717733, subwayLine=YUS, stationId=EGL1, trainId=112, trainMessage=Arriving, trainDirection=North, timeInt=4.799777777777778, timeString=04.80, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717734, subwayLine=YUS, stationId=EGL1, trainId=114, trainMessage=Arriving, trainDirection=North, timeInt=7.412768888888889, timeString=07.41, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717735, subwayLine=YUS, stationId=EGL1, trainId=115, trainMessage=Arriving, trainDirection=North, timeInt=8.367115555555555, timeString=08.37, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717736, subwayLine=YUS, stationId=LAW1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=4.036906666666667, timeString=04.04, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717737, subwayLine=YUS, stationId=LAW1, trainId=112, trainMessage=Arriving, trainDirection=North, timeInt=9.091684444444445, timeString=09.09, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717738, subwayLine=YUS, stationId=LAW1, trainId=114, trainMessage=Arriving, trainDirection=North, timeInt=11.704675555555555, timeString=11.70, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717739, subwayLine=YUS, stationId=YKM1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=7.551573333333333, timeString=07.55, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717740, subwayLine=YUS, stationId=YKM1, trainId=112, trainMessage=Arriving, trainDirection=North, timeInt=12.606351111111112, timeString=12.61, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717741, subwayLine=YUS, stationId=YKM1, trainId=114, trainMessage=Arriving, trainDirection=North, timeInt=15.219342222222224, timeString=15.22, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717742, subwayLine=YUS, stationId=SHP1, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=2.823351111111111, timeString=02.82, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717743, subwayLine=YUS, stationId=SHP1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=11.137924444444444, timeString=11.14, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717744, subwayLine=YUS, stationId=SHP1, trainId=112, trainMessage=Arriving, trainDirection=North, timeInt=16.192702222222223, timeString=16.19, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717745, subwayLine=YUS, stationId=NYC1, trainId=109, trainMessage=Arriving, trainDirection=North, timeInt=1.0470444444444444, timeString=01.05, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717746, subwayLine=YUS, stationId=NYC1, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=4.284568888888889, timeString=04.28, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717747, subwayLine=YUS, stationId=NYC1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=12.599142222222222, timeString=12.60, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717748, subwayLine=YUS, stationId=FIN1, trainId=109, trainMessage=Arriving, trainDirection=North, timeInt=3.6540844444444445, timeString=03.65, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717749, subwayLine=YUS, stationId=FIN1, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=6.8916088888888885, timeString=06.89, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593717750, subwayLine=YUS, stationId=FIN1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=15.206182222222221, timeString=15.21, trainDestination=FIN1, createDate=Sun Sep 17 11:03:37 EDT 2017, systemMessageType=Normal]
