NTASData [id=16594578478, subwayLine=SHEP, stationId=LES2, trainId=461, trainMessage=Arriving, trainDirection=West, timeInt=3.2416107382550337, timeString=03.24, trainDestination=YIE2, createDate=Sun Sep 17 12:07:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16594578479, subwayLine=SHEP, stationId=BSS2, trainId=461, trainMessage=Arriving, trainDirection=West, timeInt=4.837550335570469, timeString=04.84, trainDestination=YIE2, createDate=Sun Sep 17 12:07:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16594578480, subwayLine=SHEP, stationId=BYV2, trainId=464, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=YIE2, createDate=Sun Sep 17 12:07:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16594578481, subwayLine=SHEP, stationId=BYV2, trainId=461, trainMessage=Arriving, trainDirection=West, timeInt=6.628791946308724, timeString=06.63, trainDestination=YIE2, createDate=Sun Sep 17 12:07:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16594578482, subwayLine=SHEP, stationId=YIE2, trainId=464, trainMessage=Arriving, trainDirection=West, timeInt=4.140906040268456, timeString=04.14, trainDestination=YIE2, createDate=Sun Sep 17 12:07:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16594578483, subwayLine=SHEP, stationId=YIE2, trainId=461, trainMessage=Arriving, trainDirection=West, timeInt=10.769697986577182, timeString=10.77, trainDestination=YIE2, createDate=Sun Sep 17 12:07:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16594578484, subwayLine=SHEP, stationId=YIE1, trainId=464, trainMessage=Arriving, trainDirection=West, timeInt=4.140906040268456, timeString=04.14, trainDestination=YIE2, createDate=Sun Sep 17 12:07:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16594578485, subwayLine=SHEP, stationId=YIE1, trainId=461, trainMessage=Arriving, trainDirection=West, timeInt=10.769697986577182, timeString=10.77, trainDestination=YIE2, createDate=Sun Sep 17 12:07:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16594578486, subwayLine=SHEP, stationId=BYV1, trainId=463, trainMessage=Arriving, trainDirection=East, timeInt=3.0563758389261744, timeString=03.06, trainDestination=DML1, createDate=Sun Sep 17 12:07:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16594578487, subwayLine=SHEP, stationId=BSS1, trainId=463, trainMessage=Arriving, trainDirection=East, timeInt=4.843590604026845, timeString=04.84, trainDestination=DML1, createDate=Sun Sep 17 12:07:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16594578488, subwayLine=SHEP, stationId=LES1, trainId=462, trainMessage=Arriving, trainDirection=East, timeInt=0.2657718120805369, timeString=00.27, trainDestination=DML1, createDate=Sun Sep 17 12:07:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16594578489, subwayLine=SHEP, stationId=LES1, trainId=463, trainMessage=Arriving, trainDirection=East, timeInt=6.431476510067114, timeString=06.43, trainDestination=DML1, createDate=Sun Sep 17 12:07:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16594578490, subwayLine=SHEP, stationId=DML1, trainId=462, trainMessage=Arriving, trainDirection=East, timeInt=3.770436241610738, timeString=03.77, trainDestination=DML1, createDate=Sun Sep 17 12:07:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16594578491, subwayLine=SHEP, stationId=DML1, trainId=463, trainMessage=Arriving, trainDirection=East, timeInt=9.936140939597315, timeString=09.94, trainDestination=DML1, createDate=Sun Sep 17 12:07:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16594578492, subwayLine=SHEP, stationId=DML2, trainId=462, trainMessage=Arriving, trainDirection=East, timeInt=3.770436241610738, timeString=03.77, trainDestination=DML1, createDate=Sun Sep 17 12:07:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16594578493, subwayLine=SHEP, stationId=DML2, trainId=463, trainMessage=Arriving, trainDirection=East, timeInt=9.936140939597315, timeString=09.94, trainDestination=DML1, createDate=Sun Sep 17 12:07:42 EDT 2017, systemMessageType=Normal]
