NTASData [id=16594008602, subwayLine=BD, stationId=SHE2, trainId=217, trainMessage=Arriving, trainDirection=West, timeInt=0.7077399380804954, timeString=00.71, trainDestination=KIP2, createDate=Sun Sep 17 11:24:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16594008603, subwayLine=BD, stationId=SHE2, trainId=218, trainMessage=Arriving, trainDirection=West, timeInt=6.299200525077401, timeString=06.30, trainDestination=KIP2, createDate=Sun Sep 17 11:24:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16594008604, subwayLine=BD, stationId=SHE2, trainId=219, trainMessage=Arriving, trainDirection=West, timeInt=9.887516686068112, timeString=09.89, trainDestination=KIP2, createDate=Sun Sep 17 11:24:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16594008605, subwayLine=BD, stationId=YNG2, trainId=217, trainMessage=Arriving, trainDirection=West, timeInt=2.0651156656346754, timeString=02.07, trainDestination=KIP2, createDate=Sun Sep 17 11:24:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16594008606, subwayLine=BD, stationId=YNG2, trainId=218, trainMessage=Arriving, trainDirection=West, timeInt=7.656576252631581, timeString=07.66, trainDestination=KIP2, createDate=Sun Sep 17 11:24:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16594008607, subwayLine=BD, stationId=YNG2, trainId=219, trainMessage=Arriving, trainDirection=West, timeInt=11.244892413622294, timeString=11.24, trainDestination=KIP2, createDate=Sun Sep 17 11:24:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16594008608, subwayLine=BD, stationId=BAU2, trainId=216, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 11:24:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16594008609, subwayLine=BD, stationId=BAU2, trainId=217, trainMessage=Arriving, trainDirection=West, timeInt=2.855591702786378, timeString=02.86, trainDestination=KIP2, createDate=Sun Sep 17 11:24:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16594008610, subwayLine=BD, stationId=BAU2, trainId=218, trainMessage=Arriving, trainDirection=West, timeInt=8.447052289783283, timeString=08.45, trainDestination=KIP2, createDate=Sun Sep 17 11:24:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16594008611, subwayLine=BD, stationId=SGL2, trainId=216, trainMessage=Arriving, trainDirection=West, timeInt=1.1280679876160993, timeString=01.13, trainDestination=KIP2, createDate=Sun Sep 17 11:24:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16594008612, subwayLine=BD, stationId=SGL2, trainId=217, trainMessage=Arriving, trainDirection=West, timeInt=3.9836596904024772, timeString=03.98, trainDestination=KIP2, createDate=Sun Sep 17 11:24:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16594008613, subwayLine=BD, stationId=SGL2, trainId=218, trainMessage=Arriving, trainDirection=West, timeInt=9.575120277399382, timeString=09.58, trainDestination=KIP2, createDate=Sun Sep 17 11:24:41 EDT 2017, systemMessageType=Normal]
