NTASData [id=16593950865, subwayLine=YUS, stationId=EGL1, trainId=117, trainMessage=Arriving, trainDirection=North, timeInt=1.3591822222222223, timeString=01.36, trainDestination=FIN1, createDate=Sun Sep 17 11:20:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593950866, subwayLine=YUS, stationId=EGL1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=9.029773333333333, timeString=09.03, trainDestination=FIN1, createDate=Sun Sep 17 11:20:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593950867, subwayLine=YUS, stationId=EGL1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=11.999928888888887, timeString=12.00, trainDestination=FIN1, createDate=Sun Sep 17 11:20:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593950868, subwayLine=YUS, stationId=LAW1, trainId=117, trainMessage=Arriving, trainDirection=North, timeInt=5.651088888888888, timeString=05.65, trainDestination=FIN1, createDate=Sun Sep 17 11:20:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593950869, subwayLine=YUS, stationId=LAW1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=13.321679999999999, timeString=13.32, trainDestination=FIN1, createDate=Sun Sep 17 11:20:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593950870, subwayLine=YUS, stationId=LAW1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=16.291835555555554, timeString=16.29, trainDestination=FIN1, createDate=Sun Sep 17 11:20:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593950871, subwayLine=YUS, stationId=YKM1, trainId=115, trainMessage=Arriving, trainDirection=North, timeInt=2.921, timeString=02.92, trainDestination=FIN1, createDate=Sun Sep 17 11:20:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593950872, subwayLine=YUS, stationId=YKM1, trainId=117, trainMessage=Arriving, trainDirection=North, timeInt=9.165755555555556, timeString=09.17, trainDestination=FIN1, createDate=Sun Sep 17 11:20:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593950873, subwayLine=YUS, stationId=YKM1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=16.836346666666667, timeString=16.84, trainDestination=FIN1, createDate=Sun Sep 17 11:20:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593950874, subwayLine=YUS, stationId=SHP1, trainId=114, trainMessage=Arriving, trainDirection=North, timeInt=1.525128888888889, timeString=01.53, trainDestination=FIN1, createDate=Sun Sep 17 11:20:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593950875, subwayLine=YUS, stationId=SHP1, trainId=115, trainMessage=Arriving, trainDirection=North, timeInt=6.50735111111111, timeString=06.51, trainDestination=FIN1, createDate=Sun Sep 17 11:20:31 EDT 2017, systemMessageType=Normal]
