NTASData [id=16594185434, subwayLine=YUS, stationId=LAW1, trainId=102, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 11:37:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594185435, subwayLine=YUS, stationId=LAW1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=8.690364444444445, timeString=08.69, trainDestination=FIN1, createDate=Sun Sep 17 11:37:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594185436, subwayLine=YUS, stationId=LAW1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=12.404022222222222, timeString=12.40, trainDestination=FIN1, createDate=Sun Sep 17 11:37:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594185437, subwayLine=YUS, stationId=YKM1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=3.514666666666667, timeString=03.51, trainDestination=FIN1, createDate=Sun Sep 17 11:37:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594185438, subwayLine=YUS, stationId=YKM1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=12.205031111111111, timeString=12.21, trainDestination=FIN1, createDate=Sun Sep 17 11:37:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594185439, subwayLine=YUS, stationId=YKM1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=15.91868888888889, timeString=15.92, trainDestination=FIN1, createDate=Sun Sep 17 11:37:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594185440, subwayLine=YUS, stationId=SHP1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=1.525128888888889, timeString=01.53, trainDestination=FIN1, createDate=Sun Sep 17 11:37:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594185441, subwayLine=YUS, stationId=SHP1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=7.101017777777777, timeString=07.10, trainDestination=FIN1, createDate=Sun Sep 17 11:37:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594185442, subwayLine=YUS, stationId=SHP1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=15.791382222222223, timeString=15.79, trainDestination=FIN1, createDate=Sun Sep 17 11:37:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594185443, subwayLine=YUS, stationId=NYC1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=2.986346666666667, timeString=02.99, trainDestination=FIN1, createDate=Sun Sep 17 11:37:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594185444, subwayLine=YUS, stationId=NYC1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=8.562235555555556, timeString=08.56, trainDestination=FIN1, createDate=Sun Sep 17 11:37:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594185445, subwayLine=YUS, stationId=NYC1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=17.252600000000005, timeString=17.25, trainDestination=FIN1, createDate=Sun Sep 17 11:37:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594185446, subwayLine=YUS, stationId=FIN1, trainId=117, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 11:37:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594185447, subwayLine=YUS, stationId=FIN1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=5.5933866666666665, timeString=05.59, trainDestination=FIN1, createDate=Sun Sep 17 11:37:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594185448, subwayLine=YUS, stationId=FIN1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=11.169275555555554, timeString=11.17, trainDestination=FIN1, createDate=Sun Sep 17 11:37:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594185449, subwayLine=YUS, stationId=FIN2, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=5.5933866666666665, timeString=05.59, trainDestination=FIN1, createDate=Sun Sep 17 11:37:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594185450, subwayLine=YUS, stationId=FIN2, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=11.169275555555554, timeString=11.17, trainDestination=FIN1, createDate=Sun Sep 17 11:37:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594185451, subwayLine=YUS, stationId=FIN2, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=19.859640000000002, timeString=19.86, trainDestination=FIN1, createDate=Sun Sep 17 11:37:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594185452, subwayLine=YUS, stationId=NYC2, trainId=115, trainMessage=Arriving, trainDirection=South, timeInt=0.6942666666666667, timeString=00.69, trainDestination=SHW2, createDate=Sun Sep 17 11:37:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594185453, subwayLine=YUS, stationId=SHP2, trainId=115, trainMessage=Arriving, trainDirection=South, timeInt=2.1549199999999997, timeString=02.15, trainDestination=SHW2, createDate=Sun Sep 17 11:37:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594185454, subwayLine=YUS, stationId=YKM2, trainId=114, trainMessage=Arriving, trainDirection=South, timeInt=0.5644444444444444, timeString=00.56, trainDestination=SHW2, createDate=Sun Sep 17 11:37:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594185455, subwayLine=YUS, stationId=YKM2, trainId=115, trainMessage=Arriving, trainDirection=South, timeInt=5.735626666666667, timeString=05.74, trainDestination=SHW2, createDate=Sun Sep 17 11:37:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594185456, subwayLine=YUS, stationId=LAW2, trainId=114, trainMessage=Arriving, trainDirection=South, timeInt=4.077417777777778, timeString=04.08, trainDestination=SHW2, createDate=Sun Sep 17 11:37:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594185457, subwayLine=YUS, stationId=LAW2, trainId=115, trainMessage=Arriving, trainDirection=South, timeInt=9.248600000000001, timeString=09.25, trainDestination=SHW2, createDate=Sun Sep 17 11:37:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594185458, subwayLine=YUS, stationId=EGL2, trainId=111, trainMessage=Delayed, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 11:37:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594185459, subwayLine=YUS, stationId=EGL2, trainId=112, trainMessage=Arriving, trainDirection=South, timeInt=3.4713333333333334, timeString=03.47, trainDestination=SHW2, createDate=Sun Sep 17 11:37:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594185460, subwayLine=YUS, stationId=EGL2, trainId=114, trainMessage=Arriving, trainDirection=South, timeInt=8.360293333333335, timeString=08.36, trainDestination=SHW2, createDate=Sun Sep 17 11:37:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594185461, subwayLine=YUS, stationId=DAV2, trainId=111, trainMessage=Delayed, trainDirection=South, timeInt=1.6096666666666666, timeString=01.61, trainDestination=SHW2, createDate=Sun Sep 17 11:37:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594185462, subwayLine=YUS, stationId=DAV2, trainId=112, trainMessage=Arriving, trainDirection=South, timeInt=5.0809999999999995, timeString=05.08, trainDestination=SHW2, createDate=Sun Sep 17 11:37:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594185463, subwayLine=YUS, stationId=DAV2, trainId=114, trainMessage=Arriving, trainDirection=South, timeInt=9.96996, timeString=09.97, trainDestination=SHW2, createDate=Sun Sep 17 11:37:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594185464, subwayLine=YUS, stationId=STC2, trainId=111, trainMessage=Delayed, trainDirection=South, timeInt=3.6488755555555556, timeString=03.65, trainDestination=SHW2, createDate=Sun Sep 17 11:37:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594185465, subwayLine=YUS, stationId=STC2, trainId=112, trainMessage=Arriving, trainDirection=South, timeInt=7.120208888888889, timeString=07.12, trainDestination=SHW2, createDate=Sun Sep 17 11:37:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594185466, subwayLine=YUS, stationId=STC2, trainId=114, trainMessage=Arriving, trainDirection=South, timeInt=12.009168888888887, timeString=12.01, trainDestination=SHW2, createDate=Sun Sep 17 11:37:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594185467, subwayLine=YUS, stationId=SUM2, trainId=111, trainMessage=Delayed, trainDirection=South, timeInt=5.053084444444444, timeString=05.05, trainDestination=SHW2, createDate=Sun Sep 17 11:37:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594185468, subwayLine=YUS, stationId=SUM2, trainId=112, trainMessage=Arriving, trainDirection=South, timeInt=8.524417777777778, timeString=08.52, trainDestination=SHW2, createDate=Sun Sep 17 11:37:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594185469, subwayLine=YUS, stationId=SUM2, trainId=114, trainMessage=Arriving, trainDirection=South, timeInt=13.413377777777777, timeString=13.41, trainDestination=SHW2, createDate=Sun Sep 17 11:37:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594185470, subwayLine=YUS, stationId=ROS2, trainId=111, trainMessage=Delayed, trainDirection=South, timeInt=6.071777777777777, timeString=06.07, trainDestination=SHW2, createDate=Sun Sep 17 11:37:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594185471, subwayLine=YUS, stationId=ROS2, trainId=112, trainMessage=Arriving, trainDirection=South, timeInt=9.54311111111111, timeString=09.54, trainDestination=SHW2, createDate=Sun Sep 17 11:37:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594185472, subwayLine=YUS, stationId=ROS2, trainId=114, trainMessage=Arriving, trainDirection=South, timeInt=14.43207111111111, timeString=14.43, trainDestination=SHW2, createDate=Sun Sep 17 11:37:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594185473, subwayLine=YUS, stationId=BLO2, trainId=110, trainMessage=Arriving, trainDirection=South, timeInt=1.073008888888889, timeString=01.07, trainDestination=SHW2, createDate=Sun Sep 17 11:37:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594185474, subwayLine=YUS, stationId=BLO2, trainId=111, trainMessage=Delayed, trainDirection=South, timeInt=7.399786666666666, timeString=07.40, trainDestination=SHW2, createDate=Sun Sep 17 11:37:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594185475, subwayLine=YUS, stationId=BLO2, trainId=112, trainMessage=Arriving, trainDirection=South, timeInt=10.871120000000001, timeString=10.87, trainDestination=SHW2, createDate=Sun Sep 17 11:37:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594185476, subwayLine=YUS, stationId=WEL2, trainId=109, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 11:37:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594185477, subwayLine=YUS, stationId=WEL2, trainId=110, trainMessage=Arriving, trainDirection=South, timeInt=2.0273555555555554, timeString=02.03, trainDestination=SHW2, createDate=Sun Sep 17 11:37:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594185478, subwayLine=YUS, stationId=WEL2, trainId=111, trainMessage=Delayed, trainDirection=South, timeInt=8.354133333333333, timeString=08.35, trainDestination=SHW2, createDate=Sun Sep 17 11:37:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594185479, subwayLine=YUS, stationId=COL2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=0.9295111111111111, timeString=00.93, trainDestination=SHW2, createDate=Sun Sep 17 11:37:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594185480, subwayLine=YUS, stationId=COL2, trainId=110, trainMessage=Arriving, trainDirection=South, timeInt=2.9568666666666665, timeString=02.96, trainDestination=SHW2, createDate=Sun Sep 17 11:37:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594185481, subwayLine=YUS, stationId=COL2, trainId=111, trainMessage=Delayed, trainDirection=South, timeInt=9.283644444444443, timeString=09.28, trainDestination=SHW2, createDate=Sun Sep 17 11:37:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594185482, subwayLine=YUS, stationId=DUN2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=1.7963688888888891, timeString=01.80, trainDestination=SHW2, createDate=Sun Sep 17 11:37:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594185483, subwayLine=YUS, stationId=DUN2, trainId=110, trainMessage=Arriving, trainDirection=South, timeInt=3.8237244444444447, timeString=03.82, trainDestination=SHW2, createDate=Sun Sep 17 11:37:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594185484, subwayLine=YUS, stationId=DUN2, trainId=111, trainMessage=Delayed, trainDirection=South, timeInt=10.15050222222222, timeString=10.15, trainDestination=SHW2, createDate=Sun Sep 17 11:37:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594185485, subwayLine=YUS, stationId=QUN2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=2.55316, timeString=02.55, trainDestination=SHW2, createDate=Sun Sep 17 11:37:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594185486, subwayLine=YUS, stationId=QUN2, trainId=110, trainMessage=Arriving, trainDirection=South, timeInt=4.5805155555555555, timeString=04.58, trainDestination=SHW2, createDate=Sun Sep 17 11:37:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594185487, subwayLine=YUS, stationId=QUN2, trainId=111, trainMessage=Delayed, trainDirection=South, timeInt=10.907293333333334, timeString=10.91, trainDestination=SHW2, createDate=Sun Sep 17 11:37:49 EDT 2017, systemMessageType=Normal]
