NTASData [id=16594182067, subwayLine=BD, stationId=WAR2, trainId=201, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 11:37:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16594182068, subwayLine=BD, stationId=VPK2, trainId=201, trainMessage=Arriving, trainDirection=West, timeInt=3.948100235294118, timeString=03.95, trainDestination=KIP2, createDate=Sun Sep 17 11:37:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16594182069, subwayLine=BD, stationId=MST2, trainId=222, trainMessage=Arriving, trainDirection=West, timeInt=0.9189295356037154, timeString=00.92, trainDestination=KIP2, createDate=Sun Sep 17 11:37:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16594182070, subwayLine=BD, stationId=MST2, trainId=201, trainMessage=Arriving, trainDirection=West, timeInt=6.187603021671828, timeString=06.19, trainDestination=KIP2, createDate=Sun Sep 17 11:37:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16594182071, subwayLine=BD, stationId=WDB2, trainId=222, trainMessage=Arriving, trainDirection=West, timeInt=2.6528229102167185, timeString=02.65, trainDestination=KIP2, createDate=Sun Sep 17 11:37:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16594182072, subwayLine=BD, stationId=WDB2, trainId=201, trainMessage=Arriving, trainDirection=West, timeInt=7.921496396284831, timeString=07.92, trainDestination=KIP2, createDate=Sun Sep 17 11:37:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16594182073, subwayLine=BD, stationId=COX2, trainId=222, trainMessage=Arriving, trainDirection=West, timeInt=3.9600906501547994, timeString=03.96, trainDestination=KIP2, createDate=Sun Sep 17 11:37:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16594182074, subwayLine=BD, stationId=COX2, trainId=201, trainMessage=Arriving, trainDirection=West, timeInt=9.228764136222912, timeString=09.23, trainDestination=KIP2, createDate=Sun Sep 17 11:37:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16594182075, subwayLine=BD, stationId=GWD2, trainId=221, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 11:37:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16594182076, subwayLine=BD, stationId=GWD2, trainId=222, trainMessage=Arriving, trainDirection=West, timeInt=4.90301386996904, timeString=04.90, trainDestination=KIP2, createDate=Sun Sep 17 11:37:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16594182077, subwayLine=BD, stationId=GWD2, trainId=201, trainMessage=Arriving, trainDirection=West, timeInt=10.171687356037154, timeString=10.17, trainDestination=KIP2, createDate=Sun Sep 17 11:37:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16594182078, subwayLine=BD, stationId=DON2, trainId=221, trainMessage=Arriving, trainDirection=West, timeInt=1.1914814860681116, timeString=01.19, trainDestination=KIP2, createDate=Sun Sep 17 11:37:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16594182079, subwayLine=BD, stationId=DON2, trainId=222, trainMessage=Arriving, trainDirection=West, timeInt=6.094495356037152, timeString=06.09, trainDestination=KIP2, createDate=Sun Sep 17 11:37:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16594182080, subwayLine=BD, stationId=DON2, trainId=201, trainMessage=Arriving, trainDirection=West, timeInt=11.363168842105264, timeString=11.36, trainDestination=KIP2, createDate=Sun Sep 17 11:37:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16594182081, subwayLine=BD, stationId=PAP2, trainId=221, trainMessage=Arriving, trainDirection=West, timeInt=2.1219484829721367, timeString=02.12, trainDestination=KIP2, createDate=Sun Sep 17 11:37:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16594182082, subwayLine=BD, stationId=PAP2, trainId=222, trainMessage=Arriving, trainDirection=West, timeInt=7.024962352941177, timeString=07.02, trainDestination=KIP2, createDate=Sun Sep 17 11:37:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16594182083, subwayLine=BD, stationId=PAP2, trainId=201, trainMessage=Arriving, trainDirection=West, timeInt=12.29363583900929, timeString=12.29, trainDestination=KIP2, createDate=Sun Sep 17 11:37:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16594182084, subwayLine=BD, stationId=CHE2, trainId=221, trainMessage=Arriving, trainDirection=West, timeInt=3.149517399380805, timeString=03.15, trainDestination=KIP2, createDate=Sun Sep 17 11:37:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16594182085, subwayLine=BD, stationId=CHE2, trainId=222, trainMessage=Arriving, trainDirection=West, timeInt=8.052531269349846, timeString=08.05, trainDestination=KIP2, createDate=Sun Sep 17 11:37:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16594182086, subwayLine=BD, stationId=CHE2, trainId=201, trainMessage=Arriving, trainDirection=West, timeInt=13.321204755417957, timeString=13.32, trainDestination=KIP2, createDate=Sun Sep 17 11:37:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16594182087, subwayLine=BD, stationId=BRD2, trainId=220, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 11:37:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16594182088, subwayLine=BD, stationId=BRD2, trainId=221, trainMessage=Arriving, trainDirection=West, timeInt=4.227573652012384, timeString=04.23, trainDestination=KIP2, createDate=Sun Sep 17 11:37:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16594182089, subwayLine=BD, stationId=BRD2, trainId=222, trainMessage=Arriving, trainDirection=West, timeInt=9.130587521981425, timeString=09.13, trainDestination=KIP2, createDate=Sun Sep 17 11:37:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16594182090, subwayLine=BD, stationId=CFK2, trainId=220, trainMessage=Arriving, trainDirection=West, timeInt=1.3638869349845204, timeString=01.36, trainDestination=KIP2, createDate=Sun Sep 17 11:37:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16594182091, subwayLine=BD, stationId=CFK2, trainId=221, trainMessage=Arriving, trainDirection=West, timeInt=5.591460586996904, timeString=05.59, trainDestination=KIP2, createDate=Sun Sep 17 11:37:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16594182092, subwayLine=BD, stationId=CFK2, trainId=222, trainMessage=Arriving, trainDirection=West, timeInt=10.494474456965946, timeString=10.49, trainDestination=KIP2, createDate=Sun Sep 17 11:37:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16594182093, subwayLine=BD, stationId=SHE2, trainId=220, trainMessage=Arriving, trainDirection=West, timeInt=2.326626873065016, timeString=02.33, trainDestination=KIP2, createDate=Sun Sep 17 11:37:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16594182094, subwayLine=BD, stationId=SHE2, trainId=221, trainMessage=Arriving, trainDirection=West, timeInt=6.5542005250774, timeString=06.55, trainDestination=KIP2, createDate=Sun Sep 17 11:37:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16594182095, subwayLine=BD, stationId=SHE2, trainId=222, trainMessage=Arriving, trainDirection=West, timeInt=11.457214395046442, timeString=11.46, trainDestination=KIP2, createDate=Sun Sep 17 11:37:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16594182096, subwayLine=BD, stationId=YNG2, trainId=220, trainMessage=Arriving, trainDirection=West, timeInt=3.6840026006191957, timeString=03.68, trainDestination=KIP2, createDate=Sun Sep 17 11:37:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16594182097, subwayLine=BD, stationId=YNG2, trainId=221, trainMessage=Arriving, trainDirection=West, timeInt=7.91157625263158, timeString=07.91, trainDestination=KIP2, createDate=Sun Sep 17 11:37:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16594182098, subwayLine=BD, stationId=YNG2, trainId=222, trainMessage=Arriving, trainDirection=West, timeInt=12.81459012260062, timeString=12.81, trainDestination=KIP2, createDate=Sun Sep 17 11:37:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16594182099, subwayLine=BD, stationId=BAU2, trainId=219, trainMessage=Arriving, trainDirection=West, timeInt=0.5354760371517028, timeString=00.54, trainDestination=KIP2, createDate=Sun Sep 17 11:37:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16594182100, subwayLine=BD, stationId=BAU2, trainId=220, trainMessage=Arriving, trainDirection=West, timeInt=4.474478637770899, timeString=04.47, trainDestination=KIP2, createDate=Sun Sep 17 11:37:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16594182101, subwayLine=BD, stationId=BAU2, trainId=221, trainMessage=Arriving, trainDirection=West, timeInt=8.702052289783282, timeString=08.70, trainDestination=KIP2, createDate=Sun Sep 17 11:37:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16594182102, subwayLine=BD, stationId=SGL2, trainId=219, trainMessage=Arriving, trainDirection=West, timeInt=1.663544024767802, timeString=01.66, trainDestination=KIP2, createDate=Sun Sep 17 11:37:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16594182103, subwayLine=BD, stationId=SGL2, trainId=220, trainMessage=Arriving, trainDirection=West, timeInt=5.6025466253869975, timeString=05.60, trainDestination=KIP2, createDate=Sun Sep 17 11:37:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16594182104, subwayLine=BD, stationId=SGL2, trainId=221, trainMessage=Arriving, trainDirection=West, timeInt=9.83012027739938, timeString=09.83, trainDestination=KIP2, createDate=Sun Sep 17 11:37:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16594182105, subwayLine=BD, stationId=BSP2, trainId=218, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 11:37:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16594182106, subwayLine=BD, stationId=BSP2, trainId=219, trainMessage=Arriving, trainDirection=West, timeInt=2.469307244582043, timeString=02.47, trainDestination=KIP2, createDate=Sun Sep 17 11:37:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16594182107, subwayLine=BD, stationId=BSP2, trainId=220, trainMessage=Arriving, trainDirection=West, timeInt=6.40830984520124, timeString=06.41, trainDestination=KIP2, createDate=Sun Sep 17 11:37:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16594182108, subwayLine=BD, stationId=BAT2, trainId=218, trainMessage=Arriving, trainDirection=West, timeInt=0.9310331888544893, timeString=00.93, trainDestination=KIP2, createDate=Sun Sep 17 11:37:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16594182109, subwayLine=BD, stationId=BAT2, trainId=219, trainMessage=Arriving, trainDirection=West, timeInt=3.400340433436533, timeString=03.40, trainDestination=KIP2, createDate=Sun Sep 17 11:37:31 EDT 2017, systemMessageType=Normal]
