NTASData [id=16594603107, subwayLine=YUS, stationId=SHW2, trainId=129, trainMessage=Delayed, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 12:09:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594603108, subwayLine=YUS, stationId=SHW2, trainId=104, trainMessage=Delayed, trainDirection=South, timeInt=0.44531481481481483, timeString=00.45, trainDestination=SHW2, createDate=Sun Sep 17 12:09:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594603109, subwayLine=YUS, stationId=SHW2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=1.7228703703703705, timeString=01.72, trainDestination=SHW2, createDate=Sun Sep 17 12:09:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594603110, subwayLine=YUS, stationId=SHW1, trainId=104, trainMessage=Delayed, trainDirection=South, timeInt=0.44531481481481483, timeString=00.45, trainDestination=SHW2, createDate=Sun Sep 17 12:09:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594603111, subwayLine=YUS, stationId=SHW1, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=1.7228703703703705, timeString=01.72, trainDestination=SHW2, createDate=Sun Sep 17 12:09:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594603112, subwayLine=YUS, stationId=SHW1, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=2.607962962962963, timeString=02.61, trainDestination=SHW2, createDate=Sun Sep 17 12:09:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594603113, subwayLine=YUS, stationId=WIL1, trainId=128, trainMessage=Arriving, trainDirection=North, timeInt=3.142905837037037, timeString=03.14, trainDestination=FIN1, createDate=Sun Sep 17 12:09:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594603114, subwayLine=YUS, stationId=YKD1, trainId=125, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 12:09:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594603115, subwayLine=YUS, stationId=YKD1, trainId=532, trainMessage=Arriving, trainDirection=North, timeInt=1.0103555555555555, timeString=01.01, trainDestination=FIN1, createDate=Sun Sep 17 12:09:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594603116, subwayLine=YUS, stationId=YKD1, trainId=126, trainMessage=Arriving, trainDirection=North, timeInt=1.50114, timeString=01.50, trainDestination=FIN1, createDate=Sun Sep 17 12:09:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594603117, subwayLine=YUS, stationId=LWW1, trainId=125, trainMessage=Arriving, trainDirection=North, timeInt=2.0183244444444446, timeString=02.02, trainDestination=FIN1, createDate=Sun Sep 17 12:09:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594603118, subwayLine=YUS, stationId=LWW1, trainId=532, trainMessage=Arriving, trainDirection=North, timeInt=3.02868, timeString=03.03, trainDestination=FIN1, createDate=Sun Sep 17 12:09:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594603119, subwayLine=YUS, stationId=LWW1, trainId=126, trainMessage=Arriving, trainDirection=North, timeInt=3.5194644444444445, timeString=03.52, trainDestination=FIN1, createDate=Sun Sep 17 12:09:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594603120, subwayLine=YUS, stationId=GCN1, trainId=124, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 12:09:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594603121, subwayLine=YUS, stationId=GCN1, trainId=125, trainMessage=Arriving, trainDirection=North, timeInt=3.3768133333333337, timeString=03.38, trainDestination=FIN1, createDate=Sun Sep 17 12:09:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594603122, subwayLine=YUS, stationId=GCN1, trainId=532, trainMessage=Arriving, trainDirection=North, timeInt=4.38716888888889, timeString=04.39, trainDestination=FIN1, createDate=Sun Sep 17 12:09:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594603123, subwayLine=YUS, stationId=EGW1, trainId=124, trainMessage=Arriving, trainDirection=North, timeInt=1.8202044444444447, timeString=01.82, trainDestination=FIN1, createDate=Sun Sep 17 12:09:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594603124, subwayLine=YUS, stationId=EGW1, trainId=125, trainMessage=Arriving, trainDirection=North, timeInt=5.197017777777778, timeString=05.20, trainDestination=FIN1, createDate=Sun Sep 17 12:09:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594603125, subwayLine=YUS, stationId=EGW1, trainId=532, trainMessage=Arriving, trainDirection=North, timeInt=6.207373333333333, timeString=06.21, trainDestination=FIN1, createDate=Sun Sep 17 12:09:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594603126, subwayLine=YUS, stationId=SCW1, trainId=123, trainMessage=Arriving, trainDirection=North, timeInt=0.49872222222222223, timeString=00.50, trainDestination=FIN1, createDate=Sun Sep 17 12:09:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594603127, subwayLine=YUS, stationId=SCW1, trainId=120, trainMessage=Delayed, trainDirection=North, timeInt=0.7879259259259259, timeString=00.79, trainDestination=FIN1, createDate=Sun Sep 17 12:09:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16594603128, subwayLine=YUS, stationId=SCW1, trainId=124, trainMessage=Arriving, trainDirection=North, timeInt=6.519639999999999, timeString=06.52, trainDestination=FIN1, createDate=Sun Sep 17 12:09:35 EDT 2017, systemMessageType=Normal]
