NTASData [id=16594121674, subwayLine=YUS, stationId=YKM2, trainId=112, trainMessage=Arriving, trainDirection=South, timeInt=0.8466666666666667, timeString=00.85, trainDestination=SHW2, createDate=Sun Sep 17 11:33:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16594121675, subwayLine=YUS, stationId=YKM2, trainId=114, trainMessage=Arriving, trainDirection=South, timeInt=6.988693333333333, timeString=06.99, trainDestination=SHW2, createDate=Sun Sep 17 11:33:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16594121676, subwayLine=YUS, stationId=LAW2, trainId=111, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 11:33:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16594121677, subwayLine=YUS, stationId=LAW2, trainId=112, trainMessage=Arriving, trainDirection=South, timeInt=4.35964, timeString=04.36, trainDestination=SHW2, createDate=Sun Sep 17 11:33:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16594121678, subwayLine=YUS, stationId=LAW2, trainId=114, trainMessage=Arriving, trainDirection=South, timeInt=10.501666666666665, timeString=10.50, trainDestination=SHW2, createDate=Sun Sep 17 11:33:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16594121679, subwayLine=YUS, stationId=EGL2, trainId=111, trainMessage=Arriving, trainDirection=South, timeInt=4.282875555555555, timeString=04.28, trainDestination=SHW2, createDate=Sun Sep 17 11:33:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16594121680, subwayLine=YUS, stationId=EGL2, trainId=112, trainMessage=Arriving, trainDirection=South, timeInt=8.642515555555555, timeString=08.64, trainDestination=SHW2, createDate=Sun Sep 17 11:33:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16594121681, subwayLine=YUS, stationId=EGL2, trainId=114, trainMessage=Arriving, trainDirection=South, timeInt=14.78454222222222, timeString=14.78, trainDestination=SHW2, createDate=Sun Sep 17 11:33:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16594121682, subwayLine=YUS, stationId=DAV2, trainId=110, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 11:33:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16594121683, subwayLine=YUS, stationId=DAV2, trainId=111, trainMessage=Arriving, trainDirection=South, timeInt=5.892542222222222, timeString=05.89, trainDestination=SHW2, createDate=Sun Sep 17 11:33:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16594121684, subwayLine=YUS, stationId=DAV2, trainId=112, trainMessage=Arriving, trainDirection=South, timeInt=10.252182222222222, timeString=10.25, trainDestination=SHW2, createDate=Sun Sep 17 11:33:03 EDT 2017, systemMessageType=Normal]
