NTASData [id=16593760551, subwayLine=YUS, stationId=NYC2, trainId=107, trainMessage=Arriving, trainDirection=South, timeInt=1.0329333333333333, timeString=01.03, trainDestination=SHW2, createDate=Sun Sep 17 11:06:48 EDT 2017, systemMessageType=Normal]
NTASData [id=16593760552, subwayLine=YUS, stationId=SHP2, trainId=107, trainMessage=Arriving, trainDirection=South, timeInt=2.493586666666667, timeString=02.49, trainDestination=SHW2, createDate=Sun Sep 17 11:06:48 EDT 2017, systemMessageType=Normal]
NTASData [id=16593760553, subwayLine=YUS, stationId=YKM2, trainId=107, trainMessage=Arriving, trainDirection=South, timeInt=6.074293333333333, timeString=06.07, trainDestination=SHW2, createDate=Sun Sep 17 11:06:48 EDT 2017, systemMessageType=Normal]
NTASData [id=16593760554, subwayLine=YUS, stationId=LAW2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=1.3546666666666667, timeString=01.35, trainDestination=SHW2, createDate=Sun Sep 17 11:06:48 EDT 2017, systemMessageType=Normal]
NTASData [id=16593760555, subwayLine=YUS, stationId=LAW2, trainId=107, trainMessage=Arriving, trainDirection=South, timeInt=9.587266666666666, timeString=09.59, trainDestination=SHW2, createDate=Sun Sep 17 11:06:48 EDT 2017, systemMessageType=Normal]
NTASData [id=16593760556, subwayLine=YUS, stationId=EGL2, trainId=106, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 11:06:48 EDT 2017, systemMessageType=Normal]
NTASData [id=16593760557, subwayLine=YUS, stationId=EGL2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=5.637542222222222, timeString=05.64, trainDestination=SHW2, createDate=Sun Sep 17 11:06:48 EDT 2017, systemMessageType=Normal]
NTASData [id=16593760558, subwayLine=YUS, stationId=EGL2, trainId=107, trainMessage=Arriving, trainDirection=South, timeInt=13.87014222222222, timeString=13.87, trainDestination=SHW2, createDate=Sun Sep 17 11:06:48 EDT 2017, systemMessageType=Normal]
NTASData [id=16593760559, subwayLine=YUS, stationId=DAV2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=1.6096666666666666, timeString=01.61, trainDestination=SHW2, createDate=Sun Sep 17 11:06:48 EDT 2017, systemMessageType=Normal]
NTASData [id=16593760560, subwayLine=YUS, stationId=DAV2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=7.247208888888888, timeString=07.25, trainDestination=SHW2, createDate=Sun Sep 17 11:06:48 EDT 2017, systemMessageType=Normal]
NTASData [id=16593760561, subwayLine=YUS, stationId=DAV2, trainId=107, trainMessage=Arriving, trainDirection=South, timeInt=15.479808888888888, timeString=15.48, trainDestination=SHW2, createDate=Sun Sep 17 11:06:48 EDT 2017, systemMessageType=Normal]
