NTASData [id=16594010721, subwayLine=BD, stationId=BAU1, trainId=205, trainMessage=Arriving, trainDirection=East, timeInt=0.4150186996904025, timeString=00.42, trainDestination=KEN1, createDate=Sun Sep 17 11:24:50 EDT 2017, systemMessageType=Normal]
NTASData [id=16594010722, subwayLine=BD, stationId=BAU1, trainId=206, trainMessage=Arriving, trainDirection=East, timeInt=3.6648936222910224, timeString=03.66, trainDestination=KEN1, createDate=Sun Sep 17 11:24:50 EDT 2017, systemMessageType=Normal]
NTASData [id=16594010723, subwayLine=BD, stationId=BAU1, trainId=207, trainMessage=Arriving, trainDirection=East, timeInt=7.282678543653251, timeString=07.28, trainDestination=KEN1, createDate=Sun Sep 17 11:24:50 EDT 2017, systemMessageType=Normal]
NTASData [id=16594010724, subwayLine=BD, stationId=YNG1, trainId=205, trainMessage=Arriving, trainDirection=East, timeInt=1.215261547987616, timeString=01.22, trainDestination=KEN1, createDate=Sun Sep 17 11:24:50 EDT 2017, systemMessageType=Normal]
NTASData [id=16594010725, subwayLine=BD, stationId=YNG1, trainId=206, trainMessage=Arriving, trainDirection=East, timeInt=4.465136470588236, timeString=04.47, trainDestination=KEN1, createDate=Sun Sep 17 11:24:50 EDT 2017, systemMessageType=Normal]
NTASData [id=16594010726, subwayLine=BD, stationId=YNG1, trainId=207, trainMessage=Arriving, trainDirection=East, timeInt=8.082921391950464, timeString=08.08, trainDestination=KEN1, createDate=Sun Sep 17 11:24:50 EDT 2017, systemMessageType=Normal]
NTASData [id=16594010727, subwayLine=BD, stationId=SHE1, trainId=205, trainMessage=Arriving, trainDirection=East, timeInt=2.534702414860681, timeString=02.53, trainDestination=KEN1, createDate=Sun Sep 17 11:24:50 EDT 2017, systemMessageType=Normal]
NTASData [id=16594010728, subwayLine=BD, stationId=SHE1, trainId=206, trainMessage=Arriving, trainDirection=East, timeInt=5.7845773374613, timeString=05.78, trainDestination=KEN1, createDate=Sun Sep 17 11:24:50 EDT 2017, systemMessageType=Normal]
NTASData [id=16594010729, subwayLine=BD, stationId=SHE1, trainId=207, trainMessage=Arriving, trainDirection=East, timeInt=9.40236225882353, timeString=09.40, trainDestination=KEN1, createDate=Sun Sep 17 11:24:50 EDT 2017, systemMessageType=Normal]
NTASData [id=16594010730, subwayLine=BD, stationId=CFK1, trainId=205, trainMessage=Arriving, trainDirection=East, timeInt=3.572745882352942, timeString=03.57, trainDestination=KEN1, createDate=Sun Sep 17 11:24:50 EDT 2017, systemMessageType=Normal]
NTASData [id=16594010731, subwayLine=BD, stationId=CFK1, trainId=206, trainMessage=Arriving, trainDirection=East, timeInt=6.82262080495356, timeString=06.82, trainDestination=KEN1, createDate=Sun Sep 17 11:24:50 EDT 2017, systemMessageType=Normal]
