NTASData [id=16593788788, subwayLine=BD, stationId=DNW1, trainId=204, trainMessage=AtStation, trainDirection=East, timeInt=0.0, timeString=00.00, trainDestination=KEN1, createDate=Sun Sep 17 11:08:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593788789, subwayLine=BD, stationId=DNW1, trainId=205, trainMessage=Arriving, trainDirection=East, timeInt=4.54712106501548, timeString=04.55, trainDestination=KEN1, createDate=Sun Sep 17 11:08:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593788790, subwayLine=BD, stationId=DNW1, trainId=206, trainMessage=Arriving, trainDirection=East, timeInt=8.561849238390094, timeString=08.56, trainDestination=KEN1, createDate=Sun Sep 17 11:08:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593788791, subwayLine=BD, stationId=LAN1, trainId=204, trainMessage=Arriving, trainDirection=East, timeInt=1.4213554179566565, timeString=01.42, trainDestination=KEN1, createDate=Sun Sep 17 11:08:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593788792, subwayLine=BD, stationId=LAN1, trainId=205, trainMessage=Arriving, trainDirection=East, timeInt=5.968476482972138, timeString=05.97, trainDestination=KEN1, createDate=Sun Sep 17 11:08:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593788793, subwayLine=BD, stationId=LAN1, trainId=206, trainMessage=Arriving, trainDirection=East, timeInt=9.98320465634675, timeString=09.98, trainDestination=KEN1, createDate=Sun Sep 17 11:08:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593788794, subwayLine=BD, stationId=DUF1, trainId=204, trainMessage=Arriving, trainDirection=East, timeInt=2.3008651393188857, timeString=02.30, trainDestination=KEN1, createDate=Sun Sep 17 11:08:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593788795, subwayLine=BD, stationId=DUF1, trainId=205, trainMessage=Arriving, trainDirection=East, timeInt=6.847986204334365, timeString=06.85, trainDestination=KEN1, createDate=Sun Sep 17 11:08:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593788796, subwayLine=BD, stationId=DUF1, trainId=206, trainMessage=Arriving, trainDirection=East, timeInt=10.86271437770898, timeString=10.86, trainDestination=KEN1, createDate=Sun Sep 17 11:08:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593788797, subwayLine=BD, stationId=OSS1, trainId=203, trainMessage=Arriving, trainDirection=East, timeInt=0.9947992569659444, timeString=00.99, trainDestination=KEN1, createDate=Sun Sep 17 11:08:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593788798, subwayLine=BD, stationId=OSS1, trainId=204, trainMessage=Arriving, trainDirection=East, timeInt=3.55066439628483, timeString=03.55, trainDestination=KEN1, createDate=Sun Sep 17 11:08:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593788799, subwayLine=BD, stationId=OSS1, trainId=205, trainMessage=Arriving, trainDirection=East, timeInt=8.09778546130031, timeString=08.10, trainDestination=KEN1, createDate=Sun Sep 17 11:08:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593788800, subwayLine=BD, stationId=CHR1, trainId=203, trainMessage=Arriving, trainDirection=East, timeInt=2.2282752, timeString=02.23, trainDestination=KEN1, createDate=Sun Sep 17 11:08:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593788801, subwayLine=BD, stationId=CHR1, trainId=204, trainMessage=Arriving, trainDirection=East, timeInt=4.784140339318887, timeString=04.78, trainDestination=KEN1, createDate=Sun Sep 17 11:08:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593788802, subwayLine=BD, stationId=CHR1, trainId=205, trainMessage=Arriving, trainDirection=East, timeInt=9.331261404334366, timeString=09.33, trainDestination=KEN1, createDate=Sun Sep 17 11:08:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593788803, subwayLine=BD, stationId=BAT1, trainId=203, trainMessage=Arriving, trainDirection=East, timeInt=3.211681144272446, timeString=03.21, trainDestination=KEN1, createDate=Sun Sep 17 11:08:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593788804, subwayLine=BD, stationId=BAT1, trainId=204, trainMessage=Arriving, trainDirection=East, timeInt=5.767546283591331, timeString=05.77, trainDestination=KEN1, createDate=Sun Sep 17 11:08:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593788805, subwayLine=BD, stationId=BAT1, trainId=205, trainMessage=Arriving, trainDirection=East, timeInt=10.314667348606813, timeString=10.31, trainDestination=KEN1, createDate=Sun Sep 17 11:08:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593788806, subwayLine=BD, stationId=BSP1, trainId=203, trainMessage=Arriving, trainDirection=East, timeInt=4.14582838885449, timeString=04.15, trainDestination=KEN1, createDate=Sun Sep 17 11:08:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593788807, subwayLine=BD, stationId=BSP1, trainId=204, trainMessage=Arriving, trainDirection=East, timeInt=6.701693528173374, timeString=06.70, trainDestination=KEN1, createDate=Sun Sep 17 11:08:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593788808, subwayLine=BD, stationId=BSP1, trainId=205, trainMessage=Arriving, trainDirection=East, timeInt=11.248814593188856, timeString=11.25, trainDestination=KEN1, createDate=Sun Sep 17 11:08:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593788809, subwayLine=BD, stationId=SGL1, trainId=202, trainMessage=AtStation, trainDirection=East, timeInt=0.0, timeString=00.00, trainDestination=KEN1, createDate=Sun Sep 17 11:08:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593788810, subwayLine=BD, stationId=SGL1, trainId=203, trainMessage=Arriving, trainDirection=East, timeInt=5.056478667492261, timeString=05.06, trainDestination=KEN1, createDate=Sun Sep 17 11:08:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593788811, subwayLine=BD, stationId=SGL1, trainId=204, trainMessage=Arriving, trainDirection=East, timeInt=7.612343806811145, timeString=07.61, trainDestination=KEN1, createDate=Sun Sep 17 11:08:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593788812, subwayLine=BD, stationId=BAU1, trainId=202, trainMessage=Arriving, trainDirection=East, timeInt=1.0916901547987616, timeString=01.09, trainDestination=KEN1, createDate=Sun Sep 17 11:08:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593788813, subwayLine=BD, stationId=BAU1, trainId=203, trainMessage=Arriving, trainDirection=East, timeInt=6.148168822291021, timeString=06.15, trainDestination=KEN1, createDate=Sun Sep 17 11:08:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593788814, subwayLine=BD, stationId=BAU1, trainId=204, trainMessage=Arriving, trainDirection=East, timeInt=8.704033961609907, timeString=08.70, trainDestination=KEN1, createDate=Sun Sep 17 11:08:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593788815, subwayLine=BD, stationId=YNG1, trainId=202, trainMessage=Arriving, trainDirection=East, timeInt=1.8919330030959756, timeString=01.89, trainDestination=KEN1, createDate=Sun Sep 17 11:08:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593788816, subwayLine=BD, stationId=YNG1, trainId=203, trainMessage=Arriving, trainDirection=East, timeInt=6.948411670588234, timeString=06.95, trainDestination=KEN1, createDate=Sun Sep 17 11:08:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593788817, subwayLine=BD, stationId=YNG1, trainId=204, trainMessage=Arriving, trainDirection=East, timeInt=9.50427680990712, timeString=09.50, trainDestination=KEN1, createDate=Sun Sep 17 11:08:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593788818, subwayLine=BD, stationId=SHE1, trainId=201, trainMessage=AtStation, trainDirection=East, timeInt=0.0, timeString=00.00, trainDestination=KEN1, createDate=Sun Sep 17 11:08:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593788819, subwayLine=BD, stationId=SHE1, trainId=202, trainMessage=Arriving, trainDirection=East, timeInt=3.211373869969041, timeString=03.21, trainDestination=KEN1, createDate=Sun Sep 17 11:08:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593788820, subwayLine=BD, stationId=SHE1, trainId=203, trainMessage=Arriving, trainDirection=East, timeInt=8.2678525374613, timeString=08.27, trainDestination=KEN1, createDate=Sun Sep 17 11:08:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593788821, subwayLine=BD, stationId=CFK1, trainId=201, trainMessage=Arriving, trainDirection=East, timeInt=1.03804346749226, timeString=01.04, trainDestination=KEN1, createDate=Sun Sep 17 11:08:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593788822, subwayLine=BD, stationId=CFK1, trainId=202, trainMessage=Arriving, trainDirection=East, timeInt=4.249417337461301, timeString=04.25, trainDestination=KEN1, createDate=Sun Sep 17 11:08:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593788823, subwayLine=BD, stationId=CFK1, trainId=203, trainMessage=Arriving, trainDirection=East, timeInt=9.30589600495356, timeString=09.31, trainDestination=KEN1, createDate=Sun Sep 17 11:08:47 EDT 2017, systemMessageType=Normal]
