NTASData [id=16594382032, subwayLine=BD, stationId=KEN2, trainId=205, trainMessage=Delayed, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 11:52:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16594382033, subwayLine=BD, stationId=KEN2, trainId=206, trainMessage=Arriving, trainDirection=East, timeInt=0.3959380309597524, timeString=00.40, trainDestination=KEN1, createDate=Sun Sep 17 11:52:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16594382034, subwayLine=BD, stationId=KEN2, trainId=207, trainMessage=Arriving, trainDirection=East, timeInt=6.2565384222910225, timeString=06.26, trainDestination=KEN1, createDate=Sun Sep 17 11:52:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16594382035, subwayLine=BD, stationId=WAR2, trainId=204, trainMessage=Arriving, trainDirection=West, timeInt=1.5747666575851396, timeString=01.57, trainDestination=KIP2, createDate=Sun Sep 17 11:52:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16594382036, subwayLine=BD, stationId=VPK2, trainId=204, trainMessage=Arriving, trainDirection=West, timeInt=5.522866892879257, timeString=05.52, trainDestination=KIP2, createDate=Sun Sep 17 11:52:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16594382037, subwayLine=BD, stationId=MST2, trainId=203, trainMessage=Arriving, trainDirection=West, timeInt=1.6697000619195048, timeString=01.67, trainDestination=KIP2, createDate=Sun Sep 17 11:52:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16594382038, subwayLine=BD, stationId=MST2, trainId=204, trainMessage=Arriving, trainDirection=West, timeInt=7.762369679256967, timeString=07.76, trainDestination=KIP2, createDate=Sun Sep 17 11:52:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16594382039, subwayLine=BD, stationId=WDB2, trainId=203, trainMessage=Arriving, trainDirection=West, timeInt=3.4035934365325082, timeString=03.40, trainDestination=KIP2, createDate=Sun Sep 17 11:52:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16594382040, subwayLine=BD, stationId=WDB2, trainId=204, trainMessage=Arriving, trainDirection=West, timeInt=9.49626305386997, timeString=09.50, trainDestination=KIP2, createDate=Sun Sep 17 11:52:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16594382041, subwayLine=BD, stationId=COX2, trainId=203, trainMessage=Arriving, trainDirection=West, timeInt=4.710861176470589, timeString=04.71, trainDestination=KIP2, createDate=Sun Sep 17 11:52:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16594382042, subwayLine=BD, stationId=COX2, trainId=204, trainMessage=Arriving, trainDirection=West, timeInt=10.80353079380805, timeString=10.80, trainDestination=KIP2, createDate=Sun Sep 17 11:52:24 EDT 2017, systemMessageType=Normal]
