NTASData [id=16593951947, subwayLine=YUS, stationId=SGU1, trainId=3, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 11:20:36 EDT 2017, systemMessageType=Normal]
NTASData [id=16593951948, subwayLine=YUS, stationId=SGU1, trainId=118, trainMessage=Arriving, trainDirection=North, timeInt=9.45421111111111, timeString=09.45, trainDestination=FIN1, createDate=Sun Sep 17 11:20:36 EDT 2017, systemMessageType=Normal]
NTASData [id=16593951949, subwayLine=YUS, stationId=SGU1, trainId=534, trainMessage=Arriving, trainDirection=North, timeInt=10.787822222222221, timeString=10.79, trainDestination=FIN1, createDate=Sun Sep 17 11:20:36 EDT 2017, systemMessageType=Normal]
NTASData [id=16593951950, subwayLine=YUS, stationId=MUS1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=1.2019966666666666, timeString=01.20, trainDestination=FIN1, createDate=Sun Sep 17 11:20:36 EDT 2017, systemMessageType=Normal]
NTASData [id=16593951951, subwayLine=YUS, stationId=MUS1, trainId=118, trainMessage=Arriving, trainDirection=North, timeInt=10.656207777777778, timeString=10.66, trainDestination=FIN1, createDate=Sun Sep 17 11:20:36 EDT 2017, systemMessageType=Normal]
NTASData [id=16593951952, subwayLine=YUS, stationId=MUS1, trainId=534, trainMessage=Arriving, trainDirection=North, timeInt=11.98981888888889, timeString=11.99, trainDestination=FIN1, createDate=Sun Sep 17 11:20:36 EDT 2017, systemMessageType=Normal]
NTASData [id=16593951953, subwayLine=YUS, stationId=QPK1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=0.8111066666666666, timeString=00.81, trainDestination=FIN1, createDate=Sun Sep 17 11:20:36 EDT 2017, systemMessageType=Normal]
NTASData [id=16593951954, subwayLine=YUS, stationId=QPK1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=2.46453, timeString=02.46, trainDestination=FIN1, createDate=Sun Sep 17 11:20:36 EDT 2017, systemMessageType=Normal]
NTASData [id=16593951955, subwayLine=YUS, stationId=QPK1, trainId=118, trainMessage=Arriving, trainDirection=North, timeInt=11.918741111111112, timeString=11.92, trainDestination=FIN1, createDate=Sun Sep 17 11:20:36 EDT 2017, systemMessageType=Normal]
NTASData [id=16593951956, subwayLine=YUS, stationId=STP1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=1.9618799999999998, timeString=01.96, trainDestination=FIN1, createDate=Sun Sep 17 11:20:36 EDT 2017, systemMessageType=Normal]
NTASData [id=16593951957, subwayLine=YUS, stationId=STP1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=3.6153033333333333, timeString=03.62, trainDestination=FIN1, createDate=Sun Sep 17 11:20:36 EDT 2017, systemMessageType=Normal]
