NTASData [id=16594873369, subwayLine=YUS, stationId=WIL1, trainId=106, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873386, subwayLine=YUS, stationId=DUP1, trainId=128, trainMessage=Arriving, trainDirection=North, timeInt=10.989888888888888, timeString=10.99, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873387, subwayLine=YUS, stationId=SPA1, trainId=126, trainMessage=Arriving, trainDirection=North, timeInt=0.7456311111111111, timeString=00.75, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873388, subwayLine=YUS, stationId=SPA1, trainId=120, trainMessage=Delayed, trainDirection=North, timeInt=4.413094814814815, timeString=04.41, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873389, subwayLine=YUS, stationId=SPA1, trainId=195, trainMessage=Delayed, trainDirection=North, timeInt=11.781260740740741, timeString=11.78, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873390, subwayLine=YUS, stationId=SGU1, trainId=125, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873391, subwayLine=YUS, stationId=SGU1, trainId=126, trainMessage=Arriving, trainDirection=North, timeInt=1.875237777777778, timeString=01.88, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873392, subwayLine=YUS, stationId=SGU1, trainId=120, trainMessage=Delayed, trainDirection=North, timeInt=5.5427014814814815, timeString=05.54, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873393, subwayLine=YUS, stationId=MUS1, trainId=125, trainMessage=Arriving, trainDirection=North, timeInt=1.2019966666666666, timeString=01.20, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873394, subwayLine=YUS, stationId=MUS1, trainId=126, trainMessage=Arriving, trainDirection=North, timeInt=3.0772344444444446, timeString=03.08, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873395, subwayLine=YUS, stationId=MUS1, trainId=120, trainMessage=Delayed, trainDirection=North, timeInt=6.744698148148149, timeString=06.74, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873396, subwayLine=YUS, stationId=QPK1, trainId=125, trainMessage=Arriving, trainDirection=North, timeInt=2.46453, timeString=02.46, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873397, subwayLine=YUS, stationId=QPK1, trainId=126, trainMessage=Arriving, trainDirection=North, timeInt=4.3397677777777774, timeString=04.34, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873398, subwayLine=YUS, stationId=QPK1, trainId=120, trainMessage=Delayed, trainDirection=North, timeInt=8.007231481481481, timeString=08.01, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873399, subwayLine=YUS, stationId=STP1, trainId=124, trainMessage=Arriving, trainDirection=North, timeInt=0.7586133333333334, timeString=00.76, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873400, subwayLine=YUS, stationId=STP1, trainId=125, trainMessage=Arriving, trainDirection=North, timeInt=3.6153033333333333, timeString=03.62, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873401, subwayLine=YUS, stationId=STP1, trainId=126, trainMessage=Arriving, trainDirection=North, timeInt=5.490541111111112, timeString=05.49, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873402, subwayLine=YUS, stationId=OSG1, trainId=124, trainMessage=Arriving, trainDirection=North, timeInt=1.50976, timeString=01.51, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873403, subwayLine=YUS, stationId=OSG1, trainId=125, trainMessage=Arriving, trainDirection=North, timeInt=4.36645, timeString=04.37, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873404, subwayLine=YUS, stationId=OSG1, trainId=126, trainMessage=Arriving, trainDirection=North, timeInt=6.241687777777777, timeString=06.24, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873405, subwayLine=YUS, stationId=STA1, trainId=124, trainMessage=Arriving, trainDirection=North, timeInt=2.343597777777778, timeString=02.34, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873406, subwayLine=YUS, stationId=STA1, trainId=125, trainMessage=Arriving, trainDirection=North, timeInt=5.200287777777778, timeString=05.20, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873407, subwayLine=YUS, stationId=STA1, trainId=126, trainMessage=Arriving, trainDirection=North, timeInt=7.075525555555554, timeString=07.08, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873408, subwayLine=YUS, stationId=UNI1, trainId=123, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873409, subwayLine=YUS, stationId=UNI1, trainId=124, trainMessage=Arriving, trainDirection=North, timeInt=3.250531111111111, timeString=03.25, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873410, subwayLine=YUS, stationId=UNI1, trainId=125, trainMessage=Arriving, trainDirection=North, timeInt=6.1072211111111105, timeString=06.11, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873411, subwayLine=YUS, stationId=KNG1, trainId=123, trainMessage=Arriving, trainDirection=North, timeInt=0.7948911111111111, timeString=00.79, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873412, subwayLine=YUS, stationId=KNG1, trainId=124, trainMessage=Arriving, trainDirection=North, timeInt=4.045422222222222, timeString=04.05, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873413, subwayLine=YUS, stationId=KNG1, trainId=125, trainMessage=Arriving, trainDirection=North, timeInt=6.902112222222222, timeString=06.90, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873414, subwayLine=YUS, stationId=QUN1, trainId=123, trainMessage=Arriving, trainDirection=North, timeInt=1.6205444444444443, timeString=01.62, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873415, subwayLine=YUS, stationId=QUN1, trainId=124, trainMessage=Arriving, trainDirection=North, timeInt=4.871075555555556, timeString=04.87, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873416, subwayLine=YUS, stationId=QUN1, trainId=125, trainMessage=Arriving, trainDirection=North, timeInt=7.727765555555553, timeString=07.73, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873417, subwayLine=YUS, stationId=DUN1, trainId=123, trainMessage=Arriving, trainDirection=North, timeInt=2.375077777777778, timeString=02.38, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873418, subwayLine=YUS, stationId=DUN1, trainId=124, trainMessage=Arriving, trainDirection=North, timeInt=5.625608888888889, timeString=05.63, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873419, subwayLine=YUS, stationId=DUN1, trainId=125, trainMessage=Arriving, trainDirection=North, timeInt=8.482298888888888, timeString=08.48, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873420, subwayLine=YUS, stationId=COL1, trainId=123, trainMessage=Arriving, trainDirection=North, timeInt=3.2419355555555556, timeString=03.24, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873421, subwayLine=YUS, stationId=COL1, trainId=124, trainMessage=Arriving, trainDirection=North, timeInt=6.492466666666667, timeString=06.49, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873422, subwayLine=YUS, stationId=COL1, trainId=125, trainMessage=Arriving, trainDirection=North, timeInt=9.349156666666666, timeString=09.35, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873423, subwayLine=YUS, stationId=WEL1, trainId=122, trainMessage=Arriving, trainDirection=North, timeInt=0.6626577777777778, timeString=00.66, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873424, subwayLine=YUS, stationId=WEL1, trainId=123, trainMessage=Arriving, trainDirection=North, timeInt=4.1595933333333335, timeString=04.16, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873425, subwayLine=YUS, stationId=WEL1, trainId=124, trainMessage=Arriving, trainDirection=North, timeInt=7.410124444444445, timeString=07.41, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873426, subwayLine=YUS, stationId=BLO1, trainId=122, trainMessage=Arriving, trainDirection=North, timeInt=1.6170044444444445, timeString=01.62, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873427, subwayLine=YUS, stationId=BLO1, trainId=123, trainMessage=Arriving, trainDirection=North, timeInt=5.1139399999999995, timeString=05.11, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873428, subwayLine=YUS, stationId=BLO1, trainId=124, trainMessage=Arriving, trainDirection=North, timeInt=8.364471111111111, timeString=08.36, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873429, subwayLine=YUS, stationId=ROS1, trainId=114, trainMessage=Arriving, trainDirection=North, timeInt=1.0735733333333333, timeString=01.07, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873430, subwayLine=YUS, stationId=ROS1, trainId=122, trainMessage=Arriving, trainDirection=North, timeInt=2.9455777777777774, timeString=02.95, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873431, subwayLine=YUS, stationId=ROS1, trainId=123, trainMessage=Arriving, trainDirection=North, timeInt=6.442513333333334, timeString=06.44, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873432, subwayLine=YUS, stationId=SUM1, trainId=114, trainMessage=Arriving, trainDirection=North, timeInt=2.1029911111111113, timeString=02.10, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873433, subwayLine=YUS, stationId=SUM1, trainId=122, trainMessage=Arriving, trainDirection=North, timeInt=3.9749955555555556, timeString=03.97, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873434, subwayLine=YUS, stationId=SUM1, trainId=123, trainMessage=Arriving, trainDirection=North, timeInt=7.471931111111111, timeString=07.47, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873435, subwayLine=YUS, stationId=STC1, trainId=112, trainMessage=Arriving, trainDirection=North, timeInt=1.15316, timeString=01.15, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873436, subwayLine=YUS, stationId=STC1, trainId=114, trainMessage=Arriving, trainDirection=North, timeInt=3.5111511111111113, timeString=03.51, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873437, subwayLine=YUS, stationId=STC1, trainId=122, trainMessage=Arriving, trainDirection=North, timeInt=5.383155555555556, timeString=05.38, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873438, subwayLine=YUS, stationId=DAV1, trainId=112, trainMessage=Arriving, trainDirection=North, timeInt=3.1855955555555555, timeString=03.19, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873439, subwayLine=YUS, stationId=DAV1, trainId=114, trainMessage=Arriving, trainDirection=North, timeInt=5.543586666666666, timeString=05.54, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873440, subwayLine=YUS, stationId=DAV1, trainId=122, trainMessage=Arriving, trainDirection=North, timeInt=7.415591111111111, timeString=07.42, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873441, subwayLine=YUS, stationId=EGL1, trainId=110, trainMessage=Delayed, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873442, subwayLine=YUS, stationId=EGL1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=0.6835422222222222, timeString=00.68, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873443, subwayLine=YUS, stationId=EGL1, trainId=112, trainMessage=Arriving, trainDirection=North, timeInt=4.799777777777778, timeString=04.80, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873444, subwayLine=YUS, stationId=LAW1, trainId=110, trainMessage=Delayed, trainDirection=North, timeInt=4.291906666666667, timeString=04.29, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873445, subwayLine=YUS, stationId=LAW1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=4.975448888888889, timeString=04.98, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873446, subwayLine=YUS, stationId=LAW1, trainId=112, trainMessage=Arriving, trainDirection=North, timeInt=9.091684444444445, timeString=09.09, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873447, subwayLine=YUS, stationId=YKM1, trainId=110, trainMessage=Delayed, trainDirection=North, timeInt=7.806573333333333, timeString=07.81, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873448, subwayLine=YUS, stationId=YKM1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=8.490115555555555, timeString=08.49, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873449, subwayLine=YUS, stationId=YKM1, trainId=112, trainMessage=Arriving, trainDirection=North, timeInt=12.606351111111112, timeString=12.61, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873450, subwayLine=YUS, stationId=SHP1, trainId=109, trainMessage=Arriving, trainDirection=North, timeInt=2.0895733333333335, timeString=02.09, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873451, subwayLine=YUS, stationId=SHP1, trainId=110, trainMessage=Delayed, trainDirection=North, timeInt=11.392924444444445, timeString=11.39, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873452, subwayLine=YUS, stationId=SHP1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=12.076466666666667, timeString=12.08, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873453, subwayLine=YUS, stationId=NYC1, trainId=109, trainMessage=Arriving, trainDirection=North, timeInt=3.5507911111111112, timeString=03.55, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873454, subwayLine=YUS, stationId=NYC1, trainId=110, trainMessage=Delayed, trainDirection=North, timeInt=12.854142222222222, timeString=12.85, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873455, subwayLine=YUS, stationId=NYC1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=13.537684444444444, timeString=13.54, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873456, subwayLine=YUS, stationId=FIN1, trainId=107, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873457, subwayLine=YUS, stationId=FIN1, trainId=108, trainMessage=Arriving, trainDirection=North, timeInt=0.6982177777777778, timeString=00.70, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873458, subwayLine=YUS, stationId=FIN1, trainId=109, trainMessage=Arriving, trainDirection=North, timeInt=6.157831111111111, timeString=06.16, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873459, subwayLine=YUS, stationId=FIN2, trainId=108, trainMessage=Arriving, trainDirection=North, timeInt=0.6982177777777778, timeString=00.70, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873460, subwayLine=YUS, stationId=FIN2, trainId=109, trainMessage=Arriving, trainDirection=North, timeInt=6.157831111111111, timeString=06.16, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873461, subwayLine=YUS, stationId=FIN2, trainId=110, trainMessage=Delayed, trainDirection=North, timeInt=15.461182222222224, timeString=15.46, trainDestination=FIN1, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873462, subwayLine=YUS, stationId=NYC2, trainId=121, trainMessage=Arriving, trainDirection=South, timeInt=1.5973777777777778, timeString=01.60, trainDestination=SHW2, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873463, subwayLine=YUS, stationId=SHP2, trainId=121, trainMessage=Arriving, trainDirection=South, timeInt=3.058031111111111, timeString=03.06, trainDestination=SHW2, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873464, subwayLine=YUS, stationId=YKM2, trainId=119, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873465, subwayLine=YUS, stationId=YKM2, trainId=121, trainMessage=Arriving, trainDirection=South, timeInt=6.638737777777777, timeString=06.64, trainDestination=SHW2, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873466, subwayLine=YUS, stationId=LAW2, trainId=119, trainMessage=Arriving, trainDirection=South, timeInt=3.512973333333333, timeString=03.51, trainDestination=SHW2, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873467, subwayLine=YUS, stationId=LAW2, trainId=121, trainMessage=Arriving, trainDirection=South, timeInt=10.15171111111111, timeString=10.15, trainDestination=SHW2, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873468, subwayLine=YUS, stationId=EGL2, trainId=118, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873469, subwayLine=YUS, stationId=EGL2, trainId=119, trainMessage=Arriving, trainDirection=South, timeInt=7.795848888888889, timeString=07.80, trainDestination=SHW2, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873470, subwayLine=YUS, stationId=EGL2, trainId=121, trainMessage=Arriving, trainDirection=South, timeInt=14.434586666666664, timeString=14.43, trainDestination=SHW2, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873471, subwayLine=YUS, stationId=DAV2, trainId=118, trainMessage=Arriving, trainDirection=South, timeInt=1.6096666666666666, timeString=01.61, trainDestination=SHW2, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873472, subwayLine=YUS, stationId=DAV2, trainId=119, trainMessage=Arriving, trainDirection=South, timeInt=9.405515555555555, timeString=09.41, trainDestination=SHW2, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873473, subwayLine=YUS, stationId=DAV2, trainId=121, trainMessage=Arriving, trainDirection=South, timeInt=16.044253333333334, timeString=16.04, trainDestination=SHW2, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873474, subwayLine=YUS, stationId=STC2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=0.9414933333333334, timeString=00.94, trainDestination=SHW2, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873475, subwayLine=YUS, stationId=STC2, trainId=118, trainMessage=Arriving, trainDirection=South, timeInt=3.6488755555555556, timeString=03.65, trainDestination=SHW2, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873476, subwayLine=YUS, stationId=STC2, trainId=119, trainMessage=Arriving, trainDirection=South, timeInt=11.444724444444443, timeString=11.44, trainDestination=SHW2, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873477, subwayLine=YUS, stationId=SUM2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=2.345702222222222, timeString=02.35, trainDestination=SHW2, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
NTASData [id=16594873478, subwayLine=YUS, stationId=SUM2, trainId=118, trainMessage=Arriving, trainDirection=South, timeInt=5.053084444444444, timeString=05.05, trainDestination=SHW2, createDate=Sun Sep 17 12:30:44 EDT 2017, systemMessageType=Normal]
