NTASData [id=16593678943, subwayLine=YUS, stationId=GCN2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=0.8069259259259259, timeString=00.81, trainDestination=SHW2, createDate=Sun Sep 17 11:00:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16593678944, subwayLine=YUS, stationId=GCN2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=11.788342222222223, timeString=11.79, trainDestination=SHW2, createDate=Sun Sep 17 11:00:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16593678945, subwayLine=YUS, stationId=GCN2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=36.74180444444445, timeString=36.74, trainDestination=SHW2, createDate=Sun Sep 17 11:00:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16593678946, subwayLine=YUS, stationId=LWW2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=2.1710592592592595, timeString=02.17, trainDestination=SHW2, createDate=Sun Sep 17 11:00:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16593678947, subwayLine=YUS, stationId=LWW2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=13.152475555555556, timeString=13.15, trainDestination=SHW2, createDate=Sun Sep 17 11:00:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16593678948, subwayLine=YUS, stationId=LWW2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=38.10593777777778, timeString=38.11, trainDestination=SHW2, createDate=Sun Sep 17 11:00:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16593678949, subwayLine=YUS, stationId=YKD2, trainId=191, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 11:00:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16593678950, subwayLine=YUS, stationId=YKD2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=4.197285925925926, timeString=04.20, trainDestination=SHW2, createDate=Sun Sep 17 11:00:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16593678951, subwayLine=YUS, stationId=YKD2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=15.178702222222224, timeString=15.18, trainDestination=SHW2, createDate=Sun Sep 17 11:00:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16593678952, subwayLine=YUS, stationId=WIL2, trainId=191, trainMessage=Arriving, trainDirection=South, timeInt=2.0194533333333333, timeString=02.02, trainDestination=SHW2, createDate=Sun Sep 17 11:00:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16593678953, subwayLine=YUS, stationId=WIL2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=6.216739259259259, timeString=06.22, trainDestination=SHW2, createDate=Sun Sep 17 11:00:38 EDT 2017, systemMessageType=Normal]
