NTASData [id=16593948694, subwayLine=YUS, stationId=FIN1, trainId=111, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 11:20:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593948695, subwayLine=YUS, stationId=FIN1, trainId=112, trainMessage=Arriving, trainDirection=North, timeInt=0.6982177777777778, timeString=00.70, trainDestination=FIN1, createDate=Sun Sep 17 11:20:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593948696, subwayLine=YUS, stationId=FIN1, trainId=114, trainMessage=Arriving, trainDirection=North, timeInt=5.5933866666666665, timeString=05.59, trainDestination=FIN1, createDate=Sun Sep 17 11:20:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593948697, subwayLine=YUS, stationId=FIN2, trainId=112, trainMessage=Arriving, trainDirection=North, timeInt=0.6982177777777778, timeString=00.70, trainDestination=FIN1, createDate=Sun Sep 17 11:20:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593948698, subwayLine=YUS, stationId=FIN2, trainId=114, trainMessage=Arriving, trainDirection=North, timeInt=5.5933866666666665, timeString=05.59, trainDestination=FIN1, createDate=Sun Sep 17 11:20:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593948699, subwayLine=YUS, stationId=FIN2, trainId=115, trainMessage=Arriving, trainDirection=North, timeInt=10.914275555555555, timeString=10.91, trainDestination=FIN1, createDate=Sun Sep 17 11:20:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593948700, subwayLine=YUS, stationId=NYC2, trainId=110, trainMessage=Arriving, trainDirection=South, timeInt=0.3556, timeString=00.36, trainDestination=SHW2, createDate=Sun Sep 17 11:20:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593948701, subwayLine=YUS, stationId=SHP2, trainId=110, trainMessage=Arriving, trainDirection=South, timeInt=1.8162533333333335, timeString=01.82, trainDestination=SHW2, createDate=Sun Sep 17 11:20:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593948702, subwayLine=YUS, stationId=YKM2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=2.3706666666666667, timeString=02.37, trainDestination=SHW2, createDate=Sun Sep 17 11:20:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593948703, subwayLine=YUS, stationId=YKM2, trainId=110, trainMessage=Arriving, trainDirection=South, timeInt=5.39696, timeString=05.40, trainDestination=SHW2, createDate=Sun Sep 17 11:20:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593948704, subwayLine=YUS, stationId=LAW2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=5.88364, timeString=05.88, trainDestination=SHW2, createDate=Sun Sep 17 11:20:21 EDT 2017, systemMessageType=Normal]
