NTASData [id=16593680631, subwayLine=YUS, stationId=STP1, trainId=191, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680642, subwayLine=YUS, stationId=WEL1, trainId=191, trainMessage=Arriving, trainDirection=North, timeInt=6.651511111111111, timeString=06.65, trainDestination=FIN1, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680643, subwayLine=YUS, stationId=BLO1, trainId=115, trainMessage=Arriving, trainDirection=North, timeInt=2.828608888888889, timeString=02.83, trainDestination=FIN1, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680644, subwayLine=YUS, stationId=BLO1, trainId=191, trainMessage=Arriving, trainDirection=North, timeInt=7.6058577777777785, timeString=07.61, trainDestination=FIN1, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680645, subwayLine=YUS, stationId=ROS1, trainId=115, trainMessage=Arriving, trainDirection=North, timeInt=4.157182222222223, timeString=04.16, trainDestination=FIN1, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680646, subwayLine=YUS, stationId=ROS1, trainId=191, trainMessage=Arriving, trainDirection=North, timeInt=8.934431111111111, timeString=08.93, trainDestination=FIN1, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680647, subwayLine=YUS, stationId=SUM1, trainId=115, trainMessage=Arriving, trainDirection=North, timeInt=5.1866, timeString=05.19, trainDestination=FIN1, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680648, subwayLine=YUS, stationId=SUM1, trainId=191, trainMessage=Arriving, trainDirection=North, timeInt=9.963848888888888, timeString=09.96, trainDestination=FIN1, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680649, subwayLine=YUS, stationId=STC1, trainId=115, trainMessage=Arriving, trainDirection=North, timeInt=6.594760000000001, timeString=06.59, trainDestination=FIN1, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680650, subwayLine=YUS, stationId=STC1, trainId=191, trainMessage=Arriving, trainDirection=North, timeInt=11.372008888888887, timeString=11.37, trainDestination=FIN1, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680651, subwayLine=YUS, stationId=DAV1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=0.2822222222222222, timeString=00.28, trainDestination=FIN1, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680652, subwayLine=YUS, stationId=DAV1, trainId=115, trainMessage=Arriving, trainDirection=North, timeInt=8.627195555555556, timeString=08.63, trainDestination=FIN1, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680653, subwayLine=YUS, stationId=DAV1, trainId=191, trainMessage=Arriving, trainDirection=North, timeInt=13.404444444444444, timeString=13.40, trainDestination=FIN1, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680654, subwayLine=YUS, stationId=EGL1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=1.8964044444444443, timeString=01.90, trainDestination=FIN1, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680655, subwayLine=YUS, stationId=EGL1, trainId=115, trainMessage=Arriving, trainDirection=North, timeInt=10.241377777777778, timeString=10.24, trainDestination=FIN1, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680656, subwayLine=YUS, stationId=EGL1, trainId=191, trainMessage=Arriving, trainDirection=North, timeInt=15.018626666666666, timeString=15.02, trainDestination=FIN1, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680657, subwayLine=YUS, stationId=LAW1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=6.188311111111111, timeString=06.19, trainDestination=FIN1, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680658, subwayLine=YUS, stationId=LAW1, trainId=115, trainMessage=Arriving, trainDirection=North, timeInt=14.533284444444444, timeString=14.53, trainDestination=FIN1, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680659, subwayLine=YUS, stationId=LAW1, trainId=191, trainMessage=Arriving, trainDirection=North, timeInt=19.310533333333332, timeString=19.31, trainDestination=FIN1, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680660, subwayLine=YUS, stationId=YKM1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=9.702977777777779, timeString=09.70, trainDestination=FIN1, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680661, subwayLine=YUS, stationId=YKM1, trainId=115, trainMessage=Arriving, trainDirection=North, timeInt=18.04795111111111, timeString=18.05, trainDestination=FIN1, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680662, subwayLine=YUS, stationId=YKM1, trainId=191, trainMessage=Arriving, trainDirection=North, timeInt=22.8252, timeString=22.83, trainDestination=FIN1, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680663, subwayLine=YUS, stationId=SHP1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=13.289328888888887, timeString=13.29, trainDestination=FIN1, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680664, subwayLine=YUS, stationId=SHP1, trainId=115, trainMessage=Arriving, trainDirection=North, timeInt=21.63430222222222, timeString=21.63, trainDestination=FIN1, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680665, subwayLine=YUS, stationId=SHP1, trainId=191, trainMessage=Arriving, trainDirection=North, timeInt=26.41155111111111, timeString=26.41, trainDestination=FIN1, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680666, subwayLine=YUS, stationId=NYC1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=14.750546666666667, timeString=14.75, trainDestination=FIN1, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680667, subwayLine=YUS, stationId=NYC1, trainId=115, trainMessage=Arriving, trainDirection=North, timeInt=23.095519999999997, timeString=23.10, trainDestination=FIN1, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680668, subwayLine=YUS, stationId=NYC1, trainId=191, trainMessage=Arriving, trainDirection=North, timeInt=27.872768888888885, timeString=27.87, trainDestination=FIN1, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680669, subwayLine=YUS, stationId=FIN1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=17.357586666666666, timeString=17.36, trainDestination=FIN1, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680670, subwayLine=YUS, stationId=FIN1, trainId=115, trainMessage=Arriving, trainDirection=North, timeInt=25.702559999999995, timeString=25.70, trainDestination=FIN1, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680671, subwayLine=YUS, stationId=FIN1, trainId=191, trainMessage=Arriving, trainDirection=North, timeInt=30.479808888888886, timeString=30.48, trainDestination=FIN1, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680672, subwayLine=YUS, stationId=FIN2, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=17.357586666666666, timeString=17.36, trainDestination=FIN1, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680673, subwayLine=YUS, stationId=FIN2, trainId=115, trainMessage=Arriving, trainDirection=North, timeInt=25.702559999999995, timeString=25.70, trainDestination=FIN1, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680674, subwayLine=YUS, stationId=FIN2, trainId=191, trainMessage=Arriving, trainDirection=North, timeInt=30.479808888888886, timeString=30.48, trainDestination=FIN1, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680675, subwayLine=YUS, stationId=DAV2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=0.8449733333333334, timeString=00.84, trainDestination=SHW2, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680676, subwayLine=YUS, stationId=STC2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=2.884182222222222, timeString=02.88, trainDestination=SHW2, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680677, subwayLine=YUS, stationId=SUM2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=0.41599555555555556, timeString=00.42, trainDestination=SHW2, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680678, subwayLine=YUS, stationId=SUM2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=4.288391111111111, timeString=04.29, trainDestination=SHW2, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680679, subwayLine=YUS, stationId=ROS2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=1.4346888888888891, timeString=01.43, trainDestination=SHW2, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680680, subwayLine=YUS, stationId=ROS2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=5.3070844444444445, timeString=05.31, trainDestination=SHW2, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680681, subwayLine=YUS, stationId=BLO2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=2.7626977777777775, timeString=02.76, trainDestination=SHW2, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680682, subwayLine=YUS, stationId=BLO2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=6.635093333333334, timeString=06.64, trainDestination=SHW2, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680683, subwayLine=YUS, stationId=WEL2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=3.717044444444445, timeString=03.72, trainDestination=SHW2, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680684, subwayLine=YUS, stationId=WEL2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=7.58944, timeString=07.59, trainDestination=SHW2, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680685, subwayLine=YUS, stationId=COL2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=4.646555555555556, timeString=04.65, trainDestination=SHW2, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680686, subwayLine=YUS, stationId=COL2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=8.518951111111111, timeString=08.52, trainDestination=SHW2, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680687, subwayLine=YUS, stationId=DUN2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=5.513413333333334, timeString=05.51, trainDestination=SHW2, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680688, subwayLine=YUS, stationId=DUN2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=9.385808888888889, timeString=09.39, trainDestination=SHW2, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680689, subwayLine=YUS, stationId=QUN2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=6.270204444444445, timeString=06.27, trainDestination=SHW2, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680690, subwayLine=YUS, stationId=QUN2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=10.1426, timeString=10.14, trainDestination=SHW2, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680691, subwayLine=YUS, stationId=KNG2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=7.095857777777779, timeString=07.10, trainDestination=SHW2, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680692, subwayLine=YUS, stationId=KNG2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=10.968253333333333, timeString=10.97, trainDestination=SHW2, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680693, subwayLine=YUS, stationId=UNI2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=7.902884444444444, timeString=07.90, trainDestination=SHW2, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680694, subwayLine=YUS, stationId=UNI2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=11.775279999999999, timeString=11.78, trainDestination=SHW2, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680695, subwayLine=YUS, stationId=STA2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=8.829573333333332, timeString=08.83, trainDestination=SHW2, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680696, subwayLine=YUS, stationId=STA2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=12.70196888888889, timeString=12.70, trainDestination=SHW2, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680697, subwayLine=YUS, stationId=OSG2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=9.52484, timeString=09.52, trainDestination=SHW2, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680698, subwayLine=YUS, stationId=OSG2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=13.397235555555556, timeString=13.40, trainDestination=SHW2, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680699, subwayLine=YUS, stationId=STP2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=10.27880888888889, timeString=10.28, trainDestination=SHW2, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680700, subwayLine=YUS, stationId=STP2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=14.151204444444444, timeString=14.15, trainDestination=SHW2, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680701, subwayLine=YUS, stationId=QPK2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=11.421115555555556, timeString=11.42, trainDestination=SHW2, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680702, subwayLine=YUS, stationId=QPK2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=15.29351111111111, timeString=15.29, trainDestination=SHW2, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680703, subwayLine=YUS, stationId=MUS2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=12.68364888888889, timeString=12.68, trainDestination=SHW2, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680704, subwayLine=YUS, stationId=MUS2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=16.556044444444442, timeString=16.56, trainDestination=SHW2, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680705, subwayLine=YUS, stationId=SGU2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=13.843171111111111, timeString=13.84, trainDestination=SHW2, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680706, subwayLine=YUS, stationId=SGU2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=17.715566666666668, timeString=17.72, trainDestination=SHW2, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680707, subwayLine=YUS, stationId=SPA2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=15.010877777777779, timeString=15.01, trainDestination=SHW2, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680708, subwayLine=YUS, stationId=SPA2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=18.883273333333335, timeString=18.88, trainDestination=SHW2, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680709, subwayLine=YUS, stationId=DUP2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=16.008686666666666, timeString=16.01, trainDestination=SHW2, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680710, subwayLine=YUS, stationId=DUP2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=19.881082222222222, timeString=19.88, trainDestination=SHW2, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680711, subwayLine=YUS, stationId=SCW2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=18.633224444444444, timeString=18.63, trainDestination=SHW2, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680712, subwayLine=YUS, stationId=SCW2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=22.505619999999997, timeString=22.51, trainDestination=SHW2, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680713, subwayLine=YUS, stationId=EGW2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=23.446395555555558, timeString=23.45, trainDestination=SHW2, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680714, subwayLine=YUS, stationId=EGW2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=27.318791111111107, timeString=27.32, trainDestination=SHW2, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680715, subwayLine=YUS, stationId=GCN2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=25.266035555555558, timeString=25.27, trainDestination=SHW2, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680716, subwayLine=YUS, stationId=GCN2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=29.13843111111111, timeString=29.14, trainDestination=SHW2, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680717, subwayLine=YUS, stationId=LWW2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=26.63016888888889, timeString=26.63, trainDestination=SHW2, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680718, subwayLine=YUS, stationId=LWW2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=30.502564444444445, timeString=30.50, trainDestination=SHW2, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680719, subwayLine=YUS, stationId=YKD2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=28.656395555555555, timeString=28.66, trainDestination=SHW2, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680720, subwayLine=YUS, stationId=YKD2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=32.52879111111111, timeString=32.53, trainDestination=SHW2, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680721, subwayLine=YUS, stationId=WIL2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=30.67584888888889, timeString=30.68, trainDestination=SHW2, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680722, subwayLine=YUS, stationId=WIL2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=34.54824444444444, timeString=34.55, trainDestination=SHW2, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680723, subwayLine=YUS, stationId=SHW2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=34.52712666666667, timeString=34.53, trainDestination=SHW2, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680724, subwayLine=YUS, stationId=SHW2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=38.399522222222224, timeString=38.40, trainDestination=SHW2, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680725, subwayLine=YUS, stationId=SHW1, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=34.52712666666667, timeString=34.53, trainDestination=SHW2, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593680726, subwayLine=YUS, stationId=SHW1, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=38.399522222222224, timeString=38.40, trainDestination=SHW2, createDate=Sun Sep 17 11:00:53 EDT 2017, systemMessageType=Normal]
