NTASData [id=16594315708, subwayLine=YUS, stationId=BLO2, trainId=112, trainMessage=Arriving, trainDirection=South, timeInt=0.2918177777777778, timeString=00.29, trainDestination=SHW2, createDate=Sun Sep 17 11:47:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16594315709, subwayLine=YUS, stationId=BLO2, trainId=114, trainMessage=Arriving, trainDirection=South, timeInt=4.95092, timeString=04.95, trainDestination=SHW2, createDate=Sun Sep 17 11:47:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16594315710, subwayLine=YUS, stationId=BLO2, trainId=115, trainMessage=Arriving, trainDirection=South, timeInt=9.809964444444445, timeString=09.81, trainDestination=SHW2, createDate=Sun Sep 17 11:47:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16594315711, subwayLine=YUS, stationId=WEL2, trainId=111, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 11:47:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16594315712, subwayLine=YUS, stationId=WEL2, trainId=112, trainMessage=Arriving, trainDirection=South, timeInt=1.2461644444444444, timeString=01.25, trainDestination=SHW2, createDate=Sun Sep 17 11:47:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16594315713, subwayLine=YUS, stationId=WEL2, trainId=114, trainMessage=Arriving, trainDirection=South, timeInt=5.905266666666668, timeString=05.91, trainDestination=SHW2, createDate=Sun Sep 17 11:47:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16594315714, subwayLine=YUS, stationId=COL2, trainId=111, trainMessage=Arriving, trainDirection=South, timeInt=0.9295111111111111, timeString=00.93, trainDestination=SHW2, createDate=Sun Sep 17 11:47:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16594315715, subwayLine=YUS, stationId=COL2, trainId=112, trainMessage=Arriving, trainDirection=South, timeInt=2.1756755555555554, timeString=02.18, trainDestination=SHW2, createDate=Sun Sep 17 11:47:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16594315716, subwayLine=YUS, stationId=COL2, trainId=114, trainMessage=Arriving, trainDirection=South, timeInt=6.834777777777777, timeString=06.83, trainDestination=SHW2, createDate=Sun Sep 17 11:47:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16594315717, subwayLine=YUS, stationId=DUN2, trainId=111, trainMessage=Arriving, trainDirection=South, timeInt=1.7963688888888891, timeString=01.80, trainDestination=SHW2, createDate=Sun Sep 17 11:47:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16594315718, subwayLine=YUS, stationId=DUN2, trainId=112, trainMessage=Arriving, trainDirection=South, timeInt=3.0425333333333335, timeString=03.04, trainDestination=SHW2, createDate=Sun Sep 17 11:47:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16594315719, subwayLine=YUS, stationId=DUN2, trainId=114, trainMessage=Arriving, trainDirection=South, timeInt=7.701635555555557, timeString=07.70, trainDestination=SHW2, createDate=Sun Sep 17 11:47:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16594315720, subwayLine=YUS, stationId=QUN2, trainId=111, trainMessage=Arriving, trainDirection=South, timeInt=2.55316, timeString=02.55, trainDestination=SHW2, createDate=Sun Sep 17 11:47:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16594315721, subwayLine=YUS, stationId=QUN2, trainId=112, trainMessage=Arriving, trainDirection=South, timeInt=3.7993244444444443, timeString=03.80, trainDestination=SHW2, createDate=Sun Sep 17 11:47:27 EDT 2017, systemMessageType=Normal]
