NTASData [id=16593030665, subwayLine=BD, stationId=BSP2, trainId=201, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 10:13:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593030666, subwayLine=BD, stationId=BSP2, trainId=202, trainMessage=Arriving, trainDirection=West, timeInt=3.3754279876160997, timeString=03.38, trainDestination=KIP2, createDate=Sun Sep 17 10:13:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593030667, subwayLine=BD, stationId=BSP2, trainId=203, trainMessage=Arriving, trainDirection=West, timeInt=7.486366097832818, timeString=07.49, trainDestination=KIP2, createDate=Sun Sep 17 10:13:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593030668, subwayLine=BD, stationId=BAT2, trainId=201, trainMessage=Arriving, trainDirection=West, timeInt=0.9310331888544893, timeString=00.93, trainDestination=KIP2, createDate=Sun Sep 17 10:13:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593030669, subwayLine=BD, stationId=BAT2, trainId=202, trainMessage=Arriving, trainDirection=West, timeInt=4.306461176470589, timeString=04.31, trainDestination=KIP2, createDate=Sun Sep 17 10:13:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593030670, subwayLine=BD, stationId=BAT2, trainId=203, trainMessage=Arriving, trainDirection=West, timeInt=8.417399286687306, timeString=08.42, trainDestination=KIP2, createDate=Sun Sep 17 10:13:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593030671, subwayLine=BD, stationId=CHR2, trainId=201, trainMessage=Arriving, trainDirection=West, timeInt=1.8994350464396286, timeString=01.90, trainDestination=KIP2, createDate=Sun Sep 17 10:13:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593030672, subwayLine=BD, stationId=CHR2, trainId=202, trainMessage=Arriving, trainDirection=West, timeInt=5.274863034055729, timeString=05.27, trainDestination=KIP2, createDate=Sun Sep 17 10:13:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593030673, subwayLine=BD, stationId=CHR2, trainId=203, trainMessage=Arriving, trainDirection=West, timeInt=9.385801144272447, timeString=09.39, trainDestination=KIP2, createDate=Sun Sep 17 10:13:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593030674, subwayLine=BD, stationId=OSS2, trainId=201, trainMessage=Arriving, trainDirection=West, timeInt=3.2180775826625396, timeString=03.22, trainDestination=KIP2, createDate=Sun Sep 17 10:13:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593030675, subwayLine=BD, stationId=OSS2, trainId=202, trainMessage=Arriving, trainDirection=West, timeInt=6.593505570278639, timeString=06.59, trainDestination=KIP2, createDate=Sun Sep 17 10:13:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593030676, subwayLine=BD, stationId=OSS2, trainId=203, trainMessage=Arriving, trainDirection=West, timeInt=10.704443680495357, timeString=10.70, trainDestination=KIP2, createDate=Sun Sep 17 10:13:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593030677, subwayLine=BD, stationId=DUF2, trainId=222, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 10:13:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593030678, subwayLine=BD, stationId=DUF2, trainId=201, trainMessage=Arriving, trainDirection=West, timeInt=4.514304579566565, timeString=04.51, trainDestination=KIP2, createDate=Sun Sep 17 10:13:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593030679, subwayLine=BD, stationId=DUF2, trainId=202, trainMessage=Arriving, trainDirection=West, timeInt=7.889732567182664, timeString=07.89, trainDestination=KIP2, createDate=Sun Sep 17 10:13:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593030680, subwayLine=BD, stationId=LAN2, trainId=222, trainMessage=Arriving, trainDirection=West, timeInt=0.8257214860681116, timeString=00.83, trainDestination=KIP2, createDate=Sun Sep 17 10:13:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593030681, subwayLine=BD, stationId=LAN2, trainId=201, trainMessage=Arriving, trainDirection=West, timeInt=5.340026065634676, timeString=05.34, trainDestination=KIP2, createDate=Sun Sep 17 10:13:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593030682, subwayLine=BD, stationId=LAN2, trainId=202, trainMessage=Arriving, trainDirection=West, timeInt=8.715454053250776, timeString=08.72, trainDestination=KIP2, createDate=Sun Sep 17 10:13:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593030683, subwayLine=BD, stationId=DNW2, trainId=222, trainMessage=Arriving, trainDirection=West, timeInt=2.2091420433436535, timeString=02.21, trainDestination=KIP2, createDate=Sun Sep 17 10:13:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593030684, subwayLine=BD, stationId=DNW2, trainId=201, trainMessage=Arriving, trainDirection=West, timeInt=6.723446622910217, timeString=06.72, trainDestination=KIP2, createDate=Sun Sep 17 10:13:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593030685, subwayLine=BD, stationId=DNW2, trainId=202, trainMessage=Arriving, trainDirection=West, timeInt=10.098874610526318, timeString=10.10, trainDestination=KIP2, createDate=Sun Sep 17 10:13:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593030686, subwayLine=BD, stationId=KEL2, trainId=222, trainMessage=Arriving, trainDirection=West, timeInt=3.3449951702786382, timeString=03.34, trainDestination=KIP2, createDate=Sun Sep 17 10:13:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593030687, subwayLine=BD, stationId=KEL2, trainId=201, trainMessage=Arriving, trainDirection=West, timeInt=7.859299749845201, timeString=07.86, trainDestination=KIP2, createDate=Sun Sep 17 10:13:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593030688, subwayLine=BD, stationId=KEL2, trainId=202, trainMessage=Arriving, trainDirection=West, timeInt=11.234727737461302, timeString=11.23, trainDestination=KIP2, createDate=Sun Sep 17 10:13:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593030689, subwayLine=BD, stationId=HPK2, trainId=221, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 10:13:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593030690, subwayLine=BD, stationId=HPK2, trainId=222, trainMessage=Arriving, trainDirection=West, timeInt=4.540723095975233, timeString=04.54, trainDestination=KIP2, createDate=Sun Sep 17 10:13:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593030691, subwayLine=BD, stationId=HPK2, trainId=201, trainMessage=Arriving, trainDirection=West, timeInt=9.055027675541796, timeString=09.06, trainDestination=KIP2, createDate=Sun Sep 17 10:13:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593030692, subwayLine=BD, stationId=RUN2, trainId=221, trainMessage=Arriving, trainDirection=West, timeInt=1.2203572755417957, timeString=01.22, trainDestination=KIP2, createDate=Sun Sep 17 10:13:14 EDT 2017, systemMessageType=Normal]
