NTASData [id=16593772257, subwayLine=SHEP, stationId=BYV1, trainId=464, trainMessage=Arriving, trainDirection=East, timeInt=2.383892617449664, timeString=02.38, trainDestination=DML1, createDate=Sun Sep 17 11:07:36 EDT 2017, systemMessageType=Normal]
NTASData [id=16593772258, subwayLine=SHEP, stationId=BSS1, trainId=464, trainMessage=Arriving, trainDirection=East, timeInt=4.1711073825503355, timeString=04.17, trainDestination=DML1, createDate=Sun Sep 17 11:07:36 EDT 2017, systemMessageType=Normal]
NTASData [id=16593772259, subwayLine=SHEP, stationId=LES1, trainId=463, trainMessage=Arriving, trainDirection=East, timeInt=1.1174496644295302, timeString=01.12, trainDestination=DML1, createDate=Sun Sep 17 11:07:36 EDT 2017, systemMessageType=Normal]
NTASData [id=16593772260, subwayLine=SHEP, stationId=LES1, trainId=464, trainMessage=Arriving, trainDirection=East, timeInt=5.758993288590603, timeString=05.76, trainDestination=DML1, createDate=Sun Sep 17 11:07:36 EDT 2017, systemMessageType=Normal]
NTASData [id=16593772261, subwayLine=SHEP, stationId=DML1, trainId=463, trainMessage=Arriving, trainDirection=East, timeInt=4.622114093959731, timeString=04.62, trainDestination=DML1, createDate=Sun Sep 17 11:07:36 EDT 2017, systemMessageType=Normal]
NTASData [id=16593772262, subwayLine=SHEP, stationId=DML1, trainId=464, trainMessage=Arriving, trainDirection=East, timeInt=9.263657718120806, timeString=09.26, trainDestination=DML1, createDate=Sun Sep 17 11:07:36 EDT 2017, systemMessageType=Normal]
NTASData [id=16593772263, subwayLine=SHEP, stationId=DML2, trainId=463, trainMessage=Arriving, trainDirection=East, timeInt=4.622114093959731, timeString=04.62, trainDestination=DML1, createDate=Sun Sep 17 11:07:36 EDT 2017, systemMessageType=Normal]
NTASData [id=16593772264, subwayLine=SHEP, stationId=DML2, trainId=464, trainMessage=Arriving, trainDirection=East, timeInt=9.263657718120806, timeString=09.26, trainDestination=DML1, createDate=Sun Sep 17 11:07:36 EDT 2017, systemMessageType=Normal]
NTASData [id=16593772265, subwayLine=SHEP, stationId=LES2, trainId=462, trainMessage=Arriving, trainDirection=West, timeInt=3.036241610738255, timeString=03.04, trainDestination=YIE2, createDate=Sun Sep 17 11:07:36 EDT 2017, systemMessageType=Normal]
NTASData [id=16593772266, subwayLine=SHEP, stationId=BSS2, trainId=462, trainMessage=Arriving, trainDirection=West, timeInt=4.632181208053691, timeString=04.63, trainDestination=YIE2, createDate=Sun Sep 17 11:07:36 EDT 2017, systemMessageType=Normal]
NTASData [id=16593772267, subwayLine=SHEP, stationId=BYV2, trainId=462, trainMessage=Arriving, trainDirection=West, timeInt=6.423422818791946, timeString=06.42, trainDestination=YIE2, createDate=Sun Sep 17 11:07:36 EDT 2017, systemMessageType=Normal]
NTASData [id=16593772268, subwayLine=SHEP, stationId=YIE2, trainId=461, trainMessage=Arriving, trainDirection=West, timeInt=3.634228187919463, timeString=03.63, trainDestination=YIE2, createDate=Sun Sep 17 11:07:36 EDT 2017, systemMessageType=Normal]
NTASData [id=16593772269, subwayLine=SHEP, stationId=YIE2, trainId=462, trainMessage=Arriving, trainDirection=West, timeInt=10.564328859060403, timeString=10.56, trainDestination=YIE2, createDate=Sun Sep 17 11:07:36 EDT 2017, systemMessageType=Normal]
NTASData [id=16593772270, subwayLine=SHEP, stationId=YIE1, trainId=461, trainMessage=Arriving, trainDirection=West, timeInt=3.634228187919463, timeString=03.63, trainDestination=YIE2, createDate=Sun Sep 17 11:07:36 EDT 2017, systemMessageType=Normal]
NTASData [id=16593772271, subwayLine=SHEP, stationId=YIE1, trainId=462, trainMessage=Arriving, trainDirection=West, timeInt=10.564328859060403, timeString=10.56, trainDestination=YIE2, createDate=Sun Sep 17 11:07:36 EDT 2017, systemMessageType=Normal]
