NTASData [id=16594967091, subwayLine=YUS, stationId=SHW2, trainId=94, trainMessage=Delayed, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 12:38:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16594967092, subwayLine=YUS, stationId=SHW2, trainId=999, trainMessage=Arriving, trainDirection=South, timeInt=0.5888703703703704, timeString=00.59, trainDestination=SHW2, createDate=Sun Sep 17 12:38:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16594967093, subwayLine=YUS, stationId=SHW2, trainId=115, trainMessage=Arriving, trainDirection=South, timeInt=2.607962962962963, timeString=02.61, trainDestination=SHW2, createDate=Sun Sep 17 12:38:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16594967094, subwayLine=YUS, stationId=SHW1, trainId=5, trainMessage=Delayed, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 12:38:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16594967095, subwayLine=YUS, stationId=SHW1, trainId=999, trainMessage=Arriving, trainDirection=South, timeInt=0.5888703703703704, timeString=00.59, trainDestination=SHW2, createDate=Sun Sep 17 12:38:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16594967096, subwayLine=YUS, stationId=SHW1, trainId=115, trainMessage=Arriving, trainDirection=South, timeInt=2.607962962962963, timeString=02.61, trainDestination=SHW2, createDate=Sun Sep 17 12:38:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16594967097, subwayLine=YUS, stationId=YKD1, trainId=106, trainMessage=Delayed, trainDirection=North, timeInt=0.28786666666666666, timeString=00.29, trainDestination=FIN1, createDate=Sun Sep 17 12:38:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16594967098, subwayLine=YUS, stationId=LWW1, trainId=128, trainMessage=Delayed, trainDirection=North, timeInt=0.4872222222222223, timeString=00.49, trainDestination=FIN1, createDate=Sun Sep 17 12:38:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16594967099, subwayLine=YUS, stationId=LWW1, trainId=129, trainMessage=Delayed, trainDirection=North, timeInt=1.0154814814814814, timeString=01.02, trainDestination=FIN1, createDate=Sun Sep 17 12:38:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16594967100, subwayLine=YUS, stationId=LWW1, trainId=104, trainMessage=Delayed, trainDirection=North, timeInt=1.5437407407407409, timeString=01.54, trainDestination=FIN1, createDate=Sun Sep 17 12:38:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16594967101, subwayLine=YUS, stationId=GCN1, trainId=195, trainMessage=Arriving, trainDirection=North, timeInt=1.3603518518518518, timeString=01.36, trainDestination=FIN1, createDate=Sun Sep 17 12:38:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16594967102, subwayLine=YUS, stationId=GCN1, trainId=128, trainMessage=Delayed, trainDirection=North, timeInt=1.845711111111111, timeString=01.85, trainDestination=FIN1, createDate=Sun Sep 17 12:38:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16594967103, subwayLine=YUS, stationId=GCN1, trainId=129, trainMessage=Delayed, trainDirection=North, timeInt=2.3739703703703707, timeString=02.37, trainDestination=FIN1, createDate=Sun Sep 17 12:38:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16594967104, subwayLine=YUS, stationId=EGW1, trainId=195, trainMessage=Arriving, trainDirection=North, timeInt=3.1805562962962965, timeString=03.18, trainDestination=FIN1, createDate=Sun Sep 17 12:38:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16594967105, subwayLine=YUS, stationId=EGW1, trainId=128, trainMessage=Delayed, trainDirection=North, timeInt=3.6659155555555554, timeString=03.67, trainDestination=FIN1, createDate=Sun Sep 17 12:38:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16594967106, subwayLine=YUS, stationId=EGW1, trainId=129, trainMessage=Delayed, trainDirection=North, timeInt=4.194174814814815, timeString=04.19, trainDestination=FIN1, createDate=Sun Sep 17 12:38:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16594967107, subwayLine=YUS, stationId=SCW1, trainId=120, trainMessage=Delayed, trainDirection=North, timeInt=0.7879259259259259, timeString=00.79, trainDestination=FIN1, createDate=Sun Sep 17 12:38:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16594967108, subwayLine=YUS, stationId=SCW1, trainId=195, trainMessage=Arriving, trainDirection=North, timeInt=7.879991851851852, timeString=07.88, trainDestination=FIN1, createDate=Sun Sep 17 12:38:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16594967109, subwayLine=YUS, stationId=SCW1, trainId=128, trainMessage=Delayed, trainDirection=North, timeInt=8.36535111111111, timeString=08.37, trainDestination=FIN1, createDate=Sun Sep 17 12:38:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16594967110, subwayLine=YUS, stationId=DUP1, trainId=120, trainMessage=Delayed, trainDirection=North, timeInt=3.412463703703704, timeString=03.41, trainDestination=FIN1, createDate=Sun Sep 17 12:38:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16594967111, subwayLine=YUS, stationId=DUP1, trainId=195, trainMessage=Arriving, trainDirection=North, timeInt=10.50452962962963, timeString=10.50, trainDestination=FIN1, createDate=Sun Sep 17 12:38:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16594967112, subwayLine=YUS, stationId=DUP1, trainId=128, trainMessage=Delayed, trainDirection=North, timeInt=10.989888888888888, timeString=10.99, trainDestination=FIN1, createDate=Sun Sep 17 12:38:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16594967113, subwayLine=YUS, stationId=SPA1, trainId=120, trainMessage=Delayed, trainDirection=North, timeInt=4.413094814814815, timeString=04.41, trainDestination=FIN1, createDate=Sun Sep 17 12:38:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16594967114, subwayLine=YUS, stationId=SPA1, trainId=195, trainMessage=Arriving, trainDirection=North, timeInt=11.50516074074074, timeString=11.51, trainDestination=FIN1, createDate=Sun Sep 17 12:38:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16594967115, subwayLine=YUS, stationId=SPA1, trainId=128, trainMessage=Delayed, trainDirection=North, timeInt=11.99052, timeString=11.99, trainDestination=FIN1, createDate=Sun Sep 17 12:38:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16594967116, subwayLine=YUS, stationId=SGU1, trainId=120, trainMessage=Delayed, trainDirection=North, timeInt=5.5427014814814815, timeString=05.54, trainDestination=FIN1, createDate=Sun Sep 17 12:38:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16594967117, subwayLine=YUS, stationId=SGU1, trainId=195, trainMessage=Arriving, trainDirection=North, timeInt=12.634767407407406, timeString=12.63, trainDestination=FIN1, createDate=Sun Sep 17 12:38:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16594967118, subwayLine=YUS, stationId=SGU1, trainId=128, trainMessage=Delayed, trainDirection=North, timeInt=13.120126666666666, timeString=13.12, trainDestination=FIN1, createDate=Sun Sep 17 12:38:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16594967119, subwayLine=YUS, stationId=MUS1, trainId=120, trainMessage=Delayed, trainDirection=North, timeInt=6.744698148148149, timeString=06.74, trainDestination=FIN1, createDate=Sun Sep 17 12:38:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16594967120, subwayLine=YUS, stationId=MUS1, trainId=195, trainMessage=Arriving, trainDirection=North, timeInt=13.836764074074072, timeString=13.84, trainDestination=FIN1, createDate=Sun Sep 17 12:38:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16594967121, subwayLine=YUS, stationId=MUS1, trainId=128, trainMessage=Delayed, trainDirection=North, timeInt=14.322123333333332, timeString=14.32, trainDestination=FIN1, createDate=Sun Sep 17 12:38:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16594967122, subwayLine=YUS, stationId=QPK1, trainId=126, trainMessage=Arriving, trainDirection=North, timeInt=0.8111066666666666, timeString=00.81, trainDestination=FIN1, createDate=Sun Sep 17 12:38:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16594967123, subwayLine=YUS, stationId=QPK1, trainId=120, trainMessage=Delayed, trainDirection=North, timeInt=8.007231481481481, timeString=08.01, trainDestination=FIN1, createDate=Sun Sep 17 12:38:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16594967124, subwayLine=YUS, stationId=QPK1, trainId=195, trainMessage=Arriving, trainDirection=North, timeInt=15.099297407407407, timeString=15.10, trainDestination=FIN1, createDate=Sun Sep 17 12:38:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16594967125, subwayLine=YUS, stationId=STP1, trainId=126, trainMessage=Arriving, trainDirection=North, timeInt=1.9618799999999998, timeString=01.96, trainDestination=FIN1, createDate=Sun Sep 17 12:38:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16594967126, subwayLine=YUS, stationId=STP1, trainId=120, trainMessage=Delayed, trainDirection=North, timeInt=9.158004814814817, timeString=09.16, trainDestination=FIN1, createDate=Sun Sep 17 12:38:12 EDT 2017, systemMessageType=Normal]
