NTASData [id=16593296793, subwayLine=SHEP, stationId=BSS2, trainId=463, trainMessage=Arriving, trainDirection=West, timeInt=0.3302013422818792, timeString=00.33, trainDestination=YIE2, createDate=Sun Sep 17 10:31:30 EDT 2017, systemMessageType=Normal]
NTASData [id=16593296794, subwayLine=SHEP, stationId=BYV2, trainId=463, trainMessage=Arriving, trainDirection=West, timeInt=2.121442953020134, timeString=02.12, trainDestination=YIE2, createDate=Sun Sep 17 10:31:30 EDT 2017, systemMessageType=Normal]
NTASData [id=16593296795, subwayLine=SHEP, stationId=YIE2, trainId=462, trainMessage=Arriving, trainDirection=West, timeInt=1.461744966442953, timeString=01.46, trainDestination=YIE2, createDate=Sun Sep 17 10:31:30 EDT 2017, systemMessageType=Normal]
NTASData [id=16593296796, subwayLine=SHEP, stationId=YIE2, trainId=463, trainMessage=Arriving, trainDirection=West, timeInt=6.26234899328859, timeString=06.26, trainDestination=YIE2, createDate=Sun Sep 17 10:31:30 EDT 2017, systemMessageType=Normal]
NTASData [id=16593296797, subwayLine=SHEP, stationId=YIE1, trainId=462, trainMessage=Arriving, trainDirection=West, timeInt=1.461744966442953, timeString=01.46, trainDestination=YIE2, createDate=Sun Sep 17 10:31:30 EDT 2017, systemMessageType=Normal]
NTASData [id=16593296798, subwayLine=SHEP, stationId=YIE1, trainId=463, trainMessage=Arriving, trainDirection=West, timeInt=6.26234899328859, timeString=06.26, trainDestination=YIE2, createDate=Sun Sep 17 10:31:30 EDT 2017, systemMessageType=Normal]
NTASData [id=16593296799, subwayLine=SHEP, stationId=BSS1, trainId=461, trainMessage=AtStation, trainDirection=East, timeInt=0.0, timeString=00.00, trainDestination=DML1, createDate=Sun Sep 17 10:31:30 EDT 2017, systemMessageType=Normal]
NTASData [id=16593296800, subwayLine=SHEP, stationId=LES1, trainId=461, trainMessage=Arriving, trainDirection=East, timeInt=1.5878859060402686, timeString=01.59, trainDestination=DML1, createDate=Sun Sep 17 10:31:30 EDT 2017, systemMessageType=Normal]
NTASData [id=16593296801, subwayLine=SHEP, stationId=DML1, trainId=461, trainMessage=Arriving, trainDirection=East, timeInt=5.092550335570469, timeString=05.09, trainDestination=DML1, createDate=Sun Sep 17 10:31:30 EDT 2017, systemMessageType=Normal]
NTASData [id=16593296802, subwayLine=SHEP, stationId=DML2, trainId=464, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=YIE2, createDate=Sun Sep 17 10:31:30 EDT 2017, systemMessageType=Normal]
NTASData [id=16593296803, subwayLine=SHEP, stationId=DML2, trainId=461, trainMessage=Arriving, trainDirection=East, timeInt=5.092550335570469, timeString=05.09, trainDestination=DML1, createDate=Sun Sep 17 10:31:30 EDT 2017, systemMessageType=Normal]
