NTASData [id=16593551605, subwayLine=BD, stationId=MST2, trainId=212, trainMessage=Arriving, trainDirection=West, timeInt=0.5826115170278638, timeString=00.58, trainDestination=KIP2, createDate=Sun Sep 17 10:50:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16593551606, subwayLine=BD, stationId=MST2, trainId=213, trainMessage=Arriving, trainDirection=West, timeInt=5.70612624148607, timeString=05.71, trainDestination=KIP2, createDate=Sun Sep 17 10:50:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16593551607, subwayLine=BD, stationId=WDB2, trainId=212, trainMessage=Arriving, trainDirection=West, timeInt=2.316504891640867, timeString=02.32, trainDestination=KIP2, createDate=Sun Sep 17 10:50:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16593551608, subwayLine=BD, stationId=WDB2, trainId=213, trainMessage=Arriving, trainDirection=West, timeInt=7.440019616099073, timeString=07.44, trainDestination=KIP2, createDate=Sun Sep 17 10:50:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16593551609, subwayLine=BD, stationId=COX2, trainId=212, trainMessage=Arriving, trainDirection=West, timeInt=3.623772631578948, timeString=03.62, trainDestination=KIP2, createDate=Sun Sep 17 10:50:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16593551610, subwayLine=BD, stationId=COX2, trainId=213, trainMessage=Arriving, trainDirection=West, timeInt=8.747287356037154, timeString=08.75, trainDestination=KIP2, createDate=Sun Sep 17 10:50:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16593551611, subwayLine=BD, stationId=GWD2, trainId=212, trainMessage=Arriving, trainDirection=West, timeInt=4.566695851393189, timeString=04.57, trainDestination=KIP2, createDate=Sun Sep 17 10:50:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16593551612, subwayLine=BD, stationId=GWD2, trainId=213, trainMessage=Arriving, trainDirection=West, timeInt=9.690210575851394, timeString=09.69, trainDestination=KIP2, createDate=Sun Sep 17 10:50:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16593551613, subwayLine=BD, stationId=DON2, trainId=212, trainMessage=Arriving, trainDirection=West, timeInt=5.7581773374613014, timeString=05.76, trainDestination=KIP2, createDate=Sun Sep 17 10:50:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16593551614, subwayLine=BD, stationId=DON2, trainId=213, trainMessage=Arriving, trainDirection=West, timeInt=10.881692061919507, timeString=10.88, trainDestination=KIP2, createDate=Sun Sep 17 10:50:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16593551615, subwayLine=BD, stationId=PAP2, trainId=212, trainMessage=Arriving, trainDirection=West, timeInt=6.688644334365327, timeString=06.69, trainDestination=KIP2, createDate=Sun Sep 17 10:50:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16593551616, subwayLine=BD, stationId=PAP2, trainId=213, trainMessage=Arriving, trainDirection=West, timeInt=11.81215905882353, timeString=11.81, trainDestination=KIP2, createDate=Sun Sep 17 10:50:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16593551617, subwayLine=BD, stationId=CHE2, trainId=211, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 10:50:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16593551618, subwayLine=BD, stationId=CHE2, trainId=212, trainMessage=Arriving, trainDirection=West, timeInt=7.716213250773995, timeString=07.72, trainDestination=KIP2, createDate=Sun Sep 17 10:50:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16593551619, subwayLine=BD, stationId=CHE2, trainId=213, trainMessage=Arriving, trainDirection=West, timeInt=12.8397279752322, timeString=12.84, trainDestination=KIP2, createDate=Sun Sep 17 10:50:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16593551620, subwayLine=BD, stationId=BRD2, trainId=211, trainMessage=Arriving, trainDirection=West, timeInt=1.0780562526315791, timeString=01.08, trainDestination=KIP2, createDate=Sun Sep 17 10:50:41 EDT 2017, systemMessageType=Normal]
