NTASData [id=16593010833, subwayLine=SHEP, stationId=YIE2, trainId=463, trainMessage=Arriving, trainDirection=West, timeInt=3.8859060402684564, timeString=03.89, trainDestination=YIE2, createDate=Sun Sep 17 10:11:55 EDT 2017, systemMessageType=Normal]
NTASData [id=16593010834, subwayLine=SHEP, stationId=YIE1, trainId=463, trainMessage=Arriving, trainDirection=West, timeInt=3.8859060402684564, timeString=03.89, trainDestination=YIE2, createDate=Sun Sep 17 10:11:55 EDT 2017, systemMessageType=Normal]
NTASData [id=16593010835, subwayLine=SHEP, stationId=BYV1, trainId=462, trainMessage=Arriving, trainDirection=East, timeInt=3.43489932885906, timeString=03.43, trainDestination=DML1, createDate=Sun Sep 17 10:11:55 EDT 2017, systemMessageType=Normal]
NTASData [id=16593010836, subwayLine=SHEP, stationId=BSS1, trainId=462, trainMessage=Arriving, trainDirection=East, timeInt=5.222114093959731, timeString=05.22, trainDestination=DML1, createDate=Sun Sep 17 10:11:55 EDT 2017, systemMessageType=Normal]
NTASData [id=16593010837, subwayLine=SHEP, stationId=LES1, trainId=461, trainMessage=Arriving, trainDirection=East, timeInt=0.595973154362416, timeString=00.60, trainDestination=DML1, createDate=Sun Sep 17 10:11:55 EDT 2017, systemMessageType=Normal]
NTASData [id=16593010838, subwayLine=SHEP, stationId=LES1, trainId=462, trainMessage=Arriving, trainDirection=East, timeInt=6.81, timeString=06.81, trainDestination=DML1, createDate=Sun Sep 17 10:11:55 EDT 2017, systemMessageType=Normal]
NTASData [id=16593010839, subwayLine=SHEP, stationId=DML1, trainId=464, trainMessage=Delayed, trainDirection=East, timeInt=0.0, timeString=00.00, trainDestination=YIE2, createDate=Sun Sep 17 10:11:55 EDT 2017, systemMessageType=Normal]
NTASData [id=16593010840, subwayLine=SHEP, stationId=DML1, trainId=461, trainMessage=Arriving, trainDirection=East, timeInt=4.100637583892618, timeString=04.10, trainDestination=DML1, createDate=Sun Sep 17 10:11:55 EDT 2017, systemMessageType=Normal]
NTASData [id=16593010841, subwayLine=SHEP, stationId=DML1, trainId=462, trainMessage=Arriving, trainDirection=East, timeInt=10.314664429530202, timeString=10.31, trainDestination=DML1, createDate=Sun Sep 17 10:11:55 EDT 2017, systemMessageType=Normal]
NTASData [id=16593010842, subwayLine=SHEP, stationId=DML2, trainId=461, trainMessage=Arriving, trainDirection=East, timeInt=4.100637583892618, timeString=04.10, trainDestination=DML1, createDate=Sun Sep 17 10:11:55 EDT 2017, systemMessageType=Normal]
NTASData [id=16593010843, subwayLine=SHEP, stationId=DML2, trainId=462, trainMessage=Arriving, trainDirection=East, timeInt=10.314664429530202, timeString=10.31, trainDestination=DML1, createDate=Sun Sep 17 10:11:55 EDT 2017, systemMessageType=Normal]
