NTASData [id=16593711452, subwayLine=YUS, stationId=WEL1, trainId=115, trainMessage=Arriving, trainDirection=North, timeInt=0.26754666666666665, timeString=00.27, trainDestination=FIN1, createDate=Sun Sep 17 11:03:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593711453, subwayLine=YUS, stationId=WEL1, trainId=191, trainMessage=Arriving, trainDirection=North, timeInt=5.066526666666666, timeString=05.07, trainDestination=FIN1, createDate=Sun Sep 17 11:03:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593711454, subwayLine=YUS, stationId=WEL1, trainId=117, trainMessage=Arriving, trainDirection=North, timeInt=7.138626666666667, timeString=07.14, trainDestination=FIN1, createDate=Sun Sep 17 11:03:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593711455, subwayLine=YUS, stationId=BLO1, trainId=114, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 11:03:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593711456, subwayLine=YUS, stationId=BLO1, trainId=115, trainMessage=Arriving, trainDirection=North, timeInt=1.2218933333333333, timeString=01.22, trainDestination=FIN1, createDate=Sun Sep 17 11:03:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593711457, subwayLine=YUS, stationId=BLO1, trainId=191, trainMessage=Arriving, trainDirection=North, timeInt=6.020873333333332, timeString=06.02, trainDestination=FIN1, createDate=Sun Sep 17 11:03:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593711458, subwayLine=YUS, stationId=ROS1, trainId=114, trainMessage=Arriving, trainDirection=North, timeInt=1.3285733333333334, timeString=01.33, trainDestination=FIN1, createDate=Sun Sep 17 11:03:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593711459, subwayLine=YUS, stationId=ROS1, trainId=115, trainMessage=Arriving, trainDirection=North, timeInt=2.550466666666667, timeString=02.55, trainDestination=FIN1, createDate=Sun Sep 17 11:03:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593711460, subwayLine=YUS, stationId=ROS1, trainId=191, trainMessage=Arriving, trainDirection=North, timeInt=7.349446666666667, timeString=07.35, trainDestination=FIN1, createDate=Sun Sep 17 11:03:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593711461, subwayLine=YUS, stationId=SUM1, trainId=112, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 11:03:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593711462, subwayLine=YUS, stationId=SUM1, trainId=114, trainMessage=Arriving, trainDirection=North, timeInt=2.357991111111111, timeString=02.36, trainDestination=FIN1, createDate=Sun Sep 17 11:03:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593711463, subwayLine=YUS, stationId=SUM1, trainId=115, trainMessage=Arriving, trainDirection=North, timeInt=3.5798844444444446, timeString=03.58, trainDestination=FIN1, createDate=Sun Sep 17 11:03:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593711464, subwayLine=YUS, stationId=STC1, trainId=112, trainMessage=Arriving, trainDirection=North, timeInt=1.40816, timeString=01.41, trainDestination=FIN1, createDate=Sun Sep 17 11:03:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593711465, subwayLine=YUS, stationId=STC1, trainId=114, trainMessage=Arriving, trainDirection=North, timeInt=3.7661511111111112, timeString=03.77, trainDestination=FIN1, createDate=Sun Sep 17 11:03:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593711466, subwayLine=YUS, stationId=STC1, trainId=115, trainMessage=Arriving, trainDirection=North, timeInt=4.988044444444444, timeString=04.99, trainDestination=FIN1, createDate=Sun Sep 17 11:03:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593711467, subwayLine=YUS, stationId=DAV1, trainId=112, trainMessage=Arriving, trainDirection=North, timeInt=3.4405955555555554, timeString=03.44, trainDestination=FIN1, createDate=Sun Sep 17 11:03:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593711468, subwayLine=YUS, stationId=DAV1, trainId=114, trainMessage=Arriving, trainDirection=North, timeInt=5.798586666666667, timeString=05.80, trainDestination=FIN1, createDate=Sun Sep 17 11:03:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593711469, subwayLine=YUS, stationId=DAV1, trainId=115, trainMessage=Arriving, trainDirection=North, timeInt=7.020479999999999, timeString=07.02, trainDestination=FIN1, createDate=Sun Sep 17 11:03:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593711470, subwayLine=YUS, stationId=EGL1, trainId=111, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 11:03:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593711471, subwayLine=YUS, stationId=EGL1, trainId=112, trainMessage=Arriving, trainDirection=North, timeInt=5.054777777777778, timeString=05.05, trainDestination=FIN1, createDate=Sun Sep 17 11:03:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593711472, subwayLine=YUS, stationId=EGL1, trainId=114, trainMessage=Arriving, trainDirection=North, timeInt=7.412768888888889, timeString=07.41, trainDestination=FIN1, createDate=Sun Sep 17 11:03:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593711473, subwayLine=YUS, stationId=LAW1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=4.291906666666667, timeString=04.29, trainDestination=FIN1, createDate=Sun Sep 17 11:03:10 EDT 2017, systemMessageType=Normal]
NTASData [id=16593711474, subwayLine=YUS, stationId=LAW1, trainId=112, trainMessage=Arriving, trainDirection=North, timeInt=9.346684444444444, timeString=09.35, trainDestination=FIN1, createDate=Sun Sep 17 11:03:10 EDT 2017, systemMessageType=Normal]
