NTASData [id=16593760019, subwayLine=YUS, stationId=COL2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=0.14280444444444446, timeString=00.14, trainDestination=SHW2, createDate=Sun Sep 17 11:06:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16593760020, subwayLine=YUS, stationId=COL2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=2.9568666666666665, timeString=02.96, trainDestination=SHW2, createDate=Sun Sep 17 11:06:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16593760021, subwayLine=YUS, stationId=COL2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=7.418977777777778, timeString=07.42, trainDestination=SHW2, createDate=Sun Sep 17 11:06:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16593760022, subwayLine=YUS, stationId=DUN2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=1.0096622222222222, timeString=01.01, trainDestination=SHW2, createDate=Sun Sep 17 11:06:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16593760023, subwayLine=YUS, stationId=DUN2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=3.8237244444444447, timeString=03.82, trainDestination=SHW2, createDate=Sun Sep 17 11:06:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16593760024, subwayLine=YUS, stationId=DUN2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=8.285835555555556, timeString=08.29, trainDestination=SHW2, createDate=Sun Sep 17 11:06:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16593760025, subwayLine=YUS, stationId=QUN2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=1.7664533333333334, timeString=01.77, trainDestination=SHW2, createDate=Sun Sep 17 11:06:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16593760026, subwayLine=YUS, stationId=QUN2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=4.5805155555555555, timeString=04.58, trainDestination=SHW2, createDate=Sun Sep 17 11:06:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16593760027, subwayLine=YUS, stationId=QUN2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=9.042626666666667, timeString=09.04, trainDestination=SHW2, createDate=Sun Sep 17 11:06:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16593760028, subwayLine=YUS, stationId=KNG2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=2.592106666666667, timeString=02.59, trainDestination=SHW2, createDate=Sun Sep 17 11:06:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16593760029, subwayLine=YUS, stationId=KNG2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=5.406168888888889, timeString=05.41, trainDestination=SHW2, createDate=Sun Sep 17 11:06:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16593760030, subwayLine=YUS, stationId=KNG2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=9.86828, timeString=09.87, trainDestination=SHW2, createDate=Sun Sep 17 11:06:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16593760031, subwayLine=YUS, stationId=UNI2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=0.5520266666666667, timeString=00.55, trainDestination=SHW2, createDate=Sun Sep 17 11:06:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16593760032, subwayLine=YUS, stationId=UNI2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=3.3991333333333333, timeString=03.40, trainDestination=SHW2, createDate=Sun Sep 17 11:06:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16593760033, subwayLine=YUS, stationId=UNI2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=6.213195555555556, timeString=06.21, trainDestination=SHW2, createDate=Sun Sep 17 11:06:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16593760034, subwayLine=YUS, stationId=STA2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=1.4787155555555556, timeString=01.48, trainDestination=SHW2, createDate=Sun Sep 17 11:06:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16593760035, subwayLine=YUS, stationId=STA2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=4.325822222222222, timeString=04.33, trainDestination=SHW2, createDate=Sun Sep 17 11:06:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16593760036, subwayLine=YUS, stationId=STA2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=7.139884444444444, timeString=07.14, trainDestination=SHW2, createDate=Sun Sep 17 11:06:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16593760037, subwayLine=YUS, stationId=OSG2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=2.1739822222222225, timeString=02.17, trainDestination=SHW2, createDate=Sun Sep 17 11:06:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16593760038, subwayLine=YUS, stationId=OSG2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=5.0210888888888885, timeString=05.02, trainDestination=SHW2, createDate=Sun Sep 17 11:06:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16593760039, subwayLine=YUS, stationId=OSG2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=7.835151111111111, timeString=07.84, trainDestination=SHW2, createDate=Sun Sep 17 11:06:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16593760040, subwayLine=YUS, stationId=STP2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=2.927951111111111, timeString=02.93, trainDestination=SHW2, createDate=Sun Sep 17 11:06:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16593760041, subwayLine=YUS, stationId=STP2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=5.775057777777777, timeString=05.78, trainDestination=SHW2, createDate=Sun Sep 17 11:06:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16593760042, subwayLine=YUS, stationId=STP2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=8.58912, timeString=08.59, trainDestination=SHW2, createDate=Sun Sep 17 11:06:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16593760043, subwayLine=YUS, stationId=QPK2, trainId=192, trainMessage=Arriving, trainDirection=South, timeInt=0.8873066666666667, timeString=00.89, trainDestination=SHW2, createDate=Sun Sep 17 11:06:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16593760044, subwayLine=YUS, stationId=QPK2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=4.070257777777778, timeString=04.07, trainDestination=SHW2, createDate=Sun Sep 17 11:06:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16593760045, subwayLine=YUS, stationId=QPK2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=6.917364444444443, timeString=06.92, trainDestination=SHW2, createDate=Sun Sep 17 11:06:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16593760046, subwayLine=YUS, stationId=MUS2, trainId=192, trainMessage=Arriving, trainDirection=South, timeInt=2.14984, timeString=02.15, trainDestination=SHW2, createDate=Sun Sep 17 11:06:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16593760047, subwayLine=YUS, stationId=MUS2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=5.332791111111112, timeString=05.33, trainDestination=SHW2, createDate=Sun Sep 17 11:06:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16593760048, subwayLine=YUS, stationId=MUS2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=8.179897777777777, timeString=08.18, trainDestination=SHW2, createDate=Sun Sep 17 11:06:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16593760049, subwayLine=YUS, stationId=SGU2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=0.28363333333333335, timeString=00.28, trainDestination=SHW2, createDate=Sun Sep 17 11:06:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16593760050, subwayLine=YUS, stationId=SGU2, trainId=192, trainMessage=Arriving, trainDirection=South, timeInt=3.309362222222222, timeString=03.31, trainDestination=SHW2, createDate=Sun Sep 17 11:06:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16593760051, subwayLine=YUS, stationId=SGU2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=6.492313333333334, timeString=06.49, trainDestination=SHW2, createDate=Sun Sep 17 11:06:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16593760052, subwayLine=YUS, stationId=SPA2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=1.45134, timeString=01.45, trainDestination=SHW2, createDate=Sun Sep 17 11:06:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16593760053, subwayLine=YUS, stationId=SPA2, trainId=192, trainMessage=Arriving, trainDirection=South, timeInt=4.477068888888889, timeString=04.48, trainDestination=SHW2, createDate=Sun Sep 17 11:06:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16593760054, subwayLine=YUS, stationId=SPA2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=7.660019999999999, timeString=07.66, trainDestination=SHW2, createDate=Sun Sep 17 11:06:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16593760055, subwayLine=YUS, stationId=DUP2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=2.449148888888889, timeString=02.45, trainDestination=SHW2, createDate=Sun Sep 17 11:06:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16593760056, subwayLine=YUS, stationId=DUP2, trainId=192, trainMessage=Arriving, trainDirection=South, timeInt=5.4748777777777775, timeString=05.47, trainDestination=SHW2, createDate=Sun Sep 17 11:06:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16593760057, subwayLine=YUS, stationId=DUP2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=8.657828888888888, timeString=08.66, trainDestination=SHW2, createDate=Sun Sep 17 11:06:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16593760058, subwayLine=YUS, stationId=SCW2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=2.0205185185185184, timeString=02.02, trainDestination=SHW2, createDate=Sun Sep 17 11:06:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16593760059, subwayLine=YUS, stationId=SCW2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=5.073686666666666, timeString=05.07, trainDestination=SHW2, createDate=Sun Sep 17 11:06:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16593760060, subwayLine=YUS, stationId=SCW2, trainId=192, trainMessage=Arriving, trainDirection=South, timeInt=8.099415555555556, timeString=08.10, trainDestination=SHW2, createDate=Sun Sep 17 11:06:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16593760061, subwayLine=YUS, stationId=EGW2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=6.83368962962963, timeString=06.83, trainDestination=SHW2, createDate=Sun Sep 17 11:06:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16593760062, subwayLine=YUS, stationId=EGW2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=9.886857777777779, timeString=09.89, trainDestination=SHW2, createDate=Sun Sep 17 11:06:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16593760063, subwayLine=YUS, stationId=EGW2, trainId=192, trainMessage=Arriving, trainDirection=South, timeInt=12.912586666666666, timeString=12.91, trainDestination=SHW2, createDate=Sun Sep 17 11:06:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16593760064, subwayLine=YUS, stationId=GCN2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=0.8069259259259259, timeString=00.81, trainDestination=SHW2, createDate=Sun Sep 17 11:06:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16593760065, subwayLine=YUS, stationId=GCN2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=8.65332962962963, timeString=08.65, trainDestination=SHW2, createDate=Sun Sep 17 11:06:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16593760066, subwayLine=YUS, stationId=GCN2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=11.706497777777779, timeString=11.71, trainDestination=SHW2, createDate=Sun Sep 17 11:06:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16593760067, subwayLine=YUS, stationId=LWW2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=2.1710592592592595, timeString=02.17, trainDestination=SHW2, createDate=Sun Sep 17 11:06:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16593760068, subwayLine=YUS, stationId=LWW2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=10.017462962962963, timeString=10.02, trainDestination=SHW2, createDate=Sun Sep 17 11:06:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16593760069, subwayLine=YUS, stationId=LWW2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=13.07063111111111, timeString=13.07, trainDestination=SHW2, createDate=Sun Sep 17 11:06:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16593760070, subwayLine=YUS, stationId=YKD2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=4.197285925925926, timeString=04.20, trainDestination=SHW2, createDate=Sun Sep 17 11:06:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16593760071, subwayLine=YUS, stationId=YKD2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=12.043689629629629, timeString=12.04, trainDestination=SHW2, createDate=Sun Sep 17 11:06:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16593760072, subwayLine=YUS, stationId=YKD2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=15.09685777777778, timeString=15.10, trainDestination=SHW2, createDate=Sun Sep 17 11:06:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16593760073, subwayLine=YUS, stationId=WIL2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=0.4154311111111111, timeString=00.42, trainDestination=SHW2, createDate=Sun Sep 17 11:06:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16593760074, subwayLine=YUS, stationId=WIL2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=6.216739259259259, timeString=06.22, trainDestination=SHW2, createDate=Sun Sep 17 11:06:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16593760075, subwayLine=YUS, stationId=WIL2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=14.063142962962964, timeString=14.06, trainDestination=SHW2, createDate=Sun Sep 17 11:06:45 EDT 2017, systemMessageType=Normal]
