NTASData [id=16593913423, subwayLine=YUS, stationId=BLO2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=1.073008888888889, timeString=01.07, trainDestination=SHW2, createDate=Sun Sep 17 11:17:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593913424, subwayLine=YUS, stationId=BLO2, trainId=107, trainMessage=Arriving, trainDirection=South, timeInt=7.890853333333332, timeString=07.89, trainDestination=SHW2, createDate=Sun Sep 17 11:17:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593913425, subwayLine=YUS, stationId=BLO2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=14.11428888888889, timeString=14.11, trainDestination=SHW2, createDate=Sun Sep 17 11:17:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593913426, subwayLine=YUS, stationId=WEL2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=2.0273555555555554, timeString=02.03, trainDestination=SHW2, createDate=Sun Sep 17 11:17:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593913427, subwayLine=YUS, stationId=WEL2, trainId=107, trainMessage=Arriving, trainDirection=South, timeInt=8.845199999999998, timeString=08.85, trainDestination=SHW2, createDate=Sun Sep 17 11:17:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593913428, subwayLine=YUS, stationId=WEL2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=15.068635555555558, timeString=15.07, trainDestination=SHW2, createDate=Sun Sep 17 11:17:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593913429, subwayLine=YUS, stationId=COL2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=2.9568666666666665, timeString=02.96, trainDestination=SHW2, createDate=Sun Sep 17 11:17:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593913430, subwayLine=YUS, stationId=COL2, trainId=107, trainMessage=Arriving, trainDirection=South, timeInt=9.77471111111111, timeString=09.77, trainDestination=SHW2, createDate=Sun Sep 17 11:17:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593913431, subwayLine=YUS, stationId=COL2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=15.998146666666667, timeString=16.00, trainDestination=SHW2, createDate=Sun Sep 17 11:17:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593913432, subwayLine=YUS, stationId=DUN2, trainId=106, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 11:17:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593913433, subwayLine=YUS, stationId=DUN2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=3.8237244444444447, timeString=03.82, trainDestination=SHW2, createDate=Sun Sep 17 11:17:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593913434, subwayLine=YUS, stationId=DUN2, trainId=107, trainMessage=Arriving, trainDirection=South, timeInt=10.641568888888889, timeString=10.64, trainDestination=SHW2, createDate=Sun Sep 17 11:17:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593913435, subwayLine=YUS, stationId=QUN2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=0.7567911111111111, timeString=00.76, trainDestination=SHW2, createDate=Sun Sep 17 11:17:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593913436, subwayLine=YUS, stationId=QUN2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=4.5805155555555555, timeString=04.58, trainDestination=SHW2, createDate=Sun Sep 17 11:17:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593913437, subwayLine=YUS, stationId=QUN2, trainId=107, trainMessage=Arriving, trainDirection=South, timeInt=11.39836, timeString=11.40, trainDestination=SHW2, createDate=Sun Sep 17 11:17:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593913438, subwayLine=YUS, stationId=KNG2, trainId=104, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 11:17:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593913439, subwayLine=YUS, stationId=KNG2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=1.5824444444444445, timeString=01.58, trainDestination=SHW2, createDate=Sun Sep 17 11:17:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593913440, subwayLine=YUS, stationId=KNG2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=5.406168888888889, timeString=05.41, trainDestination=SHW2, createDate=Sun Sep 17 11:17:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593913441, subwayLine=YUS, stationId=UNI2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=0.8070266666666667, timeString=00.81, trainDestination=SHW2, createDate=Sun Sep 17 11:17:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593913442, subwayLine=YUS, stationId=UNI2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=2.3894711111111113, timeString=02.39, trainDestination=SHW2, createDate=Sun Sep 17 11:17:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593913443, subwayLine=YUS, stationId=UNI2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=6.213195555555556, timeString=06.21, trainDestination=SHW2, createDate=Sun Sep 17 11:17:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593913444, subwayLine=YUS, stationId=STA2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=0.5353191111111111, timeString=00.54, trainDestination=SHW2, createDate=Sun Sep 17 11:17:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593913445, subwayLine=YUS, stationId=STA2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=1.7337155555555555, timeString=01.73, trainDestination=SHW2, createDate=Sun Sep 17 11:17:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593913446, subwayLine=YUS, stationId=STA2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=3.31616, timeString=03.32, trainDestination=SHW2, createDate=Sun Sep 17 11:17:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593913447, subwayLine=YUS, stationId=OSG2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=1.2305857777777778, timeString=01.23, trainDestination=SHW2, createDate=Sun Sep 17 11:17:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593913448, subwayLine=YUS, stationId=OSG2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=2.4289822222222224, timeString=02.43, trainDestination=SHW2, createDate=Sun Sep 17 11:17:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593913449, subwayLine=YUS, stationId=OSG2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=4.011426666666667, timeString=04.01, trainDestination=SHW2, createDate=Sun Sep 17 11:17:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593913450, subwayLine=YUS, stationId=STP2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=1.9845546666666667, timeString=01.98, trainDestination=SHW2, createDate=Sun Sep 17 11:17:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593913451, subwayLine=YUS, stationId=STP2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=3.182951111111111, timeString=03.18, trainDestination=SHW2, createDate=Sun Sep 17 11:17:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593913452, subwayLine=YUS, stationId=STP2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=4.765395555555555, timeString=04.77, trainDestination=SHW2, createDate=Sun Sep 17 11:17:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593913453, subwayLine=YUS, stationId=QPK2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=3.1268613333333333, timeString=03.13, trainDestination=SHW2, createDate=Sun Sep 17 11:17:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593913454, subwayLine=YUS, stationId=QPK2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=4.325257777777778, timeString=04.33, trainDestination=SHW2, createDate=Sun Sep 17 11:17:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593913455, subwayLine=YUS, stationId=QPK2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=5.9077022222222215, timeString=05.91, trainDestination=SHW2, createDate=Sun Sep 17 11:17:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593913456, subwayLine=YUS, stationId=MUS2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=1.0075333333333334, timeString=01.01, trainDestination=SHW2, createDate=Sun Sep 17 11:17:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593913457, subwayLine=YUS, stationId=MUS2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=4.389394666666666, timeString=04.39, trainDestination=SHW2, createDate=Sun Sep 17 11:17:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593913458, subwayLine=YUS, stationId=MUS2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=5.587791111111111, timeString=05.59, trainDestination=SHW2, createDate=Sun Sep 17 11:17:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593913459, subwayLine=YUS, stationId=SGU2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=2.1670555555555557, timeString=02.17, trainDestination=SHW2, createDate=Sun Sep 17 11:17:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593913460, subwayLine=YUS, stationId=SGU2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=5.548916888888888, timeString=05.55, trainDestination=SHW2, createDate=Sun Sep 17 11:17:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593913461, subwayLine=YUS, stationId=SGU2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=6.747313333333333, timeString=06.75, trainDestination=SHW2, createDate=Sun Sep 17 11:17:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593913462, subwayLine=YUS, stationId=SPA2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=3.3347622222222224, timeString=03.33, trainDestination=SHW2, createDate=Sun Sep 17 11:17:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593913463, subwayLine=YUS, stationId=SPA2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=6.716623555555556, timeString=06.72, trainDestination=SHW2, createDate=Sun Sep 17 11:17:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593913464, subwayLine=YUS, stationId=SPA2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=7.91502, timeString=07.92, trainDestination=SHW2, createDate=Sun Sep 17 11:17:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593913465, subwayLine=YUS, stationId=DUP2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=4.332571111111111, timeString=04.33, trainDestination=SHW2, createDate=Sun Sep 17 11:17:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593913466, subwayLine=YUS, stationId=DUP2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=7.714432444444444, timeString=07.71, trainDestination=SHW2, createDate=Sun Sep 17 11:17:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593913467, subwayLine=YUS, stationId=DUP2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=8.912828888888887, timeString=08.91, trainDestination=SHW2, createDate=Sun Sep 17 11:17:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593913468, subwayLine=YUS, stationId=SCW2, trainId=192, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 11:17:49 EDT 2017, systemMessageType=Normal]
