NTASData [id=16594139630, subwayLine=BD, stationId=DNW2, trainId=216, trainMessage=Arriving, trainDirection=West, timeInt=0.3963343653250775, timeString=00.40, trainDestination=KIP2, createDate=Sun Sep 17 11:34:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16594139631, subwayLine=BD, stationId=DNW2, trainId=217, trainMessage=Arriving, trainDirection=West, timeInt=3.5053690402476785, timeString=03.51, trainDestination=KIP2, createDate=Sun Sep 17 11:34:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16594139632, subwayLine=BD, stationId=DNW2, trainId=218, trainMessage=Arriving, trainDirection=West, timeInt=8.732581359752322, timeString=08.73, trainDestination=KIP2, createDate=Sun Sep 17 11:34:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16594139633, subwayLine=BD, stationId=KEL2, trainId=216, trainMessage=Arriving, trainDirection=West, timeInt=1.532187492260062, timeString=01.53, trainDestination=KIP2, createDate=Sun Sep 17 11:34:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16594139634, subwayLine=BD, stationId=KEL2, trainId=217, trainMessage=Arriving, trainDirection=West, timeInt=4.641222167182663, timeString=04.64, trainDestination=KIP2, createDate=Sun Sep 17 11:34:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16594139635, subwayLine=BD, stationId=KEL2, trainId=218, trainMessage=Arriving, trainDirection=West, timeInt=9.868434486687306, timeString=09.87, trainDestination=KIP2, createDate=Sun Sep 17 11:34:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16594139636, subwayLine=BD, stationId=HPK2, trainId=216, trainMessage=Arriving, trainDirection=West, timeInt=2.727915417956657, timeString=02.73, trainDestination=KIP2, createDate=Sun Sep 17 11:34:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16594139637, subwayLine=BD, stationId=HPK2, trainId=217, trainMessage=Arriving, trainDirection=West, timeInt=5.836950092879258, timeString=05.84, trainDestination=KIP2, createDate=Sun Sep 17 11:34:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16594139638, subwayLine=BD, stationId=HPK2, trainId=218, trainMessage=Arriving, trainDirection=West, timeInt=11.0641624123839, timeString=11.06, trainDestination=KIP2, createDate=Sun Sep 17 11:34:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16594139639, subwayLine=BD, stationId=RUN2, trainId=216, trainMessage=Arriving, trainDirection=West, timeInt=3.9482726934984522, timeString=03.95, trainDestination=KIP2, createDate=Sun Sep 17 11:34:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16594139640, subwayLine=BD, stationId=RUN2, trainId=217, trainMessage=Arriving, trainDirection=West, timeInt=7.057307368421053, timeString=07.06, trainDestination=KIP2, createDate=Sun Sep 17 11:34:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16594139641, subwayLine=BD, stationId=RUN2, trainId=218, trainMessage=Arriving, trainDirection=West, timeInt=12.284519687925698, timeString=12.28, trainDestination=KIP2, createDate=Sun Sep 17 11:34:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16594139642, subwayLine=BD, stationId=JNE2, trainId=215, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 11:34:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16594139643, subwayLine=BD, stationId=JNE2, trainId=216, trainMessage=Arriving, trainDirection=West, timeInt=5.163137907120744, timeString=05.16, trainDestination=KIP2, createDate=Sun Sep 17 11:34:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16594139644, subwayLine=BD, stationId=JNE2, trainId=217, trainMessage=Arriving, trainDirection=West, timeInt=8.272172582043344, timeString=08.27, trainDestination=KIP2, createDate=Sun Sep 17 11:34:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16594139645, subwayLine=BD, stationId=OML2, trainId=215, trainMessage=Arriving, trainDirection=West, timeInt=1.603669226006192, timeString=01.60, trainDestination=KIP2, createDate=Sun Sep 17 11:34:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16594139646, subwayLine=BD, stationId=OML2, trainId=216, trainMessage=Arriving, trainDirection=West, timeInt=6.766807133126935, timeString=06.77, trainDestination=KIP2, createDate=Sun Sep 17 11:34:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16594139647, subwayLine=BD, stationId=OML2, trainId=217, trainMessage=Arriving, trainDirection=West, timeInt=9.875841808049538, timeString=09.88, trainDestination=KIP2, createDate=Sun Sep 17 11:34:21 EDT 2017, systemMessageType=Normal]
