NTASData [id=16594082003, subwayLine=YUS, stationId=EGL1, trainId=16, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082014, subwayLine=YUS, stationId=SHP1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=16.447702222222222, timeString=16.45, trainDestination=FIN1, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082015, subwayLine=YUS, stationId=NYC1, trainId=117, trainMessage=Arriving, trainDirection=North, timeInt=1.7671466666666666, timeString=01.77, trainDestination=FIN1, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082016, subwayLine=YUS, stationId=NYC1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=12.854142222222222, timeString=12.85, trainDestination=FIN1, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082017, subwayLine=YUS, stationId=NYC1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=17.90892, timeString=17.91, trainDestination=FIN1, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082018, subwayLine=YUS, stationId=FIN1, trainId=114, trainMessage=Delayed, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082019, subwayLine=YUS, stationId=FIN1, trainId=117, trainMessage=Arriving, trainDirection=North, timeInt=4.374186666666667, timeString=04.37, trainDestination=FIN1, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082020, subwayLine=YUS, stationId=FIN1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=15.461182222222224, timeString=15.46, trainDestination=FIN1, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082021, subwayLine=YUS, stationId=FIN2, trainId=115, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082022, subwayLine=YUS, stationId=FIN2, trainId=117, trainMessage=Arriving, trainDirection=North, timeInt=4.374186666666667, timeString=04.37, trainDestination=FIN1, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082023, subwayLine=YUS, stationId=FIN2, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=15.461182222222224, timeString=15.46, trainDestination=FIN1, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082024, subwayLine=YUS, stationId=SHP2, trainId=112, trainMessage=Arriving, trainDirection=South, timeInt=1.2056533333333335, timeString=01.21, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082025, subwayLine=YUS, stationId=YKM2, trainId=111, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082026, subwayLine=YUS, stationId=YKM2, trainId=112, trainMessage=Arriving, trainDirection=South, timeInt=4.78636, timeString=04.79, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082027, subwayLine=YUS, stationId=LAW2, trainId=111, trainMessage=Arriving, trainDirection=South, timeInt=3.512973333333333, timeString=03.51, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082028, subwayLine=YUS, stationId=LAW2, trainId=112, trainMessage=Arriving, trainDirection=South, timeInt=8.299333333333333, timeString=08.30, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082029, subwayLine=YUS, stationId=EGL2, trainId=110, trainMessage=Arriving, trainDirection=South, timeInt=2.4101777777777778, timeString=02.41, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082030, subwayLine=YUS, stationId=EGL2, trainId=111, trainMessage=Arriving, trainDirection=South, timeInt=7.795848888888889, timeString=07.80, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082031, subwayLine=YUS, stationId=EGL2, trainId=112, trainMessage=Arriving, trainDirection=South, timeInt=12.58220888888889, timeString=12.58, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082032, subwayLine=YUS, stationId=DAV2, trainId=109, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082033, subwayLine=YUS, stationId=DAV2, trainId=110, trainMessage=Arriving, trainDirection=South, timeInt=4.019844444444445, timeString=04.02, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082034, subwayLine=YUS, stationId=DAV2, trainId=111, trainMessage=Arriving, trainDirection=South, timeInt=9.405515555555555, timeString=09.41, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082035, subwayLine=YUS, stationId=STC2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=2.039208888888889, timeString=02.04, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082036, subwayLine=YUS, stationId=STC2, trainId=110, trainMessage=Arriving, trainDirection=South, timeInt=6.059053333333333, timeString=06.06, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082037, subwayLine=YUS, stationId=STC2, trainId=111, trainMessage=Arriving, trainDirection=South, timeInt=11.444724444444443, timeString=11.44, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082038, subwayLine=YUS, stationId=SUM2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=3.4434177777777775, timeString=03.44, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082039, subwayLine=YUS, stationId=SUM2, trainId=110, trainMessage=Arriving, trainDirection=South, timeInt=7.463262222222222, timeString=07.46, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082040, subwayLine=YUS, stationId=SUM2, trainId=111, trainMessage=Arriving, trainDirection=South, timeInt=12.848933333333331, timeString=12.85, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082041, subwayLine=YUS, stationId=ROS2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=4.462111111111111, timeString=04.46, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082042, subwayLine=YUS, stationId=ROS2, trainId=110, trainMessage=Arriving, trainDirection=South, timeInt=8.481955555555556, timeString=08.48, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082043, subwayLine=YUS, stationId=ROS2, trainId=111, trainMessage=Arriving, trainDirection=South, timeInt=13.867626666666665, timeString=13.87, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082044, subwayLine=YUS, stationId=BLO2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=0.2918177777777778, timeString=00.29, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082045, subwayLine=YUS, stationId=BLO2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=5.79012, timeString=05.79, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082046, subwayLine=YUS, stationId=BLO2, trainId=110, trainMessage=Arriving, trainDirection=South, timeInt=9.809964444444445, timeString=09.81, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082047, subwayLine=YUS, stationId=WEL2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=1.2461644444444444, timeString=01.25, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082048, subwayLine=YUS, stationId=WEL2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=6.744466666666668, timeString=06.74, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082049, subwayLine=YUS, stationId=WEL2, trainId=110, trainMessage=Arriving, trainDirection=South, timeInt=10.76431111111111, timeString=10.76, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082050, subwayLine=YUS, stationId=COL2, trainId=107, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082051, subwayLine=YUS, stationId=COL2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=2.1756755555555554, timeString=02.18, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082052, subwayLine=YUS, stationId=COL2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=7.673977777777777, timeString=07.67, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082053, subwayLine=YUS, stationId=DUN2, trainId=107, trainMessage=Arriving, trainDirection=South, timeInt=0.8668577777777778, timeString=00.87, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082054, subwayLine=YUS, stationId=DUN2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=3.0425333333333335, timeString=03.04, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082055, subwayLine=YUS, stationId=DUN2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=8.540835555555555, timeString=08.54, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082056, subwayLine=YUS, stationId=QUN2, trainId=107, trainMessage=Arriving, trainDirection=South, timeInt=1.623648888888889, timeString=01.62, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082057, subwayLine=YUS, stationId=QUN2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=3.7993244444444443, timeString=03.80, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082058, subwayLine=YUS, stationId=QUN2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=9.297626666666666, timeString=09.30, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082059, subwayLine=YUS, stationId=KNG2, trainId=107, trainMessage=Arriving, trainDirection=South, timeInt=2.4493022222222223, timeString=02.45, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082060, subwayLine=YUS, stationId=KNG2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=4.624977777777778, timeString=04.62, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082061, subwayLine=YUS, stationId=KNG2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=10.12328, timeString=10.12, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082062, subwayLine=YUS, stationId=UNI2, trainId=107, trainMessage=Arriving, trainDirection=South, timeInt=3.256328888888889, timeString=03.26, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082063, subwayLine=YUS, stationId=UNI2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=5.432004444444445, timeString=05.43, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082064, subwayLine=YUS, stationId=UNI2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=10.930306666666667, timeString=10.93, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082065, subwayLine=YUS, stationId=STA2, trainId=107, trainMessage=Arriving, trainDirection=South, timeInt=4.183017777777778, timeString=04.18, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082066, subwayLine=YUS, stationId=STA2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=6.358693333333333, timeString=06.36, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082067, subwayLine=YUS, stationId=STA2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=11.856995555555557, timeString=11.86, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082068, subwayLine=YUS, stationId=OSG2, trainId=107, trainMessage=Arriving, trainDirection=South, timeInt=4.878284444444445, timeString=04.88, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082069, subwayLine=YUS, stationId=OSG2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=7.05396, timeString=07.05, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082070, subwayLine=YUS, stationId=OSG2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=12.552262222222222, timeString=12.55, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082071, subwayLine=YUS, stationId=STP2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=0.49896888888888885, timeString=00.50, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082072, subwayLine=YUS, stationId=STP2, trainId=107, trainMessage=Arriving, trainDirection=South, timeInt=5.632253333333333, timeString=05.63, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082073, subwayLine=YUS, stationId=STP2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=7.80792888888889, timeString=07.81, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082074, subwayLine=YUS, stationId=QPK2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=1.6412755555555556, timeString=01.64, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082075, subwayLine=YUS, stationId=QPK2, trainId=107, trainMessage=Arriving, trainDirection=South, timeInt=6.774559999999999, timeString=06.77, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082076, subwayLine=YUS, stationId=QPK2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=8.950235555555556, timeString=08.95, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082077, subwayLine=YUS, stationId=MUS2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=2.9038088888888884, timeString=02.90, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082078, subwayLine=YUS, stationId=MUS2, trainId=107, trainMessage=Arriving, trainDirection=South, timeInt=8.037093333333331, timeString=08.04, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082079, subwayLine=YUS, stationId=MUS2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=10.212768888888888, timeString=10.21, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082080, subwayLine=YUS, stationId=SGU2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=0.28363333333333335, timeString=00.28, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082081, subwayLine=YUS, stationId=SGU2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=4.063331111111111, timeString=04.06, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082082, subwayLine=YUS, stationId=SGU2, trainId=107, trainMessage=Arriving, trainDirection=South, timeInt=9.196615555555553, timeString=09.20, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082083, subwayLine=YUS, stationId=SPA2, trainId=104, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082084, subwayLine=YUS, stationId=SPA2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=1.45134, timeString=01.45, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082085, subwayLine=YUS, stationId=SPA2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=5.231037777777777, timeString=05.23, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082086, subwayLine=YUS, stationId=DUP2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=0.997808888888889, timeString=01.00, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082087, subwayLine=YUS, stationId=DUP2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=2.449148888888889, timeString=02.45, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082088, subwayLine=YUS, stationId=DUP2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=6.2288466666666675, timeString=06.23, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082089, subwayLine=YUS, stationId=SCW2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=3.622346666666667, timeString=03.62, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082090, subwayLine=YUS, stationId=SCW2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=5.073686666666666, timeString=05.07, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082091, subwayLine=YUS, stationId=SCW2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=8.853384444444444, timeString=08.85, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082092, subwayLine=YUS, stationId=EGW2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=8.435517777777777, timeString=08.44, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082093, subwayLine=YUS, stationId=EGW2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=9.886857777777779, timeString=09.89, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082094, subwayLine=YUS, stationId=EGW2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=13.666555555555556, timeString=13.67, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082095, subwayLine=YUS, stationId=GCN2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=10.255157777777777, timeString=10.26, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082096, subwayLine=YUS, stationId=GCN2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=11.706497777777779, timeString=11.71, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082097, subwayLine=YUS, stationId=GCN2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=15.486195555555554, timeString=15.49, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082098, subwayLine=YUS, stationId=LWW2, trainId=192, trainMessage=Arriving, trainDirection=South, timeInt=0.27849999999999997, timeString=00.28, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082099, subwayLine=YUS, stationId=LWW2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=11.619291111111112, timeString=11.62, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082100, subwayLine=YUS, stationId=LWW2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=13.07063111111111, timeString=13.07, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082101, subwayLine=YUS, stationId=YKD2, trainId=192, trainMessage=Arriving, trainDirection=South, timeInt=2.3047266666666664, timeString=02.30, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082102, subwayLine=YUS, stationId=YKD2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=13.645517777777778, timeString=13.65, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082103, subwayLine=YUS, stationId=YKD2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=15.09685777777778, timeString=15.10, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082104, subwayLine=YUS, stationId=WIL2, trainId=192, trainMessage=Arriving, trainDirection=South, timeInt=4.32418, timeString=04.32, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082105, subwayLine=YUS, stationId=WIL2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=15.664971111111111, timeString=15.66, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082106, subwayLine=YUS, stationId=WIL2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=17.116311111111113, timeString=17.12, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082107, subwayLine=YUS, stationId=SHW2, trainId=125, trainMessage=Delayed, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082108, subwayLine=YUS, stationId=SHW2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=0.44531481481481483, timeString=00.45, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082109, subwayLine=YUS, stationId=SHW2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=2.1653148148148147, timeString=02.17, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082110, subwayLine=YUS, stationId=SHW1, trainId=532, trainMessage=Delayed, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082111, subwayLine=YUS, stationId=SHW1, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=0.44531481481481483, timeString=00.45, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
NTASData [id=16594082112, subwayLine=YUS, stationId=SHW1, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=2.1653148148148147, timeString=02.17, trainDestination=SHW2, createDate=Sun Sep 17 11:30:06 EDT 2017, systemMessageType=Normal]
