NTASData [id=16592996982, subwayLine=BD, stationId=LAN1, trainId=214, trainMessage=AtStation, trainDirection=East, timeInt=0.0, timeString=00.00, trainDestination=KEN1, createDate=Sun Sep 17 10:11:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16592997033, subwayLine=BD, stationId=WDB1, trainId=210, trainMessage=Arriving, trainDirection=East, timeInt=2.3896157275541796, timeString=02.39, trainDestination=KEN1, createDate=Sun Sep 17 10:11:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16592997034, subwayLine=BD, stationId=WDB1, trainId=211, trainMessage=Arriving, trainDirection=East, timeInt=7.785147120743034, timeString=07.79, trainDestination=KEN1, createDate=Sun Sep 17 10:11:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16592997035, subwayLine=BD, stationId=WDB1, trainId=212, trainMessage=Arriving, trainDirection=East, timeInt=11.775531640866873, timeString=11.78, trainDestination=KEN1, createDate=Sun Sep 17 10:11:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16592997036, subwayLine=BD, stationId=MST1, trainId=210, trainMessage=Arriving, trainDirection=East, timeInt=4.114450030959753, timeString=04.11, trainDestination=KEN1, createDate=Sun Sep 17 10:11:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16592997037, subwayLine=BD, stationId=MST1, trainId=211, trainMessage=Arriving, trainDirection=East, timeInt=9.509981424148608, timeString=09.51, trainDestination=KEN1, createDate=Sun Sep 17 10:11:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16592997038, subwayLine=BD, stationId=MST1, trainId=212, trainMessage=Arriving, trainDirection=East, timeInt=13.500365944272447, timeString=13.50, trainDestination=KEN1, createDate=Sun Sep 17 10:11:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16592997039, subwayLine=BD, stationId=VPK1, trainId=209, trainMessage=Arriving, trainDirection=East, timeInt=1.9205230959752324, timeString=01.92, trainDestination=KEN1, createDate=Sun Sep 17 10:11:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16592997040, subwayLine=BD, stationId=VPK1, trainId=210, trainMessage=Arriving, trainDirection=East, timeInt=6.289973126934985, timeString=06.29, trainDestination=KEN1, createDate=Sun Sep 17 10:11:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16592997041, subwayLine=BD, stationId=VPK1, trainId=211, trainMessage=Arriving, trainDirection=East, timeInt=11.685504520123839, timeString=11.69, trainDestination=KEN1, createDate=Sun Sep 17 10:11:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16592997042, subwayLine=BD, stationId=WAR1, trainId=209, trainMessage=Arriving, trainDirection=East, timeInt=5.862848173374614, timeString=05.86, trainDestination=KEN1, createDate=Sun Sep 17 10:11:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16592997043, subwayLine=BD, stationId=WAR1, trainId=210, trainMessage=Arriving, trainDirection=East, timeInt=10.232298204334366, timeString=10.23, trainDestination=KEN1, createDate=Sun Sep 17 10:11:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16592997044, subwayLine=BD, stationId=WAR1, trainId=211, trainMessage=Arriving, trainDirection=East, timeInt=15.62782959752322, timeString=15.63, trainDestination=KEN1, createDate=Sun Sep 17 10:11:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16592997045, subwayLine=BD, stationId=KEN1, trainId=206, trainMessage=Delayed, trainDirection=East, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 10:11:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16592997046, subwayLine=BD, stationId=KEN1, trainId=296, trainMessage=Delayed, trainDirection=East, timeInt=0.2914756160990713, timeString=00.29, trainDestination=KEN1, createDate=Sun Sep 17 10:11:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16592997047, subwayLine=BD, stationId=KEN1, trainId=208, trainMessage=Arriving, trainDirection=East, timeInt=4.607856936222911, timeString=04.61, trainDestination=KEN1, createDate=Sun Sep 17 10:11:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16592997048, subwayLine=BD, stationId=KEN2, trainId=207, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 10:11:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16592997049, subwayLine=BD, stationId=KEN2, trainId=296, trainMessage=Delayed, trainDirection=East, timeInt=0.2914756160990713, timeString=00.29, trainDestination=KEN1, createDate=Sun Sep 17 10:11:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16592997050, subwayLine=BD, stationId=KEN2, trainId=208, trainMessage=Arriving, trainDirection=East, timeInt=4.607856936222911, timeString=04.61, trainDestination=KEN1, createDate=Sun Sep 17 10:11:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16592997051, subwayLine=BD, stationId=WAR2, trainId=205, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 10:11:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16592997052, subwayLine=BD, stationId=VPK2, trainId=205, trainMessage=Arriving, trainDirection=West, timeInt=3.948100235294118, timeString=03.95, trainDestination=KIP2, createDate=Sun Sep 17 10:11:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16592997053, subwayLine=BD, stationId=MST2, trainId=205, trainMessage=Arriving, trainDirection=West, timeInt=6.187603021671828, timeString=06.19, trainDestination=KIP2, createDate=Sun Sep 17 10:11:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16592997054, subwayLine=BD, stationId=WDB2, trainId=205, trainMessage=Arriving, trainDirection=West, timeInt=7.921496396284831, timeString=07.92, trainDestination=KIP2, createDate=Sun Sep 17 10:11:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16592997055, subwayLine=BD, stationId=COX2, trainId=204, trainMessage=Arriving, trainDirection=West, timeInt=0.22647678018575854, timeString=00.23, trainDestination=KIP2, createDate=Sun Sep 17 10:11:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16592997056, subwayLine=BD, stationId=COX2, trainId=205, trainMessage=Arriving, trainDirection=West, timeInt=9.228764136222912, timeString=09.23, trainDestination=KIP2, createDate=Sun Sep 17 10:11:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16592997057, subwayLine=BD, stationId=GWD2, trainId=204, trainMessage=Arriving, trainDirection=West, timeInt=1.1694, timeString=01.17, trainDestination=KIP2, createDate=Sun Sep 17 10:11:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16592997058, subwayLine=BD, stationId=GWD2, trainId=205, trainMessage=Arriving, trainDirection=West, timeInt=10.171687356037154, timeString=10.17, trainDestination=KIP2, createDate=Sun Sep 17 10:11:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16592997059, subwayLine=BD, stationId=DON2, trainId=204, trainMessage=Arriving, trainDirection=West, timeInt=2.3608814860681115, timeString=02.36, trainDestination=KIP2, createDate=Sun Sep 17 10:11:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16592997060, subwayLine=BD, stationId=DON2, trainId=205, trainMessage=Arriving, trainDirection=West, timeInt=11.363168842105264, timeString=11.36, trainDestination=KIP2, createDate=Sun Sep 17 10:11:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16592997061, subwayLine=BD, stationId=PAP2, trainId=203, trainMessage=Arriving, trainDirection=West, timeInt=0.3397151702786378, timeString=00.34, trainDestination=KIP2, createDate=Sun Sep 17 10:11:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16592997062, subwayLine=BD, stationId=PAP2, trainId=204, trainMessage=Arriving, trainDirection=West, timeInt=3.291348482972137, timeString=03.29, trainDestination=KIP2, createDate=Sun Sep 17 10:11:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16592997063, subwayLine=BD, stationId=PAP2, trainId=205, trainMessage=Arriving, trainDirection=West, timeInt=12.29363583900929, timeString=12.29, trainDestination=KIP2, createDate=Sun Sep 17 10:11:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16592997064, subwayLine=BD, stationId=CHE2, trainId=203, trainMessage=Arriving, trainDirection=West, timeInt=1.3672840866873068, timeString=01.37, trainDestination=KIP2, createDate=Sun Sep 17 10:11:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16592997065, subwayLine=BD, stationId=CHE2, trainId=204, trainMessage=Arriving, trainDirection=West, timeInt=4.318917399380806, timeString=04.32, trainDestination=KIP2, createDate=Sun Sep 17 10:11:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16592997066, subwayLine=BD, stationId=CHE2, trainId=205, trainMessage=Arriving, trainDirection=West, timeInt=13.321204755417957, timeString=13.32, trainDestination=KIP2, createDate=Sun Sep 17 10:11:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16592997067, subwayLine=BD, stationId=BRD2, trainId=203, trainMessage=Arriving, trainDirection=West, timeInt=2.4453403393188857, timeString=02.45, trainDestination=KIP2, createDate=Sun Sep 17 10:11:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16592997068, subwayLine=BD, stationId=BRD2, trainId=204, trainMessage=Arriving, trainDirection=West, timeInt=5.3969736520123845, timeString=05.40, trainDestination=KIP2, createDate=Sun Sep 17 10:11:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16592997069, subwayLine=BD, stationId=BRD2, trainId=205, trainMessage=Arriving, trainDirection=West, timeInt=14.399261008049537, timeString=14.40, trainDestination=KIP2, createDate=Sun Sep 17 10:11:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16592997070, subwayLine=BD, stationId=CFK2, trainId=202, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 10:11:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16592997071, subwayLine=BD, stationId=CFK2, trainId=203, trainMessage=Arriving, trainDirection=West, timeInt=3.8092272743034066, timeString=03.81, trainDestination=KIP2, createDate=Sun Sep 17 10:11:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16592997072, subwayLine=BD, stationId=CFK2, trainId=204, trainMessage=Arriving, trainDirection=West, timeInt=6.760860586996905, timeString=06.76, trainDestination=KIP2, createDate=Sun Sep 17 10:11:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16592997073, subwayLine=BD, stationId=SHE2, trainId=202, trainMessage=Arriving, trainDirection=West, timeInt=0.9627399380804954, timeString=00.96, trainDestination=KIP2, createDate=Sun Sep 17 10:11:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16592997074, subwayLine=BD, stationId=SHE2, trainId=203, trainMessage=Arriving, trainDirection=West, timeInt=4.771967212383902, timeString=04.77, trainDestination=KIP2, createDate=Sun Sep 17 10:11:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16592997075, subwayLine=BD, stationId=SHE2, trainId=204, trainMessage=Arriving, trainDirection=West, timeInt=7.7236005250774, timeString=07.72, trainDestination=KIP2, createDate=Sun Sep 17 10:11:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16592997076, subwayLine=BD, stationId=YNG2, trainId=202, trainMessage=Arriving, trainDirection=West, timeInt=2.3201156656346753, timeString=02.32, trainDestination=KIP2, createDate=Sun Sep 17 10:11:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16592997077, subwayLine=BD, stationId=YNG2, trainId=203, trainMessage=Arriving, trainDirection=West, timeInt=6.1293429399380805, timeString=06.13, trainDestination=KIP2, createDate=Sun Sep 17 10:11:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16592997078, subwayLine=BD, stationId=YNG2, trainId=204, trainMessage=Arriving, trainDirection=West, timeInt=9.08097625263158, timeString=09.08, trainDestination=KIP2, createDate=Sun Sep 17 10:11:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16592997079, subwayLine=BD, stationId=BAU2, trainId=201, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 10:11:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16592997080, subwayLine=BD, stationId=BAU2, trainId=202, trainMessage=Arriving, trainDirection=West, timeInt=3.1105917027863783, timeString=03.11, trainDestination=KIP2, createDate=Sun Sep 17 10:11:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16592997081, subwayLine=BD, stationId=BAU2, trainId=203, trainMessage=Arriving, trainDirection=West, timeInt=6.919818977089784, timeString=06.92, trainDestination=KIP2, createDate=Sun Sep 17 10:11:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16592997082, subwayLine=BD, stationId=SGL2, trainId=201, trainMessage=Arriving, trainDirection=West, timeInt=1.1280679876160993, timeString=01.13, trainDestination=KIP2, createDate=Sun Sep 17 10:11:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16592997083, subwayLine=BD, stationId=SGL2, trainId=202, trainMessage=Arriving, trainDirection=West, timeInt=4.238659690402477, timeString=04.24, trainDestination=KIP2, createDate=Sun Sep 17 10:11:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16592997084, subwayLine=BD, stationId=SGL2, trainId=203, trainMessage=Arriving, trainDirection=West, timeInt=8.047886964705883, timeString=08.05, trainDestination=KIP2, createDate=Sun Sep 17 10:11:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16592997085, subwayLine=BD, stationId=BSP2, trainId=201, trainMessage=Arriving, trainDirection=West, timeInt=1.9338312074303405, timeString=01.93, trainDestination=KIP2, createDate=Sun Sep 17 10:11:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16592997086, subwayLine=BD, stationId=BSP2, trainId=202, trainMessage=Arriving, trainDirection=West, timeInt=5.044422910216719, timeString=05.04, trainDestination=KIP2, createDate=Sun Sep 17 10:11:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16592997087, subwayLine=BD, stationId=BSP2, trainId=203, trainMessage=Arriving, trainDirection=West, timeInt=8.853650184520125, timeString=08.85, trainDestination=KIP2, createDate=Sun Sep 17 10:11:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16592997088, subwayLine=BD, stationId=BAT2, trainId=201, trainMessage=Arriving, trainDirection=West, timeInt=2.86486439628483, timeString=02.86, trainDestination=KIP2, createDate=Sun Sep 17 10:11:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16592997089, subwayLine=BD, stationId=BAT2, trainId=202, trainMessage=Arriving, trainDirection=West, timeInt=5.975456099071208, timeString=05.98, trainDestination=KIP2, createDate=Sun Sep 17 10:11:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16592997090, subwayLine=BD, stationId=BAT2, trainId=203, trainMessage=Arriving, trainDirection=West, timeInt=9.784683373374614, timeString=09.78, trainDestination=KIP2, createDate=Sun Sep 17 10:11:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16592997091, subwayLine=BD, stationId=CHR2, trainId=201, trainMessage=Arriving, trainDirection=West, timeInt=3.833266253869969, timeString=03.83, trainDestination=KIP2, createDate=Sun Sep 17 10:11:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16592997092, subwayLine=BD, stationId=CHR2, trainId=202, trainMessage=Arriving, trainDirection=West, timeInt=6.9438579566563465, timeString=06.94, trainDestination=KIP2, createDate=Sun Sep 17 10:11:03 EDT 2017, systemMessageType=Normal]
