NTASData [id=16593618300, subwayLine=BD, stationId=BSP2, trainId=210, trainMessage=Arriving, trainDirection=West, timeInt=0.15725981424148608, timeString=00.16, trainDestination=KIP2, createDate=Sun Sep 17 10:55:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593618301, subwayLine=BD, stationId=BSP2, trainId=211, trainMessage=Arriving, trainDirection=West, timeInt=4.081682972136224, timeString=04.08, trainDestination=KIP2, createDate=Sun Sep 17 10:55:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593618302, subwayLine=BD, stationId=BSP2, trainId=212, trainMessage=Arriving, trainDirection=West, timeInt=10.380883497213624, timeString=10.38, trainDestination=KIP2, createDate=Sun Sep 17 10:55:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593618303, subwayLine=BD, stationId=BAT2, trainId=210, trainMessage=Arriving, trainDirection=West, timeInt=1.0882930030959752, timeString=01.09, trainDestination=KIP2, createDate=Sun Sep 17 10:55:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593618304, subwayLine=BD, stationId=BAT2, trainId=211, trainMessage=Arriving, trainDirection=West, timeInt=5.012716160990713, timeString=05.01, trainDestination=KIP2, createDate=Sun Sep 17 10:55:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593618305, subwayLine=BD, stationId=BAT2, trainId=212, trainMessage=Arriving, trainDirection=West, timeInt=11.31191668606811, timeString=11.31, trainDestination=KIP2, createDate=Sun Sep 17 10:55:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593618306, subwayLine=BD, stationId=CHR2, trainId=210, trainMessage=Arriving, trainDirection=West, timeInt=2.0566948606811146, timeString=02.06, trainDestination=KIP2, createDate=Sun Sep 17 10:55:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593618307, subwayLine=BD, stationId=CHR2, trainId=211, trainMessage=Arriving, trainDirection=West, timeInt=5.981118018575852, timeString=05.98, trainDestination=KIP2, createDate=Sun Sep 17 10:55:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593618308, subwayLine=BD, stationId=CHR2, trainId=212, trainMessage=Arriving, trainDirection=West, timeInt=12.280318543653252, timeString=12.28, trainDestination=KIP2, createDate=Sun Sep 17 10:55:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593618309, subwayLine=BD, stationId=OSS2, trainId=209, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 10:55:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593618310, subwayLine=BD, stationId=OSS2, trainId=210, trainMessage=Arriving, trainDirection=West, timeInt=3.3753373969040257, timeString=03.38, trainDestination=KIP2, createDate=Sun Sep 17 10:55:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593618311, subwayLine=BD, stationId=OSS2, trainId=211, trainMessage=Arriving, trainDirection=West, timeInt=7.2997605547987625, timeString=07.30, trainDestination=KIP2, createDate=Sun Sep 17 10:55:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593618312, subwayLine=BD, stationId=DUF2, trainId=209, trainMessage=Arriving, trainDirection=West, timeInt=1.296226996904025, timeString=01.30, trainDestination=KIP2, createDate=Sun Sep 17 10:55:37 EDT 2017, systemMessageType=Normal]
