NTASData [id=16594226131, subwayLine=YUS, stationId=YKM2, trainId=115, trainMessage=Arriving, trainDirection=South, timeInt=2.7657777777777777, timeString=02.77, trainDestination=SHW2, createDate=Sun Sep 17 11:40:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594226132, subwayLine=YUS, stationId=LAW2, trainId=114, trainMessage=Arriving, trainDirection=South, timeInt=0.7676444444444445, timeString=00.77, trainDestination=SHW2, createDate=Sun Sep 17 11:40:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594226133, subwayLine=YUS, stationId=LAW2, trainId=115, trainMessage=Arriving, trainDirection=South, timeInt=6.278751111111111, timeString=06.28, trainDestination=SHW2, createDate=Sun Sep 17 11:40:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594226134, subwayLine=YUS, stationId=EGL2, trainId=114, trainMessage=Arriving, trainDirection=South, timeInt=5.05052, timeString=05.05, trainDestination=SHW2, createDate=Sun Sep 17 11:40:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594226135, subwayLine=YUS, stationId=EGL2, trainId=115, trainMessage=Arriving, trainDirection=South, timeInt=10.561626666666665, timeString=10.56, trainDestination=SHW2, createDate=Sun Sep 17 11:40:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594226136, subwayLine=YUS, stationId=DAV2, trainId=112, trainMessage=Arriving, trainDirection=South, timeInt=1.3546666666666667, timeString=01.35, trainDestination=SHW2, createDate=Sun Sep 17 11:40:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594226137, subwayLine=YUS, stationId=DAV2, trainId=114, trainMessage=Arriving, trainDirection=South, timeInt=6.660186666666667, timeString=06.66, trainDestination=SHW2, createDate=Sun Sep 17 11:40:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594226138, subwayLine=YUS, stationId=DAV2, trainId=115, trainMessage=Arriving, trainDirection=South, timeInt=12.171293333333335, timeString=12.17, trainDestination=SHW2, createDate=Sun Sep 17 11:40:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594226139, subwayLine=YUS, stationId=STC2, trainId=111, trainMessage=Arriving, trainDirection=South, timeInt=0.6344355555555555, timeString=00.63, trainDestination=SHW2, createDate=Sun Sep 17 11:40:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594226140, subwayLine=YUS, stationId=STC2, trainId=112, trainMessage=Arriving, trainDirection=South, timeInt=3.3938755555555553, timeString=03.39, trainDestination=SHW2, createDate=Sun Sep 17 11:40:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594226141, subwayLine=YUS, stationId=STC2, trainId=114, trainMessage=Arriving, trainDirection=South, timeInt=8.699395555555554, timeString=08.70, trainDestination=SHW2, createDate=Sun Sep 17 11:40:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594226142, subwayLine=YUS, stationId=SUM2, trainId=111, trainMessage=Arriving, trainDirection=South, timeInt=2.0386444444444445, timeString=02.04, trainDestination=SHW2, createDate=Sun Sep 17 11:40:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594226143, subwayLine=YUS, stationId=SUM2, trainId=112, trainMessage=Arriving, trainDirection=South, timeInt=4.798084444444444, timeString=04.80, trainDestination=SHW2, createDate=Sun Sep 17 11:40:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594226144, subwayLine=YUS, stationId=SUM2, trainId=114, trainMessage=Arriving, trainDirection=South, timeInt=10.103604444444445, timeString=10.10, trainDestination=SHW2, createDate=Sun Sep 17 11:40:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594226145, subwayLine=YUS, stationId=ROS2, trainId=111, trainMessage=Arriving, trainDirection=South, timeInt=3.0573377777777777, timeString=03.06, trainDestination=SHW2, createDate=Sun Sep 17 11:40:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594226146, subwayLine=YUS, stationId=ROS2, trainId=112, trainMessage=Arriving, trainDirection=South, timeInt=5.816777777777777, timeString=05.82, trainDestination=SHW2, createDate=Sun Sep 17 11:40:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594226147, subwayLine=YUS, stationId=ROS2, trainId=114, trainMessage=Arriving, trainDirection=South, timeInt=11.12229777777778, timeString=11.12, trainDestination=SHW2, createDate=Sun Sep 17 11:40:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594226148, subwayLine=YUS, stationId=BLO2, trainId=111, trainMessage=Arriving, trainDirection=South, timeInt=4.385346666666667, timeString=04.39, trainDestination=SHW2, createDate=Sun Sep 17 11:40:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594226149, subwayLine=YUS, stationId=BLO2, trainId=112, trainMessage=Arriving, trainDirection=South, timeInt=7.144786666666667, timeString=07.14, trainDestination=SHW2, createDate=Sun Sep 17 11:40:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594226150, subwayLine=YUS, stationId=BLO2, trainId=114, trainMessage=Arriving, trainDirection=South, timeInt=12.450306666666666, timeString=12.45, trainDestination=SHW2, createDate=Sun Sep 17 11:40:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594226151, subwayLine=YUS, stationId=WEL2, trainId=111, trainMessage=Arriving, trainDirection=South, timeInt=5.339693333333333, timeString=05.34, trainDestination=SHW2, createDate=Sun Sep 17 11:40:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594226152, subwayLine=YUS, stationId=WEL2, trainId=112, trainMessage=Arriving, trainDirection=South, timeInt=8.099133333333334, timeString=08.10, trainDestination=SHW2, createDate=Sun Sep 17 11:40:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594226153, subwayLine=YUS, stationId=WEL2, trainId=114, trainMessage=Arriving, trainDirection=South, timeInt=13.404653333333336, timeString=13.40, trainDestination=SHW2, createDate=Sun Sep 17 11:40:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594226154, subwayLine=YUS, stationId=COL2, trainId=110, trainMessage=Arriving, trainDirection=South, timeInt=0.6745111111111111, timeString=00.67, trainDestination=SHW2, createDate=Sun Sep 17 11:40:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594226155, subwayLine=YUS, stationId=COL2, trainId=111, trainMessage=Arriving, trainDirection=South, timeInt=6.269204444444444, timeString=06.27, trainDestination=SHW2, createDate=Sun Sep 17 11:40:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594226156, subwayLine=YUS, stationId=COL2, trainId=112, trainMessage=Arriving, trainDirection=South, timeInt=9.028644444444444, timeString=09.03, trainDestination=SHW2, createDate=Sun Sep 17 11:40:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594226157, subwayLine=YUS, stationId=DUN2, trainId=109, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 11:40:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594226158, subwayLine=YUS, stationId=DUN2, trainId=110, trainMessage=Arriving, trainDirection=South, timeInt=1.541368888888889, timeString=01.54, trainDestination=SHW2, createDate=Sun Sep 17 11:40:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594226159, subwayLine=YUS, stationId=DUN2, trainId=111, trainMessage=Arriving, trainDirection=South, timeInt=7.136062222222224, timeString=07.14, trainDestination=SHW2, createDate=Sun Sep 17 11:40:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594226160, subwayLine=YUS, stationId=QUN2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=0.7567911111111111, timeString=00.76, trainDestination=SHW2, createDate=Sun Sep 17 11:40:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594226161, subwayLine=YUS, stationId=QUN2, trainId=110, trainMessage=Arriving, trainDirection=South, timeInt=2.29816, timeString=02.30, trainDestination=SHW2, createDate=Sun Sep 17 11:40:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594226162, subwayLine=YUS, stationId=QUN2, trainId=111, trainMessage=Arriving, trainDirection=South, timeInt=7.892853333333333, timeString=07.89, trainDestination=SHW2, createDate=Sun Sep 17 11:40:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594226163, subwayLine=YUS, stationId=KNG2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=1.5824444444444445, timeString=01.58, trainDestination=SHW2, createDate=Sun Sep 17 11:40:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594226164, subwayLine=YUS, stationId=KNG2, trainId=110, trainMessage=Arriving, trainDirection=South, timeInt=3.1238133333333336, timeString=03.12, trainDestination=SHW2, createDate=Sun Sep 17 11:40:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594226165, subwayLine=YUS, stationId=KNG2, trainId=111, trainMessage=Arriving, trainDirection=South, timeInt=8.718506666666666, timeString=08.72, trainDestination=SHW2, createDate=Sun Sep 17 11:40:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594226166, subwayLine=YUS, stationId=UNI2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=2.3894711111111113, timeString=02.39, trainDestination=SHW2, createDate=Sun Sep 17 11:40:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594226167, subwayLine=YUS, stationId=UNI2, trainId=110, trainMessage=Arriving, trainDirection=South, timeInt=3.93084, timeString=03.93, trainDestination=SHW2, createDate=Sun Sep 17 11:40:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594226168, subwayLine=YUS, stationId=UNI2, trainId=111, trainMessage=Arriving, trainDirection=South, timeInt=9.525533333333334, timeString=09.53, trainDestination=SHW2, createDate=Sun Sep 17 11:40:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594226169, subwayLine=YUS, stationId=STA2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=3.31616, timeString=03.32, trainDestination=SHW2, createDate=Sun Sep 17 11:40:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594226170, subwayLine=YUS, stationId=STA2, trainId=110, trainMessage=Arriving, trainDirection=South, timeInt=4.857528888888888, timeString=04.86, trainDestination=SHW2, createDate=Sun Sep 17 11:40:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594226171, subwayLine=YUS, stationId=STA2, trainId=111, trainMessage=Arriving, trainDirection=South, timeInt=10.452222222222222, timeString=10.45, trainDestination=SHW2, createDate=Sun Sep 17 11:40:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594226172, subwayLine=YUS, stationId=OSG2, trainId=108, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 11:40:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594226173, subwayLine=YUS, stationId=OSG2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=4.011426666666667, timeString=04.01, trainDestination=SHW2, createDate=Sun Sep 17 11:40:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594226174, subwayLine=YUS, stationId=OSG2, trainId=110, trainMessage=Arriving, trainDirection=South, timeInt=5.552795555555555, timeString=05.55, trainDestination=SHW2, createDate=Sun Sep 17 11:40:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594226175, subwayLine=YUS, stationId=STP2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=0.7539688888888889, timeString=00.75, trainDestination=SHW2, createDate=Sun Sep 17 11:40:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594226176, subwayLine=YUS, stationId=STP2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=4.765395555555555, timeString=04.77, trainDestination=SHW2, createDate=Sun Sep 17 11:40:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594226177, subwayLine=YUS, stationId=STP2, trainId=110, trainMessage=Arriving, trainDirection=South, timeInt=6.306764444444443, timeString=06.31, trainDestination=SHW2, createDate=Sun Sep 17 11:40:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594226178, subwayLine=YUS, stationId=QPK2, trainId=93, trainMessage=Arriving, trainDirection=South, timeInt=0.25569333333333333, timeString=00.26, trainDestination=SHW2, createDate=Sun Sep 17 11:40:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594226179, subwayLine=YUS, stationId=QPK2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=1.8962755555555555, timeString=01.90, trainDestination=SHW2, createDate=Sun Sep 17 11:40:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594226180, subwayLine=YUS, stationId=QPK2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=5.9077022222222215, timeString=05.91, trainDestination=SHW2, createDate=Sun Sep 17 11:40:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594226181, subwayLine=YUS, stationId=MUS2, trainId=107, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 11:40:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594226182, subwayLine=YUS, stationId=MUS2, trainId=93, trainMessage=Arriving, trainDirection=South, timeInt=1.5182266666666666, timeString=01.52, trainDestination=SHW2, createDate=Sun Sep 17 11:40:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594226183, subwayLine=YUS, stationId=MUS2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=3.1588088888888888, timeString=03.16, trainDestination=SHW2, createDate=Sun Sep 17 11:40:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594226184, subwayLine=YUS, stationId=SGU2, trainId=107, trainMessage=Arriving, trainDirection=South, timeInt=1.1595222222222223, timeString=01.16, trainDestination=SHW2, createDate=Sun Sep 17 11:40:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594226185, subwayLine=YUS, stationId=SGU2, trainId=93, trainMessage=Arriving, trainDirection=South, timeInt=2.677748888888889, timeString=02.68, trainDestination=SHW2, createDate=Sun Sep 17 11:40:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594226186, subwayLine=YUS, stationId=SGU2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=4.318331111111111, timeString=04.32, trainDestination=SHW2, createDate=Sun Sep 17 11:40:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594226187, subwayLine=YUS, stationId=SPA2, trainId=107, trainMessage=Arriving, trainDirection=South, timeInt=2.3272288888888886, timeString=02.33, trainDestination=SHW2, createDate=Sun Sep 17 11:40:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594226188, subwayLine=YUS, stationId=SPA2, trainId=93, trainMessage=Arriving, trainDirection=South, timeInt=3.8454555555555556, timeString=03.85, trainDestination=SHW2, createDate=Sun Sep 17 11:40:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16594226189, subwayLine=YUS, stationId=SPA2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=5.486037777777778, timeString=05.49, trainDestination=SHW2, createDate=Sun Sep 17 11:40:49 EDT 2017, systemMessageType=Normal]
