NTASData [id=16594388601, subwayLine=YUS, stationId=STC2, trainId=115, trainMessage=Arriving, trainDirection=South, timeInt=1.784208888888889, timeString=01.78, trainDestination=SHW2, createDate=Sun Sep 17 11:52:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16594388602, subwayLine=YUS, stationId=STC2, trainId=117, trainMessage=Arriving, trainDirection=South, timeInt=6.059053333333333, timeString=06.06, trainDestination=SHW2, createDate=Sun Sep 17 11:52:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16594388603, subwayLine=YUS, stationId=STC2, trainId=16, trainMessage=Arriving, trainDirection=South, timeInt=11.444724444444443, timeString=11.44, trainDestination=SHW2, createDate=Sun Sep 17 11:52:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16594388604, subwayLine=YUS, stationId=SUM2, trainId=115, trainMessage=Arriving, trainDirection=South, timeInt=3.1884177777777776, timeString=03.19, trainDestination=SHW2, createDate=Sun Sep 17 11:52:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16594388605, subwayLine=YUS, stationId=SUM2, trainId=117, trainMessage=Arriving, trainDirection=South, timeInt=7.463262222222222, timeString=07.46, trainDestination=SHW2, createDate=Sun Sep 17 11:52:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16594388606, subwayLine=YUS, stationId=SUM2, trainId=16, trainMessage=Arriving, trainDirection=South, timeInt=12.848933333333331, timeString=12.85, trainDestination=SHW2, createDate=Sun Sep 17 11:52:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16594388607, subwayLine=YUS, stationId=ROS2, trainId=115, trainMessage=Arriving, trainDirection=South, timeInt=4.207111111111111, timeString=04.21, trainDestination=SHW2, createDate=Sun Sep 17 11:52:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16594388608, subwayLine=YUS, stationId=ROS2, trainId=117, trainMessage=Arriving, trainDirection=South, timeInt=8.481955555555556, timeString=08.48, trainDestination=SHW2, createDate=Sun Sep 17 11:52:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16594388609, subwayLine=YUS, stationId=ROS2, trainId=16, trainMessage=Arriving, trainDirection=South, timeInt=13.867626666666665, timeString=13.87, trainDestination=SHW2, createDate=Sun Sep 17 11:52:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16594388610, subwayLine=YUS, stationId=BLO2, trainId=114, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 11:52:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16594388611, subwayLine=YUS, stationId=BLO2, trainId=115, trainMessage=Arriving, trainDirection=South, timeInt=5.53512, timeString=05.54, trainDestination=SHW2, createDate=Sun Sep 17 11:52:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16594388612, subwayLine=YUS, stationId=BLO2, trainId=117, trainMessage=Arriving, trainDirection=South, timeInt=9.809964444444445, timeString=09.81, trainDestination=SHW2, createDate=Sun Sep 17 11:52:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16594388613, subwayLine=YUS, stationId=WEL2, trainId=114, trainMessage=Arriving, trainDirection=South, timeInt=0.9543466666666667, timeString=00.95, trainDestination=SHW2, createDate=Sun Sep 17 11:52:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16594388614, subwayLine=YUS, stationId=WEL2, trainId=115, trainMessage=Arriving, trainDirection=South, timeInt=6.489466666666667, timeString=06.49, trainDestination=SHW2, createDate=Sun Sep 17 11:52:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16594388615, subwayLine=YUS, stationId=WEL2, trainId=117, trainMessage=Arriving, trainDirection=South, timeInt=10.76431111111111, timeString=10.76, trainDestination=SHW2, createDate=Sun Sep 17 11:52:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16594388616, subwayLine=YUS, stationId=COL2, trainId=112, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 11:52:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16594388617, subwayLine=YUS, stationId=COL2, trainId=114, trainMessage=Arriving, trainDirection=South, timeInt=1.8838577777777779, timeString=01.88, trainDestination=SHW2, createDate=Sun Sep 17 11:52:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16594388618, subwayLine=YUS, stationId=COL2, trainId=115, trainMessage=Arriving, trainDirection=South, timeInt=7.418977777777778, timeString=07.42, trainDestination=SHW2, createDate=Sun Sep 17 11:52:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16594388619, subwayLine=YUS, stationId=DUN2, trainId=112, trainMessage=Arriving, trainDirection=South, timeInt=0.8668577777777778, timeString=00.87, trainDestination=SHW2, createDate=Sun Sep 17 11:52:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16594388620, subwayLine=YUS, stationId=DUN2, trainId=114, trainMessage=Arriving, trainDirection=South, timeInt=2.7507155555555554, timeString=02.75, trainDestination=SHW2, createDate=Sun Sep 17 11:52:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16594388621, subwayLine=YUS, stationId=DUN2, trainId=115, trainMessage=Arriving, trainDirection=South, timeInt=8.285835555555556, timeString=08.29, trainDestination=SHW2, createDate=Sun Sep 17 11:52:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16594388622, subwayLine=YUS, stationId=QUN2, trainId=112, trainMessage=Arriving, trainDirection=South, timeInt=1.623648888888889, timeString=01.62, trainDestination=SHW2, createDate=Sun Sep 17 11:52:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16594388623, subwayLine=YUS, stationId=QUN2, trainId=114, trainMessage=Arriving, trainDirection=South, timeInt=3.5075066666666666, timeString=03.51, trainDestination=SHW2, createDate=Sun Sep 17 11:52:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16594388624, subwayLine=YUS, stationId=QUN2, trainId=115, trainMessage=Arriving, trainDirection=South, timeInt=9.042626666666667, timeString=09.04, trainDestination=SHW2, createDate=Sun Sep 17 11:52:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16594388625, subwayLine=YUS, stationId=KNG2, trainId=111, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 11:52:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16594388626, subwayLine=YUS, stationId=KNG2, trainId=112, trainMessage=Arriving, trainDirection=South, timeInt=2.4493022222222223, timeString=02.45, trainDestination=SHW2, createDate=Sun Sep 17 11:52:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16594388627, subwayLine=YUS, stationId=KNG2, trainId=114, trainMessage=Arriving, trainDirection=South, timeInt=4.3331599999999995, timeString=04.33, trainDestination=SHW2, createDate=Sun Sep 17 11:52:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16594388628, subwayLine=YUS, stationId=UNI2, trainId=111, trainMessage=Arriving, trainDirection=South, timeInt=0.8070266666666667, timeString=00.81, trainDestination=SHW2, createDate=Sun Sep 17 11:52:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16594388629, subwayLine=YUS, stationId=UNI2, trainId=112, trainMessage=Arriving, trainDirection=South, timeInt=3.256328888888889, timeString=03.26, trainDestination=SHW2, createDate=Sun Sep 17 11:52:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16594388630, subwayLine=YUS, stationId=UNI2, trainId=114, trainMessage=Arriving, trainDirection=South, timeInt=5.140186666666667, timeString=05.14, trainDestination=SHW2, createDate=Sun Sep 17 11:52:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16594388631, subwayLine=YUS, stationId=STA2, trainId=110, trainMessage=Arriving, trainDirection=South, timeInt=0.6716888888888889, timeString=00.67, trainDestination=SHW2, createDate=Sun Sep 17 11:52:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16594388632, subwayLine=YUS, stationId=STA2, trainId=111, trainMessage=Arriving, trainDirection=South, timeInt=1.7337155555555555, timeString=01.73, trainDestination=SHW2, createDate=Sun Sep 17 11:52:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16594388633, subwayLine=YUS, stationId=STA2, trainId=112, trainMessage=Arriving, trainDirection=South, timeInt=4.183017777777778, timeString=04.18, trainDestination=SHW2, createDate=Sun Sep 17 11:52:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16594388634, subwayLine=YUS, stationId=OSG2, trainId=110, trainMessage=Arriving, trainDirection=South, timeInt=1.3669555555555557, timeString=01.37, trainDestination=SHW2, createDate=Sun Sep 17 11:52:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16594388635, subwayLine=YUS, stationId=OSG2, trainId=111, trainMessage=Arriving, trainDirection=South, timeInt=2.4289822222222224, timeString=02.43, trainDestination=SHW2, createDate=Sun Sep 17 11:52:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16594388636, subwayLine=YUS, stationId=OSG2, trainId=112, trainMessage=Arriving, trainDirection=South, timeInt=4.878284444444445, timeString=04.88, trainDestination=SHW2, createDate=Sun Sep 17 11:52:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16594388637, subwayLine=YUS, stationId=STP2, trainId=110, trainMessage=Arriving, trainDirection=South, timeInt=2.1209244444444444, timeString=02.12, trainDestination=SHW2, createDate=Sun Sep 17 11:52:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16594388638, subwayLine=YUS, stationId=STP2, trainId=111, trainMessage=Arriving, trainDirection=South, timeInt=3.182951111111111, timeString=03.18, trainDestination=SHW2, createDate=Sun Sep 17 11:52:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16594388639, subwayLine=YUS, stationId=STP2, trainId=112, trainMessage=Arriving, trainDirection=South, timeInt=5.632253333333333, timeString=05.63, trainDestination=SHW2, createDate=Sun Sep 17 11:52:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16594388640, subwayLine=YUS, stationId=QPK2, trainId=110, trainMessage=Arriving, trainDirection=South, timeInt=3.263231111111111, timeString=03.26, trainDestination=SHW2, createDate=Sun Sep 17 11:52:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16594388641, subwayLine=YUS, stationId=QPK2, trainId=111, trainMessage=Arriving, trainDirection=South, timeInt=4.325257777777778, timeString=04.33, trainDestination=SHW2, createDate=Sun Sep 17 11:52:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16594388642, subwayLine=YUS, stationId=QPK2, trainId=112, trainMessage=Arriving, trainDirection=South, timeInt=6.774559999999999, timeString=06.77, trainDestination=SHW2, createDate=Sun Sep 17 11:52:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16594388643, subwayLine=YUS, stationId=MUS2, trainId=94, trainMessage=Arriving, trainDirection=South, timeInt=0.6412088888888888, timeString=00.64, trainDestination=SHW2, createDate=Sun Sep 17 11:52:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16594388644, subwayLine=YUS, stationId=MUS2, trainId=110, trainMessage=Arriving, trainDirection=South, timeInt=4.5257644444444445, timeString=04.53, trainDestination=SHW2, createDate=Sun Sep 17 11:52:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16594388645, subwayLine=YUS, stationId=MUS2, trainId=111, trainMessage=Arriving, trainDirection=South, timeInt=5.587791111111111, timeString=05.59, trainDestination=SHW2, createDate=Sun Sep 17 11:52:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16594388646, subwayLine=YUS, stationId=SGU2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=0.7363177777777778, timeString=00.74, trainDestination=SHW2, createDate=Sun Sep 17 11:52:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16594388647, subwayLine=YUS, stationId=SGU2, trainId=94, trainMessage=Arriving, trainDirection=South, timeInt=1.8007311111111113, timeString=01.80, trainDestination=SHW2, createDate=Sun Sep 17 11:52:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16594388648, subwayLine=YUS, stationId=SGU2, trainId=110, trainMessage=Arriving, trainDirection=South, timeInt=5.685286666666666, timeString=05.69, trainDestination=SHW2, createDate=Sun Sep 17 11:52:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16594388649, subwayLine=YUS, stationId=SPA2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=1.9040244444444445, timeString=01.90, trainDestination=SHW2, createDate=Sun Sep 17 11:52:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16594388650, subwayLine=YUS, stationId=SPA2, trainId=94, trainMessage=Arriving, trainDirection=South, timeInt=2.968437777777778, timeString=02.97, trainDestination=SHW2, createDate=Sun Sep 17 11:52:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16594388651, subwayLine=YUS, stationId=SPA2, trainId=110, trainMessage=Arriving, trainDirection=South, timeInt=6.852993333333334, timeString=06.85, trainDestination=SHW2, createDate=Sun Sep 17 11:52:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16594388652, subwayLine=YUS, stationId=DUP2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=2.9018333333333333, timeString=02.90, trainDestination=SHW2, createDate=Sun Sep 17 11:52:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16594388653, subwayLine=YUS, stationId=DUP2, trainId=94, trainMessage=Arriving, trainDirection=South, timeInt=3.9662466666666667, timeString=03.97, trainDestination=SHW2, createDate=Sun Sep 17 11:52:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16594388654, subwayLine=YUS, stationId=DUP2, trainId=110, trainMessage=Arriving, trainDirection=South, timeInt=7.850802222222223, timeString=07.85, trainDestination=SHW2, createDate=Sun Sep 17 11:52:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16594388655, subwayLine=YUS, stationId=SCW2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=5.526371111111112, timeString=05.53, trainDestination=SHW2, createDate=Sun Sep 17 11:52:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16594388656, subwayLine=YUS, stationId=SCW2, trainId=94, trainMessage=Arriving, trainDirection=South, timeInt=6.590784444444445, timeString=06.59, trainDestination=SHW2, createDate=Sun Sep 17 11:52:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16594388657, subwayLine=YUS, stationId=SCW2, trainId=110, trainMessage=Arriving, trainDirection=South, timeInt=10.47534, timeString=10.48, trainDestination=SHW2, createDate=Sun Sep 17 11:52:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16594388658, subwayLine=YUS, stationId=EGW2, trainId=93, trainMessage=Arriving, trainDirection=South, timeInt=2.3380185185185183, timeString=02.34, trainDestination=SHW2, createDate=Sun Sep 17 11:52:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16594388659, subwayLine=YUS, stationId=EGW2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=10.339542222222223, timeString=10.34, trainDestination=SHW2, createDate=Sun Sep 17 11:52:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16594388660, subwayLine=YUS, stationId=EGW2, trainId=94, trainMessage=Arriving, trainDirection=South, timeInt=11.403955555555557, timeString=11.40, trainDestination=SHW2, createDate=Sun Sep 17 11:52:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16594388661, subwayLine=YUS, stationId=GCN2, trainId=93, trainMessage=Arriving, trainDirection=South, timeInt=4.157658518518518, timeString=04.16, trainDestination=SHW2, createDate=Sun Sep 17 11:52:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16594388662, subwayLine=YUS, stationId=GCN2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=12.159182222222224, timeString=12.16, trainDestination=SHW2, createDate=Sun Sep 17 11:52:53 EDT 2017, systemMessageType=Normal]
