NTASData [id=16593790558, subwayLine=YUS, stationId=SUM2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=0.41599555555555556, timeString=00.42, trainDestination=SHW2, createDate=Sun Sep 17 11:08:55 EDT 2017, systemMessageType=Normal]
NTASData [id=16593790559, subwayLine=YUS, stationId=SUM2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=2.853702222222222, timeString=02.85, trainDestination=SHW2, createDate=Sun Sep 17 11:08:55 EDT 2017, systemMessageType=Normal]
NTASData [id=16593790560, subwayLine=YUS, stationId=SUM2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=8.118017777777778, timeString=08.12, trainDestination=SHW2, createDate=Sun Sep 17 11:08:55 EDT 2017, systemMessageType=Normal]
NTASData [id=16593790561, subwayLine=YUS, stationId=ROS2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=1.4346888888888891, timeString=01.43, trainDestination=SHW2, createDate=Sun Sep 17 11:08:55 EDT 2017, systemMessageType=Normal]
NTASData [id=16593790562, subwayLine=YUS, stationId=ROS2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=3.8723955555555554, timeString=03.87, trainDestination=SHW2, createDate=Sun Sep 17 11:08:55 EDT 2017, systemMessageType=Normal]
NTASData [id=16593790563, subwayLine=YUS, stationId=ROS2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=9.136711111111111, timeString=09.14, trainDestination=SHW2, createDate=Sun Sep 17 11:08:55 EDT 2017, systemMessageType=Normal]
NTASData [id=16593790564, subwayLine=YUS, stationId=BLO2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=2.7626977777777775, timeString=02.76, trainDestination=SHW2, createDate=Sun Sep 17 11:08:55 EDT 2017, systemMessageType=Normal]
NTASData [id=16593790565, subwayLine=YUS, stationId=BLO2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=5.200404444444445, timeString=05.20, trainDestination=SHW2, createDate=Sun Sep 17 11:08:55 EDT 2017, systemMessageType=Normal]
NTASData [id=16593790566, subwayLine=YUS, stationId=BLO2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=10.46472, timeString=10.46, trainDestination=SHW2, createDate=Sun Sep 17 11:08:55 EDT 2017, systemMessageType=Normal]
NTASData [id=16593790567, subwayLine=YUS, stationId=WEL2, trainId=102, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 11:08:55 EDT 2017, systemMessageType=Normal]
NTASData [id=16593790568, subwayLine=YUS, stationId=WEL2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=3.717044444444445, timeString=03.72, trainDestination=SHW2, createDate=Sun Sep 17 11:08:55 EDT 2017, systemMessageType=Normal]
NTASData [id=16593790569, subwayLine=YUS, stationId=WEL2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=6.154751111111111, timeString=06.15, trainDestination=SHW2, createDate=Sun Sep 17 11:08:55 EDT 2017, systemMessageType=Normal]
NTASData [id=16593790570, subwayLine=YUS, stationId=COL2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=0.9295111111111111, timeString=00.93, trainDestination=SHW2, createDate=Sun Sep 17 11:08:55 EDT 2017, systemMessageType=Normal]
NTASData [id=16593790571, subwayLine=YUS, stationId=COL2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=4.646555555555556, timeString=04.65, trainDestination=SHW2, createDate=Sun Sep 17 11:08:55 EDT 2017, systemMessageType=Normal]
NTASData [id=16593790572, subwayLine=YUS, stationId=COL2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=7.084262222222222, timeString=07.08, trainDestination=SHW2, createDate=Sun Sep 17 11:08:55 EDT 2017, systemMessageType=Normal]
NTASData [id=16593790573, subwayLine=YUS, stationId=DUN2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=1.7963688888888891, timeString=01.80, trainDestination=SHW2, createDate=Sun Sep 17 11:08:55 EDT 2017, systemMessageType=Normal]
