NTASData [id=16594000345, subwayLine=YUS, stationId=WIL2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=0.4154311111111111, timeString=00.42, trainDestination=SHW2, createDate=Sun Sep 17 11:24:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16594000346, subwayLine=YUS, stationId=WIL2, trainId=192, trainMessage=Arriving, trainDirection=South, timeInt=5.409813333333333, timeString=05.41, trainDestination=SHW2, createDate=Sun Sep 17 11:24:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16594000347, subwayLine=YUS, stationId=WIL2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=18.99973333333333, timeString=19.00, trainDestination=SHW2, createDate=Sun Sep 17 11:24:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16594000348, subwayLine=YUS, stationId=SHW2, trainId=124, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 11:24:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16594000349, subwayLine=YUS, stationId=SHW2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=0.44531481481481483, timeString=00.45, trainDestination=SHW2, createDate=Sun Sep 17 11:24:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16594000350, subwayLine=YUS, stationId=SHW2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=2.1653148148148147, timeString=02.17, trainDestination=SHW2, createDate=Sun Sep 17 11:24:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16594000351, subwayLine=YUS, stationId=SHW1, trainId=532, trainMessage=Delayed, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 11:24:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16594000352, subwayLine=YUS, stationId=SHW1, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=0.44531481481481483, timeString=00.45, trainDestination=SHW2, createDate=Sun Sep 17 11:24:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16594000353, subwayLine=YUS, stationId=SHW1, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=2.1653148148148147, timeString=02.17, trainDestination=SHW2, createDate=Sun Sep 17 11:24:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16594000354, subwayLine=YUS, stationId=WIL1, trainId=123, trainMessage=Arriving, trainDirection=North, timeInt=0.8368688, timeString=00.84, trainDestination=FIN1, createDate=Sun Sep 17 11:24:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16594000355, subwayLine=YUS, stationId=YKD1, trainId=120, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 11:24:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16594000356, subwayLine=YUS, stationId=YKD1, trainId=122, trainMessage=Arriving, trainDirection=North, timeInt=1.3716, timeString=01.37, trainDestination=FIN1, createDate=Sun Sep 17 11:24:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16594000357, subwayLine=YUS, stationId=YKD1, trainId=123, trainMessage=Arriving, trainDirection=North, timeInt=2.852371022222222, timeString=02.85, trainDestination=FIN1, createDate=Sun Sep 17 11:24:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16594000358, subwayLine=YUS, stationId=LWW1, trainId=121, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 11:24:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16594000359, subwayLine=YUS, stationId=LWW1, trainId=120, trainMessage=Arriving, trainDirection=North, timeInt=2.0183244444444446, timeString=02.02, trainDestination=FIN1, createDate=Sun Sep 17 11:24:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16594000360, subwayLine=YUS, stationId=LWW1, trainId=122, trainMessage=Arriving, trainDirection=North, timeInt=3.389924444444444, timeString=03.39, trainDestination=FIN1, createDate=Sun Sep 17 11:24:05 EDT 2017, systemMessageType=Normal]
