NTASData [id=16593560286, subwayLine=BD, stationId=OML2, trainId=206, trainMessage=Arriving, trainDirection=West, timeInt=0.9812106501547988, timeString=00.98, trainDestination=KIP2, createDate=Sun Sep 17 10:51:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593560287, subwayLine=BD, stationId=OML2, trainId=207, trainMessage=Arriving, trainDirection=West, timeInt=5.234619640866875, timeString=05.23, trainDestination=KIP2, createDate=Sun Sep 17 10:51:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593560288, subwayLine=BD, stationId=OML2, trainId=208, trainMessage=Arriving, trainDirection=West, timeInt=9.487786699690403, timeString=09.49, trainDestination=KIP2, createDate=Sun Sep 17 10:51:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593560289, subwayLine=BD, stationId=RYK2, trainId=205, trainMessage=Arriving, trainDirection=West, timeInt=1.8327293721362232, timeString=01.83, trainDestination=KIP2, createDate=Sun Sep 17 10:51:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593560290, subwayLine=BD, stationId=RYK2, trainId=206, trainMessage=Arriving, trainDirection=West, timeInt=3.3984637374613005, timeString=03.40, trainDestination=KIP2, createDate=Sun Sep 17 10:51:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593560291, subwayLine=BD, stationId=RYK2, trainId=207, trainMessage=Arriving, trainDirection=West, timeInt=7.651872728173377, timeString=07.65, trainDestination=KIP2, createDate=Sun Sep 17 10:51:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593560292, subwayLine=BD, stationId=ISL2, trainId=205, trainMessage=Arriving, trainDirection=West, timeInt=4.060223227244582, timeString=04.06, trainDestination=KIP2, createDate=Sun Sep 17 10:51:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593560293, subwayLine=BD, stationId=ISL2, trainId=206, trainMessage=Arriving, trainDirection=West, timeInt=5.62595759256966, timeString=05.63, trainDestination=KIP2, createDate=Sun Sep 17 10:51:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593560294, subwayLine=BD, stationId=ISL2, trainId=207, trainMessage=Arriving, trainDirection=West, timeInt=9.879366583281735, timeString=09.88, trainDestination=KIP2, createDate=Sun Sep 17 10:51:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593560295, subwayLine=BD, stationId=KIP2, trainId=203, trainMessage=Delayed, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KEN1, createDate=Sun Sep 17 10:51:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593560296, subwayLine=BD, stationId=KIP2, trainId=205, trainMessage=Arriving, trainDirection=West, timeInt=6.408621711455109, timeString=06.41, trainDestination=KIP2, createDate=Sun Sep 17 10:51:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593560297, subwayLine=BD, stationId=KIP2, trainId=206, trainMessage=Arriving, trainDirection=West, timeInt=7.974356076780187, timeString=07.97, trainDestination=KIP2, createDate=Sun Sep 17 10:51:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593560298, subwayLine=BD, stationId=KIP1, trainId=204, trainMessage=AtStation, trainDirection=East, timeInt=0.0, timeString=00.00, trainDestination=KEN1, createDate=Sun Sep 17 10:51:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593560299, subwayLine=BD, stationId=KIP1, trainId=205, trainMessage=Arriving, trainDirection=West, timeInt=6.408621711455109, timeString=06.41, trainDestination=KIP2, createDate=Sun Sep 17 10:51:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593560300, subwayLine=BD, stationId=KIP1, trainId=206, trainMessage=Arriving, trainDirection=West, timeInt=7.974356076780187, timeString=07.97, trainDestination=KIP2, createDate=Sun Sep 17 10:51:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593560301, subwayLine=BD, stationId=OML1, trainId=202, trainMessage=Arriving, trainDirection=East, timeInt=0.5127094588235295, timeString=00.51, trainDestination=KEN1, createDate=Sun Sep 17 10:51:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593560302, subwayLine=BD, stationId=JNE1, trainId=202, trainMessage=Arriving, trainDirection=East, timeInt=2.10845199752322, timeString=02.11, trainDestination=KEN1, createDate=Sun Sep 17 10:51:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593560303, subwayLine=BD, stationId=RUN1, trainId=201, trainMessage=AtStation, trainDirection=East, timeInt=0.0, timeString=00.00, trainDestination=KEN1, createDate=Sun Sep 17 10:51:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593560304, subwayLine=BD, stationId=RUN1, trainId=202, trainMessage=Arriving, trainDirection=East, timeInt=3.238388418575852, timeString=03.24, trainDestination=KEN1, createDate=Sun Sep 17 10:51:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593560305, subwayLine=BD, stationId=HPK1, trainId=201, trainMessage=Arriving, trainDirection=East, timeInt=1.224886811145511, timeString=01.22, trainDestination=KEN1, createDate=Sun Sep 17 10:51:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593560306, subwayLine=BD, stationId=HPK1, trainId=202, trainMessage=Arriving, trainDirection=East, timeInt=4.463275229721362, timeString=04.46, trainDestination=KEN1, createDate=Sun Sep 17 10:51:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593560307, subwayLine=BD, stationId=KEL1, trainId=201, trainMessage=Arriving, trainDirection=East, timeInt=2.467042476780186, timeString=02.47, trainDestination=KEN1, createDate=Sun Sep 17 10:51:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593560308, subwayLine=BD, stationId=KEL1, trainId=202, trainMessage=Arriving, trainDirection=East, timeInt=5.705430895356038, timeString=05.71, trainDestination=KEN1, createDate=Sun Sep 17 10:51:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593560309, subwayLine=BD, stationId=DNW1, trainId=201, trainMessage=Arriving, trainDirection=East, timeInt=3.417184643962849, timeString=03.42, trainDestination=KEN1, createDate=Sun Sep 17 10:51:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593560310, subwayLine=BD, stationId=DNW1, trainId=202, trainMessage=Arriving, trainDirection=East, timeInt=6.6555730625387, timeString=06.66, trainDestination=KEN1, createDate=Sun Sep 17 10:51:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593560311, subwayLine=BD, stationId=LAN1, trainId=201, trainMessage=Arriving, trainDirection=East, timeInt=4.838540061919506, timeString=04.84, trainDestination=KEN1, createDate=Sun Sep 17 10:51:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593560312, subwayLine=BD, stationId=LAN1, trainId=202, trainMessage=Arriving, trainDirection=East, timeInt=8.076928480495356, timeString=08.08, trainDestination=KEN1, createDate=Sun Sep 17 10:51:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593560313, subwayLine=BD, stationId=DUF1, trainId=222, trainMessage=AtStation, trainDirection=East, timeInt=0.0, timeString=00.00, trainDestination=KEN1, createDate=Sun Sep 17 10:51:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593560314, subwayLine=BD, stationId=DUF1, trainId=201, trainMessage=Arriving, trainDirection=East, timeInt=5.718049783281735, timeString=05.72, trainDestination=KEN1, createDate=Sun Sep 17 10:51:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593560315, subwayLine=BD, stationId=DUF1, trainId=202, trainMessage=Arriving, trainDirection=East, timeInt=8.956438201857585, timeString=08.96, trainDestination=KEN1, createDate=Sun Sep 17 10:51:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593560316, subwayLine=BD, stationId=OSS1, trainId=222, trainMessage=Arriving, trainDirection=East, timeInt=1.2497992569659444, timeString=01.25, trainDestination=KEN1, createDate=Sun Sep 17 10:51:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593560317, subwayLine=BD, stationId=OSS1, trainId=201, trainMessage=Arriving, trainDirection=East, timeInt=6.967849040247678, timeString=06.97, trainDestination=KEN1, createDate=Sun Sep 17 10:51:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593560318, subwayLine=BD, stationId=OSS1, trainId=202, trainMessage=Arriving, trainDirection=East, timeInt=10.20623745882353, timeString=10.21, trainDestination=KEN1, createDate=Sun Sep 17 10:51:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593560319, subwayLine=BD, stationId=CHR1, trainId=222, trainMessage=Arriving, trainDirection=East, timeInt=2.4832752000000005, timeString=02.48, trainDestination=KEN1, createDate=Sun Sep 17 10:51:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593560320, subwayLine=BD, stationId=CHR1, trainId=201, trainMessage=Arriving, trainDirection=East, timeInt=8.201324983281735, timeString=08.20, trainDestination=KEN1, createDate=Sun Sep 17 10:51:19 EDT 2017, systemMessageType=Normal]
