NTASData [id=16593550986, subwayLine=YUS, stationId=QPK1, trainId=4, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 10:50:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16593550987, subwayLine=YUS, stationId=STP1, trainId=4, trainMessage=Arriving, trainDirection=North, timeInt=1.1507733333333334, timeString=01.15, trainDestination=FIN1, createDate=Sun Sep 17 10:50:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16593550988, subwayLine=YUS, stationId=OSG1, trainId=112, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 10:50:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16593550989, subwayLine=YUS, stationId=OSG1, trainId=4, trainMessage=Arriving, trainDirection=North, timeInt=1.90192, timeString=01.90, trainDestination=FIN1, createDate=Sun Sep 17 10:50:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16593550990, subwayLine=YUS, stationId=STA1, trainId=112, trainMessage=Arriving, trainDirection=North, timeInt=0.8338377777777778, timeString=00.83, trainDestination=FIN1, createDate=Sun Sep 17 10:50:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16593550991, subwayLine=YUS, stationId=STA1, trainId=4, trainMessage=Arriving, trainDirection=North, timeInt=2.7357577777777777, timeString=02.74, trainDestination=FIN1, createDate=Sun Sep 17 10:50:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16593550992, subwayLine=YUS, stationId=UNI1, trainId=112, trainMessage=Arriving, trainDirection=North, timeInt=1.740771111111111, timeString=01.74, trainDestination=FIN1, createDate=Sun Sep 17 10:50:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16593550993, subwayLine=YUS, stationId=UNI1, trainId=4, trainMessage=Arriving, trainDirection=North, timeInt=3.6426911111111115, timeString=03.64, trainDestination=FIN1, createDate=Sun Sep 17 10:50:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16593550994, subwayLine=YUS, stationId=KNG1, trainId=112, trainMessage=Arriving, trainDirection=North, timeInt=2.5356622222222223, timeString=02.54, trainDestination=FIN1, createDate=Sun Sep 17 10:50:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16593550995, subwayLine=YUS, stationId=KNG1, trainId=4, trainMessage=Arriving, trainDirection=North, timeInt=4.437582222222223, timeString=04.44, trainDestination=FIN1, createDate=Sun Sep 17 10:50:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16593550996, subwayLine=YUS, stationId=QUN1, trainId=111, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 10:50:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16593550997, subwayLine=YUS, stationId=QUN1, trainId=112, trainMessage=Arriving, trainDirection=North, timeInt=3.3613155555555556, timeString=03.36, trainDestination=FIN1, createDate=Sun Sep 17 10:50:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16593550998, subwayLine=YUS, stationId=QUN1, trainId=4, trainMessage=Arriving, trainDirection=North, timeInt=5.263235555555556, timeString=05.26, trainDestination=FIN1, createDate=Sun Sep 17 10:50:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16593550999, subwayLine=YUS, stationId=DUN1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=0.7545333333333333, timeString=00.75, trainDestination=FIN1, createDate=Sun Sep 17 10:50:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16593551000, subwayLine=YUS, stationId=DUN1, trainId=112, trainMessage=Arriving, trainDirection=North, timeInt=4.115848888888889, timeString=04.12, trainDestination=FIN1, createDate=Sun Sep 17 10:50:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16593551001, subwayLine=YUS, stationId=DUN1, trainId=4, trainMessage=Arriving, trainDirection=North, timeInt=6.017768888888888, timeString=06.02, trainDestination=FIN1, createDate=Sun Sep 17 10:50:38 EDT 2017, systemMessageType=Normal]
