NTASData [id=16594600653, subwayLine=YUS, stationId=FIN2, trainId=118, trainMessage=Arriving, trainDirection=South, timeInt=0.2765777777777778, timeString=00.28, trainDestination=FIN2, createDate=Sun Sep 17 12:09:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16594600654, subwayLine=YUS, stationId=FIN2, trainId=119, trainMessage=Arriving, trainDirection=North, timeInt=11.169275555555554, timeString=11.17, trainDestination=FIN1, createDate=Sun Sep 17 12:09:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16594600655, subwayLine=YUS, stationId=FIN2, trainId=121, trainMessage=Arriving, trainDirection=North, timeInt=15.461182222222224, timeString=15.46, trainDestination=FIN1, createDate=Sun Sep 17 12:09:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16594600656, subwayLine=YUS, stationId=SHP2, trainId=101, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 12:09:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16594600657, subwayLine=YUS, stationId=YKM2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=3.5807066666666665, timeString=03.58, trainDestination=SHW2, createDate=Sun Sep 17 12:09:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16594600658, subwayLine=YUS, stationId=LAW2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=7.093679999999999, timeString=07.09, trainDestination=SHW2, createDate=Sun Sep 17 12:09:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16594600659, subwayLine=YUS, stationId=EGL2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=0.49106666666666665, timeString=00.49, trainDestination=SHW2, createDate=Sun Sep 17 12:09:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16594600660, subwayLine=YUS, stationId=EGL2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=11.376555555555555, timeString=11.38, trainDestination=SHW2, createDate=Sun Sep 17 12:09:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16594600661, subwayLine=YUS, stationId=DAV2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=2.1007333333333333, timeString=02.10, trainDestination=SHW2, createDate=Sun Sep 17 12:09:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16594600662, subwayLine=YUS, stationId=DAV2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=12.986222222222223, timeString=12.99, trainDestination=SHW2, createDate=Sun Sep 17 12:09:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16594600663, subwayLine=YUS, stationId=STC2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=4.139942222222222, timeString=04.14, trainDestination=SHW2, createDate=Sun Sep 17 12:09:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16594600664, subwayLine=YUS, stationId=STC2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=15.02543111111111, timeString=15.03, trainDestination=SHW2, createDate=Sun Sep 17 12:09:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16594600665, subwayLine=YUS, stationId=SUM2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=5.544151111111111, timeString=05.54, trainDestination=SHW2, createDate=Sun Sep 17 12:09:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16594600666, subwayLine=YUS, stationId=SUM2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=16.42964, timeString=16.43, trainDestination=SHW2, createDate=Sun Sep 17 12:09:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16594600667, subwayLine=YUS, stationId=ROS2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=6.562844444444444, timeString=06.56, trainDestination=SHW2, createDate=Sun Sep 17 12:09:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16594600668, subwayLine=YUS, stationId=ROS2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=17.44833333333333, timeString=17.45, trainDestination=SHW2, createDate=Sun Sep 17 12:09:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16594600669, subwayLine=YUS, stationId=BLO2, trainId=16, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 12:09:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16594600670, subwayLine=YUS, stationId=BLO2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=7.890853333333332, timeString=07.89, trainDestination=SHW2, createDate=Sun Sep 17 12:09:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16594600671, subwayLine=YUS, stationId=BLO2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=18.77634222222222, timeString=18.78, trainDestination=SHW2, createDate=Sun Sep 17 12:09:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16594600672, subwayLine=YUS, stationId=WEL2, trainId=16, trainMessage=Arriving, trainDirection=South, timeInt=0.9543466666666667, timeString=00.95, trainDestination=SHW2, createDate=Sun Sep 17 12:09:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16594600673, subwayLine=YUS, stationId=WEL2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=8.845199999999998, timeString=08.85, trainDestination=SHW2, createDate=Sun Sep 17 12:09:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16594600674, subwayLine=YUS, stationId=WEL2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=19.730688888888885, timeString=19.73, trainDestination=SHW2, createDate=Sun Sep 17 12:09:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16594600675, subwayLine=YUS, stationId=COL2, trainId=16, trainMessage=Arriving, trainDirection=South, timeInt=1.8838577777777779, timeString=01.88, trainDestination=SHW2, createDate=Sun Sep 17 12:09:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16594600676, subwayLine=YUS, stationId=COL2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=9.77471111111111, timeString=09.77, trainDestination=SHW2, createDate=Sun Sep 17 12:09:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16594600677, subwayLine=YUS, stationId=COL2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=20.6602, timeString=20.66, trainDestination=SHW2, createDate=Sun Sep 17 12:09:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16594600678, subwayLine=YUS, stationId=DUN2, trainId=16, trainMessage=Arriving, trainDirection=South, timeInt=2.7507155555555554, timeString=02.75, trainDestination=SHW2, createDate=Sun Sep 17 12:09:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16594600679, subwayLine=YUS, stationId=DUN2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=10.641568888888889, timeString=10.64, trainDestination=SHW2, createDate=Sun Sep 17 12:09:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16594600680, subwayLine=YUS, stationId=DUN2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=21.527057777777777, timeString=21.53, trainDestination=SHW2, createDate=Sun Sep 17 12:09:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16594600681, subwayLine=YUS, stationId=QUN2, trainId=117, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 12:09:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16594600682, subwayLine=YUS, stationId=QUN2, trainId=16, trainMessage=Arriving, trainDirection=South, timeInt=3.5075066666666666, timeString=03.51, trainDestination=SHW2, createDate=Sun Sep 17 12:09:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16594600683, subwayLine=YUS, stationId=QUN2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=11.39836, timeString=11.40, trainDestination=SHW2, createDate=Sun Sep 17 12:09:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16594600684, subwayLine=YUS, stationId=KNG2, trainId=117, trainMessage=Arriving, trainDirection=South, timeInt=0.8256533333333334, timeString=00.83, trainDestination=SHW2, createDate=Sun Sep 17 12:09:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16594600685, subwayLine=YUS, stationId=KNG2, trainId=16, trainMessage=Arriving, trainDirection=South, timeInt=4.3331599999999995, timeString=04.33, trainDestination=SHW2, createDate=Sun Sep 17 12:09:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16594600686, subwayLine=YUS, stationId=KNG2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=12.224013333333332, timeString=12.22, trainDestination=SHW2, createDate=Sun Sep 17 12:09:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16594600687, subwayLine=YUS, stationId=UNI2, trainId=117, trainMessage=Arriving, trainDirection=South, timeInt=1.6326800000000001, timeString=01.63, trainDestination=SHW2, createDate=Sun Sep 17 12:09:24 EDT 2017, systemMessageType=Normal]
NTASData [id=16594600688, subwayLine=YUS, stationId=UNI2, trainId=16, trainMessage=Arriving, trainDirection=South, timeInt=5.140186666666667, timeString=05.14, trainDestination=SHW2, createDate=Sun Sep 17 12:09:24 EDT 2017, systemMessageType=Normal]
