NTASData [id=16593678895, subwayLine=YUS, stationId=LAW2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=2.555804444444444, timeString=02.56, trainDestination=SHW2, createDate=Sun Sep 17 11:00:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16593678896, subwayLine=YUS, stationId=EGL2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=6.838679999999999, timeString=06.84, trainDestination=SHW2, createDate=Sun Sep 17 11:00:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16593678897, subwayLine=YUS, stationId=DAV2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=8.448346666666666, timeString=08.45, trainDestination=SHW2, createDate=Sun Sep 17 11:00:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16593678898, subwayLine=YUS, stationId=STC2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=10.487555555555558, timeString=10.49, trainDestination=SHW2, createDate=Sun Sep 17 11:00:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16593678899, subwayLine=YUS, stationId=SUM2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=11.891764444444444, timeString=11.89, trainDestination=SHW2, createDate=Sun Sep 17 11:00:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16593678900, subwayLine=YUS, stationId=ROS2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=12.91045777777778, timeString=12.91, trainDestination=SHW2, createDate=Sun Sep 17 11:00:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16593678901, subwayLine=YUS, stationId=BLO2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=14.238466666666666, timeString=14.24, trainDestination=SHW2, createDate=Sun Sep 17 11:00:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16593678902, subwayLine=YUS, stationId=WEL2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=15.192813333333334, timeString=15.19, trainDestination=SHW2, createDate=Sun Sep 17 11:00:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16593678903, subwayLine=YUS, stationId=COL2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=16.122324444444445, timeString=16.12, trainDestination=SHW2, createDate=Sun Sep 17 11:00:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16593678904, subwayLine=YUS, stationId=DUN2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=16.989182222222222, timeString=16.99, trainDestination=SHW2, createDate=Sun Sep 17 11:00:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16593678905, subwayLine=YUS, stationId=QUN2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=17.745973333333332, timeString=17.75, trainDestination=SHW2, createDate=Sun Sep 17 11:00:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16593678906, subwayLine=YUS, stationId=KNG2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=18.571626666666667, timeString=18.57, trainDestination=SHW2, createDate=Sun Sep 17 11:00:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16593678907, subwayLine=YUS, stationId=UNI2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=19.378653333333332, timeString=19.38, trainDestination=SHW2, createDate=Sun Sep 17 11:00:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16593678908, subwayLine=YUS, stationId=STA2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=20.305342222222222, timeString=20.31, trainDestination=SHW2, createDate=Sun Sep 17 11:00:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16593678909, subwayLine=YUS, stationId=OSG2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=21.000608888888888, timeString=21.00, trainDestination=SHW2, createDate=Sun Sep 17 11:00:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16593678910, subwayLine=YUS, stationId=STP2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=21.75457777777778, timeString=21.75, trainDestination=SHW2, createDate=Sun Sep 17 11:00:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16593678911, subwayLine=YUS, stationId=QPK2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=22.896884444444446, timeString=22.90, trainDestination=SHW2, createDate=Sun Sep 17 11:00:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16593678912, subwayLine=YUS, stationId=MUS2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=24.159417777777776, timeString=24.16, trainDestination=SHW2, createDate=Sun Sep 17 11:00:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16593678913, subwayLine=YUS, stationId=SGU2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=0.3654777777777778, timeString=00.37, trainDestination=SHW2, createDate=Sun Sep 17 11:00:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16593678914, subwayLine=YUS, stationId=SGU2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=25.318939999999998, timeString=25.32, trainDestination=SHW2, createDate=Sun Sep 17 11:00:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16593678915, subwayLine=YUS, stationId=SPA2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=1.5331844444444447, timeString=01.53, trainDestination=SHW2, createDate=Sun Sep 17 11:00:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16593678916, subwayLine=YUS, stationId=SPA2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=26.486646666666665, timeString=26.49, trainDestination=SHW2, createDate=Sun Sep 17 11:00:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16593678917, subwayLine=YUS, stationId=DUP2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=2.530993333333333, timeString=02.53, trainDestination=SHW2, createDate=Sun Sep 17 11:00:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16593678918, subwayLine=YUS, stationId=DUP2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=27.484455555555552, timeString=27.48, trainDestination=SHW2, createDate=Sun Sep 17 11:00:38 EDT 2017, systemMessageType=Normal]
