NTASData [id=16594031525, subwayLine=YUS, stationId=WIL1, trainId=124, trainMessage=Arriving, trainDirection=North, timeInt=2.7868502814814815, timeString=02.79, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031526, subwayLine=YUS, stationId=YKD1, trainId=122, trainMessage=Delayed, trainDirection=North, timeInt=1.0103555555555555, timeString=01.01, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031527, subwayLine=YUS, stationId=YKD1, trainId=123, trainMessage=Arriving, trainDirection=North, timeInt=1.50114, timeString=01.50, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031528, subwayLine=YUS, stationId=YKD1, trainId=124, trainMessage=Arriving, trainDirection=North, timeInt=4.802352503703703, timeString=04.80, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031529, subwayLine=YUS, stationId=LWW1, trainId=120, trainMessage=Arriving, trainDirection=North, timeInt=1.5437407407407409, timeString=01.54, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031530, subwayLine=YUS, stationId=LWW1, trainId=122, trainMessage=Delayed, trainDirection=North, timeInt=3.02868, timeString=03.03, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031531, subwayLine=YUS, stationId=LWW1, trainId=123, trainMessage=Arriving, trainDirection=North, timeInt=3.5194644444444445, timeString=03.52, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031532, subwayLine=YUS, stationId=GCN1, trainId=120, trainMessage=Arriving, trainDirection=North, timeInt=2.9022296296296295, timeString=02.90, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031533, subwayLine=YUS, stationId=GCN1, trainId=122, trainMessage=Delayed, trainDirection=North, timeInt=4.38716888888889, timeString=04.39, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031534, subwayLine=YUS, stationId=GCN1, trainId=123, trainMessage=Arriving, trainDirection=North, timeInt=4.877953333333333, timeString=04.88, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031535, subwayLine=YUS, stationId=EGW1, trainId=121, trainMessage=Arriving, trainDirection=North, timeInt=0.2779814814814815, timeString=00.28, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031536, subwayLine=YUS, stationId=EGW1, trainId=120, trainMessage=Arriving, trainDirection=North, timeInt=4.722434074074074, timeString=04.72, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031537, subwayLine=YUS, stationId=EGW1, trainId=122, trainMessage=Delayed, trainDirection=North, timeInt=6.207373333333333, timeString=06.21, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031538, subwayLine=YUS, stationId=SCW1, trainId=119, trainMessage=Arriving, trainDirection=North, timeInt=2.287648148148148, timeString=02.29, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031539, subwayLine=YUS, stationId=SCW1, trainId=121, trainMessage=Arriving, trainDirection=North, timeInt=4.9774170370370365, timeString=04.98, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031540, subwayLine=YUS, stationId=SCW1, trainId=120, trainMessage=Arriving, trainDirection=North, timeInt=9.421869629629631, timeString=09.42, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031541, subwayLine=YUS, stationId=DUP1, trainId=118, trainMessage=Arriving, trainDirection=North, timeInt=0.27875925925925926, timeString=00.28, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031542, subwayLine=YUS, stationId=DUP1, trainId=194, trainMessage=Arriving, trainDirection=North, timeInt=2.075314814814815, timeString=02.08, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031543, subwayLine=YUS, stationId=DUP1, trainId=119, trainMessage=Arriving, trainDirection=North, timeInt=4.912185925925926, timeString=04.91, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031544, subwayLine=YUS, stationId=SPA1, trainId=118, trainMessage=Arriving, trainDirection=North, timeInt=1.2793903703703702, timeString=01.28, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031545, subwayLine=YUS, stationId=SPA1, trainId=194, trainMessage=Arriving, trainDirection=North, timeInt=3.075945925925926, timeString=03.08, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031546, subwayLine=YUS, stationId=SPA1, trainId=119, trainMessage=Arriving, trainDirection=North, timeInt=5.912817037037037, timeString=05.91, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031547, subwayLine=YUS, stationId=SGU1, trainId=118, trainMessage=Arriving, trainDirection=North, timeInt=2.408997037037037, timeString=02.41, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031548, subwayLine=YUS, stationId=SGU1, trainId=194, trainMessage=Arriving, trainDirection=North, timeInt=4.205552592592593, timeString=04.21, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031549, subwayLine=YUS, stationId=SGU1, trainId=119, trainMessage=Arriving, trainDirection=North, timeInt=7.042423703703704, timeString=07.04, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031550, subwayLine=YUS, stationId=MUS1, trainId=118, trainMessage=Arriving, trainDirection=North, timeInt=3.6109937037037034, timeString=03.61, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031551, subwayLine=YUS, stationId=MUS1, trainId=194, trainMessage=Arriving, trainDirection=North, timeInt=5.407549259259259, timeString=05.41, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031552, subwayLine=YUS, stationId=MUS1, trainId=119, trainMessage=Arriving, trainDirection=North, timeInt=8.24442037037037, timeString=08.24, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031553, subwayLine=YUS, stationId=QPK1, trainId=3, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031554, subwayLine=YUS, stationId=QPK1, trainId=118, trainMessage=Arriving, trainDirection=North, timeInt=4.873527037037037, timeString=04.87, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031555, subwayLine=YUS, stationId=QPK1, trainId=194, trainMessage=Arriving, trainDirection=North, timeInt=6.670082592592593, timeString=06.67, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031556, subwayLine=YUS, stationId=STP1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=1.1507733333333334, timeString=01.15, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031557, subwayLine=YUS, stationId=STP1, trainId=118, trainMessage=Arriving, trainDirection=North, timeInt=6.024300370370371, timeString=06.02, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031558, subwayLine=YUS, stationId=STP1, trainId=194, trainMessage=Arriving, trainDirection=North, timeInt=7.820855925925926, timeString=07.82, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031559, subwayLine=YUS, stationId=OSG1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=1.90192, timeString=01.90, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031560, subwayLine=YUS, stationId=OSG1, trainId=118, trainMessage=Arriving, trainDirection=North, timeInt=6.775447037037036, timeString=06.78, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031561, subwayLine=YUS, stationId=OSG1, trainId=194, trainMessage=Arriving, trainDirection=North, timeInt=8.572002592592593, timeString=08.57, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031562, subwayLine=YUS, stationId=STA1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=2.7357577777777777, timeString=02.74, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031563, subwayLine=YUS, stationId=STA1, trainId=118, trainMessage=Arriving, trainDirection=North, timeInt=7.609284814814815, timeString=07.61, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031564, subwayLine=YUS, stationId=STA1, trainId=194, trainMessage=Arriving, trainDirection=North, timeInt=9.40584037037037, timeString=09.41, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031565, subwayLine=YUS, stationId=UNI1, trainId=101, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031566, subwayLine=YUS, stationId=UNI1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=3.6426911111111115, timeString=03.64, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031567, subwayLine=YUS, stationId=UNI1, trainId=118, trainMessage=Arriving, trainDirection=North, timeInt=8.516218148148148, timeString=08.52, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031568, subwayLine=YUS, stationId=KNG1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=0.7948911111111111, timeString=00.79, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031569, subwayLine=YUS, stationId=KNG1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=4.437582222222223, timeString=04.44, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031570, subwayLine=YUS, stationId=KNG1, trainId=118, trainMessage=Arriving, trainDirection=North, timeInt=9.31110925925926, timeString=09.31, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031571, subwayLine=YUS, stationId=QUN1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=1.6205444444444443, timeString=01.62, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031572, subwayLine=YUS, stationId=QUN1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=5.263235555555556, timeString=05.26, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031573, subwayLine=YUS, stationId=QUN1, trainId=118, trainMessage=Arriving, trainDirection=North, timeInt=10.136762592592591, timeString=10.14, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031574, subwayLine=YUS, stationId=DUN1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=2.375077777777778, timeString=02.38, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031575, subwayLine=YUS, stationId=DUN1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=6.017768888888888, timeString=06.02, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031576, subwayLine=YUS, stationId=DUN1, trainId=118, trainMessage=Arriving, trainDirection=North, timeInt=10.891295925925924, timeString=10.89, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031577, subwayLine=YUS, stationId=COL1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=3.2419355555555556, timeString=03.24, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031578, subwayLine=YUS, stationId=COL1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=6.884626666666668, timeString=06.88, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031579, subwayLine=YUS, stationId=COL1, trainId=118, trainMessage=Arriving, trainDirection=North, timeInt=11.7581537037037, timeString=11.76, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031580, subwayLine=YUS, stationId=WEL1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=4.1595933333333335, timeString=04.16, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031581, subwayLine=YUS, stationId=WEL1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=7.802284444444444, timeString=07.80, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031582, subwayLine=YUS, stationId=WEL1, trainId=118, trainMessage=Arriving, trainDirection=North, timeInt=12.67581148148148, timeString=12.68, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031583, subwayLine=YUS, stationId=BLO1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=0.2737555555555556, timeString=00.27, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031584, subwayLine=YUS, stationId=BLO1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=5.1139399999999995, timeString=05.11, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031585, subwayLine=YUS, stationId=BLO1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=8.75663111111111, timeString=08.76, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031586, subwayLine=YUS, stationId=ROS1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=1.6023288888888887, timeString=01.60, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031587, subwayLine=YUS, stationId=ROS1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=6.442513333333334, timeString=06.44, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031588, subwayLine=YUS, stationId=ROS1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=10.085204444444445, timeString=10.09, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031589, subwayLine=YUS, stationId=SUM1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=2.6317466666666665, timeString=02.63, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031590, subwayLine=YUS, stationId=SUM1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=7.471931111111111, timeString=07.47, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031591, subwayLine=YUS, stationId=SUM1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=11.114622222222222, timeString=11.11, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031592, subwayLine=YUS, stationId=STC1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=0.7518400000000001, timeString=00.75, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031593, subwayLine=YUS, stationId=STC1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=4.039906666666666, timeString=04.04, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031594, subwayLine=YUS, stationId=STC1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=8.88009111111111, timeString=08.88, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031595, subwayLine=YUS, stationId=DAV1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=2.7842755555555554, timeString=02.78, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031596, subwayLine=YUS, stationId=DAV1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=6.072342222222222, timeString=06.07, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031597, subwayLine=YUS, stationId=DAV1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=10.912526666666666, timeString=10.91, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031598, subwayLine=YUS, stationId=EGL1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=4.398457777777778, timeString=04.40, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031599, subwayLine=YUS, stationId=EGL1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=7.686524444444444, timeString=07.69, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031600, subwayLine=YUS, stationId=EGL1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=12.526708888888887, timeString=12.53, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031601, subwayLine=YUS, stationId=LAW1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=8.690364444444445, timeString=08.69, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031602, subwayLine=YUS, stationId=LAW1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=11.978431111111112, timeString=11.98, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031603, subwayLine=YUS, stationId=LAW1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=16.818615555555553, timeString=16.82, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031604, subwayLine=YUS, stationId=YKM1, trainId=117, trainMessage=Arriving, trainDirection=North, timeInt=1.3405555555555555, timeString=01.34, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594031605, subwayLine=YUS, stationId=YKM1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=12.205031111111111, timeString=12.21, trainDestination=FIN1, createDate=Sun Sep 17 11:26:22 EDT 2017, systemMessageType=Normal]
