NTASData [id=16594498948, subwayLine=BD, stationId=CHR2, trainId=201, trainMessage=Arriving, trainDirection=West, timeInt=0.2802650154798762, timeString=00.28, trainDestination=KIP2, createDate=Sun Sep 17 12:01:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16594498949, subwayLine=BD, stationId=CHR2, trainId=202, trainMessage=Arriving, trainDirection=West, timeInt=3.9085697832817337, timeString=03.91, trainDestination=KIP2, createDate=Sun Sep 17 12:01:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16594498950, subwayLine=BD, stationId=CHR2, trainId=203, trainMessage=Arriving, trainDirection=West, timeInt=8.737863930650155, timeString=08.74, trainDestination=KIP2, createDate=Sun Sep 17 12:01:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16594498951, subwayLine=BD, stationId=OSS2, trainId=201, trainMessage=Arriving, trainDirection=West, timeInt=1.5989075517027866, timeString=01.60, trainDestination=KIP2, createDate=Sun Sep 17 12:01:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16594498952, subwayLine=BD, stationId=OSS2, trainId=202, trainMessage=Arriving, trainDirection=West, timeInt=5.227212319504644, timeString=05.23, trainDestination=KIP2, createDate=Sun Sep 17 12:01:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16594498953, subwayLine=BD, stationId=OSS2, trainId=203, trainMessage=Arriving, trainDirection=West, timeInt=10.056506466873065, timeString=10.06, trainDestination=KIP2, createDate=Sun Sep 17 12:01:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16594498954, subwayLine=BD, stationId=DUF2, trainId=201, trainMessage=Arriving, trainDirection=West, timeInt=2.895134548606811, timeString=02.90, trainDestination=KIP2, createDate=Sun Sep 17 12:01:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16594498955, subwayLine=BD, stationId=DUF2, trainId=202, trainMessage=Arriving, trainDirection=West, timeInt=6.523439316408668, timeString=06.52, trainDestination=KIP2, createDate=Sun Sep 17 12:01:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16594498956, subwayLine=BD, stationId=DUF2, trainId=203, trainMessage=Arriving, trainDirection=West, timeInt=11.352733463777092, timeString=11.35, trainDestination=KIP2, createDate=Sun Sep 17 12:01:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16594498957, subwayLine=BD, stationId=LAN2, trainId=201, trainMessage=Arriving, trainDirection=West, timeInt=3.720856034674923, timeString=03.72, trainDestination=KIP2, createDate=Sun Sep 17 12:01:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16594498958, subwayLine=BD, stationId=LAN2, trainId=202, trainMessage=Arriving, trainDirection=West, timeInt=7.349160802476781, timeString=07.35, trainDestination=KIP2, createDate=Sun Sep 17 12:01:43 EDT 2017, systemMessageType=Normal]
