NTASData [id=16593044844, subwayLine=SHEP, stationId=BSS1, trainId=462, trainMessage=Arriving, trainDirection=East, timeInt=1.532214765100671, timeString=01.53, trainDestination=DML1, createDate=Sun Sep 17 10:14:11 EDT 2017, systemMessageType=Normal]
NTASData [id=16593044845, subwayLine=SHEP, stationId=LES1, trainId=462, trainMessage=Arriving, trainDirection=East, timeInt=3.1201006711409396, timeString=03.12, trainDestination=DML1, createDate=Sun Sep 17 10:14:11 EDT 2017, systemMessageType=Normal]
NTASData [id=16593044846, subwayLine=SHEP, stationId=DML1, trainId=461, trainMessage=Arriving, trainDirection=West, timeInt=0.5899328859060402, timeString=00.59, trainDestination=DML2, createDate=Sun Sep 17 10:14:11 EDT 2017, systemMessageType=Normal]
NTASData [id=16593044847, subwayLine=SHEP, stationId=DML1, trainId=462, trainMessage=Arriving, trainDirection=East, timeInt=6.624765100671141, timeString=06.62, trainDestination=DML1, createDate=Sun Sep 17 10:14:11 EDT 2017, systemMessageType=Normal]
NTASData [id=16593044848, subwayLine=SHEP, stationId=DML2, trainId=461, trainMessage=Arriving, trainDirection=West, timeInt=0.5899328859060402, timeString=00.59, trainDestination=DML2, createDate=Sun Sep 17 10:14:11 EDT 2017, systemMessageType=Normal]
NTASData [id=16593044849, subwayLine=SHEP, stationId=DML2, trainId=462, trainMessage=Arriving, trainDirection=East, timeInt=6.624765100671141, timeString=06.62, trainDestination=DML1, createDate=Sun Sep 17 10:14:11 EDT 2017, systemMessageType=Normal]
NTASData [id=16593044850, subwayLine=SHEP, stationId=LES2, trainId=464, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=YIE2, createDate=Sun Sep 17 10:14:11 EDT 2017, systemMessageType=Normal]
NTASData [id=16593044851, subwayLine=SHEP, stationId=BSS2, trainId=464, trainMessage=Arriving, trainDirection=West, timeInt=1.5959395973154362, timeString=01.60, trainDestination=YIE2, createDate=Sun Sep 17 10:14:11 EDT 2017, systemMessageType=Normal]
NTASData [id=16593044852, subwayLine=SHEP, stationId=BYV2, trainId=464, trainMessage=Arriving, trainDirection=West, timeInt=3.3871812080536916, timeString=03.39, trainDestination=YIE2, createDate=Sun Sep 17 10:14:11 EDT 2017, systemMessageType=Normal]
NTASData [id=16593044853, subwayLine=SHEP, stationId=YIE2, trainId=463, trainMessage=Arriving, trainDirection=East, timeInt=0.3322147651006711, timeString=00.33, trainDestination=YIE1, createDate=Sun Sep 17 10:14:11 EDT 2017, systemMessageType=Normal]
NTASData [id=16593044854, subwayLine=SHEP, stationId=YIE2, trainId=464, trainMessage=Arriving, trainDirection=West, timeInt=7.528087248322147, timeString=07.53, trainDestination=YIE2, createDate=Sun Sep 17 10:14:11 EDT 2017, systemMessageType=Normal]
NTASData [id=16593044855, subwayLine=SHEP, stationId=YIE1, trainId=463, trainMessage=Arriving, trainDirection=East, timeInt=0.3322147651006711, timeString=00.33, trainDestination=YIE1, createDate=Sun Sep 17 10:14:11 EDT 2017, systemMessageType=Normal]
NTASData [id=16593044856, subwayLine=SHEP, stationId=YIE1, trainId=464, trainMessage=Arriving, trainDirection=West, timeInt=7.528087248322147, timeString=07.53, trainDestination=YIE2, createDate=Sun Sep 17 10:14:11 EDT 2017, systemMessageType=Normal]
