NTASData [id=16593345932, subwayLine=BD, stationId=WDB2, trainId=209, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 10:35:09 EDT 2017, systemMessageType=Normal]
NTASData [id=16593345933, subwayLine=BD, stationId=WDB2, trainId=210, trainMessage=Arriving, trainDirection=West, timeInt=7.07159851393189, timeString=07.07, trainDestination=KIP2, createDate=Sun Sep 17 10:35:09 EDT 2017, systemMessageType=Normal]
NTASData [id=16593345934, subwayLine=BD, stationId=COX2, trainId=209, trainMessage=Arriving, trainDirection=West, timeInt=1.3072677399380805, timeString=01.31, trainDestination=KIP2, createDate=Sun Sep 17 10:35:09 EDT 2017, systemMessageType=Normal]
NTASData [id=16593345935, subwayLine=BD, stationId=COX2, trainId=210, trainMessage=Arriving, trainDirection=West, timeInt=8.37886625386997, timeString=08.38, trainDestination=KIP2, createDate=Sun Sep 17 10:35:09 EDT 2017, systemMessageType=Normal]
NTASData [id=16593345936, subwayLine=BD, stationId=GWD2, trainId=209, trainMessage=Arriving, trainDirection=West, timeInt=2.2501909597523224, timeString=02.25, trainDestination=KIP2, createDate=Sun Sep 17 10:35:09 EDT 2017, systemMessageType=Normal]
NTASData [id=16593345937, subwayLine=BD, stationId=GWD2, trainId=210, trainMessage=Arriving, trainDirection=West, timeInt=9.32178947368421, timeString=09.32, trainDestination=KIP2, createDate=Sun Sep 17 10:35:09 EDT 2017, systemMessageType=Normal]
NTASData [id=16593345938, subwayLine=BD, stationId=DON2, trainId=208, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 10:35:09 EDT 2017, systemMessageType=Normal]
NTASData [id=16593345939, subwayLine=BD, stationId=DON2, trainId=209, trainMessage=Arriving, trainDirection=West, timeInt=3.441672445820434, timeString=03.44, trainDestination=KIP2, createDate=Sun Sep 17 10:35:09 EDT 2017, systemMessageType=Normal]
NTASData [id=16593345940, subwayLine=BD, stationId=DON2, trainId=210, trainMessage=Arriving, trainDirection=West, timeInt=10.513270959752324, timeString=10.51, trainDestination=KIP2, createDate=Sun Sep 17 10:35:09 EDT 2017, systemMessageType=Normal]
NTASData [id=16593345941, subwayLine=BD, stationId=PAP2, trainId=208, trainMessage=Arriving, trainDirection=West, timeInt=0.9304669969040249, timeString=00.93, trainDestination=KIP2, createDate=Sun Sep 17 10:35:09 EDT 2017, systemMessageType=Normal]
NTASData [id=16593345942, subwayLine=BD, stationId=PAP2, trainId=209, trainMessage=Arriving, trainDirection=West, timeInt=4.372139442724459, timeString=04.37, trainDestination=KIP2, createDate=Sun Sep 17 10:35:09 EDT 2017, systemMessageType=Normal]
NTASData [id=16593345943, subwayLine=BD, stationId=PAP2, trainId=210, trainMessage=Arriving, trainDirection=West, timeInt=11.443737956656348, timeString=11.44, trainDestination=KIP2, createDate=Sun Sep 17 10:35:09 EDT 2017, systemMessageType=Normal]
NTASData [id=16593345944, subwayLine=BD, stationId=CHE2, trainId=208, trainMessage=Arriving, trainDirection=West, timeInt=1.9580359133126939, timeString=01.96, trainDestination=KIP2, createDate=Sun Sep 17 10:35:09 EDT 2017, systemMessageType=Normal]
NTASData [id=16593345945, subwayLine=BD, stationId=CHE2, trainId=209, trainMessage=Arriving, trainDirection=West, timeInt=5.399708359133127, timeString=05.40, trainDestination=KIP2, createDate=Sun Sep 17 10:35:09 EDT 2017, systemMessageType=Normal]
NTASData [id=16593345946, subwayLine=BD, stationId=CHE2, trainId=210, trainMessage=Arriving, trainDirection=West, timeInt=12.471306873065018, timeString=12.47, trainDestination=KIP2, createDate=Sun Sep 17 10:35:09 EDT 2017, systemMessageType=Normal]
