NTASData [id=16593900586, subwayLine=BD, stationId=LAN2, trainId=213, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 11:16:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593900587, subwayLine=BD, stationId=LAN2, trainId=214, trainMessage=Arriving, trainDirection=West, timeInt=6.430017644582044, timeString=06.43, trainDestination=KIP2, createDate=Sun Sep 17 11:16:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593900588, subwayLine=BD, stationId=LAN2, trainId=215, trainMessage=Arriving, trainDirection=West, timeInt=8.06433331021672, timeString=08.06, trainDestination=KIP2, createDate=Sun Sep 17 11:16:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593900589, subwayLine=BD, stationId=DNW2, trainId=212, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 11:16:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593900590, subwayLine=BD, stationId=DNW2, trainId=213, trainMessage=Arriving, trainDirection=West, timeInt=1.3834205572755418, timeString=01.38, trainDestination=KIP2, createDate=Sun Sep 17 11:16:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593900591, subwayLine=BD, stationId=DNW2, trainId=214, trainMessage=Arriving, trainDirection=West, timeInt=7.813438201857586, timeString=07.81, trainDestination=KIP2, createDate=Sun Sep 17 11:16:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593900592, subwayLine=BD, stationId=KEL2, trainId=212, trainMessage=Arriving, trainDirection=West, timeInt=1.1358531269349847, timeString=01.14, trainDestination=KIP2, createDate=Sun Sep 17 11:16:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593900593, subwayLine=BD, stationId=KEL2, trainId=213, trainMessage=Arriving, trainDirection=West, timeInt=2.5192736842105266, timeString=02.52, trainDestination=KIP2, createDate=Sun Sep 17 11:16:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593900594, subwayLine=BD, stationId=KEL2, trainId=214, trainMessage=Arriving, trainDirection=West, timeInt=8.94929132879257, timeString=08.95, trainDestination=KIP2, createDate=Sun Sep 17 11:16:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593900595, subwayLine=BD, stationId=HPK2, trainId=212, trainMessage=Arriving, trainDirection=West, timeInt=2.331581052631579, timeString=02.33, trainDestination=KIP2, createDate=Sun Sep 17 11:16:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593900596, subwayLine=BD, stationId=HPK2, trainId=213, trainMessage=Arriving, trainDirection=West, timeInt=3.7150016099071217, timeString=03.72, trainDestination=KIP2, createDate=Sun Sep 17 11:16:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593900597, subwayLine=BD, stationId=HPK2, trainId=214, trainMessage=Arriving, trainDirection=West, timeInt=10.145019254489165, timeString=10.15, trainDestination=KIP2, createDate=Sun Sep 17 11:16:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593900598, subwayLine=BD, stationId=RUN2, trainId=212, trainMessage=Arriving, trainDirection=West, timeInt=3.551938328173375, timeString=03.55, trainDestination=KIP2, createDate=Sun Sep 17 11:16:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593900599, subwayLine=BD, stationId=RUN2, trainId=213, trainMessage=Arriving, trainDirection=West, timeInt=4.935358885448918, timeString=04.94, trainDestination=KIP2, createDate=Sun Sep 17 11:16:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593900600, subwayLine=BD, stationId=RUN2, trainId=214, trainMessage=Arriving, trainDirection=West, timeInt=11.36537653003096, timeString=11.37, trainDestination=KIP2, createDate=Sun Sep 17 11:16:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593900601, subwayLine=BD, stationId=JNE2, trainId=212, trainMessage=Arriving, trainDirection=West, timeInt=4.766803541795666, timeString=04.77, trainDestination=KIP2, createDate=Sun Sep 17 11:16:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593900602, subwayLine=BD, stationId=JNE2, trainId=213, trainMessage=Arriving, trainDirection=West, timeInt=6.15022409907121, timeString=06.15, trainDestination=KIP2, createDate=Sun Sep 17 11:16:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593900603, subwayLine=BD, stationId=JNE2, trainId=214, trainMessage=Arriving, trainDirection=West, timeInt=12.580241743653252, timeString=12.58, trainDestination=KIP2, createDate=Sun Sep 17 11:16:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593900604, subwayLine=BD, stationId=OML2, trainId=212, trainMessage=Arriving, trainDirection=West, timeInt=6.370472767801857, timeString=06.37, trainDestination=KIP2, createDate=Sun Sep 17 11:16:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593900605, subwayLine=BD, stationId=OML2, trainId=213, trainMessage=Arriving, trainDirection=West, timeInt=7.753893325077401, timeString=07.75, trainDestination=KIP2, createDate=Sun Sep 17 11:16:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593900606, subwayLine=BD, stationId=OML2, trainId=214, trainMessage=Arriving, trainDirection=West, timeInt=14.183910969659443, timeString=14.18, trainDestination=KIP2, createDate=Sun Sep 17 11:16:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593900607, subwayLine=BD, stationId=RYK2, trainId=212, trainMessage=Arriving, trainDirection=West, timeInt=8.78772585510836, timeString=08.79, trainDestination=KIP2, createDate=Sun Sep 17 11:16:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593900608, subwayLine=BD, stationId=RYK2, trainId=213, trainMessage=Arriving, trainDirection=West, timeInt=10.171146412383903, timeString=10.17, trainDestination=KIP2, createDate=Sun Sep 17 11:16:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593900609, subwayLine=BD, stationId=RYK2, trainId=214, trainMessage=Arriving, trainDirection=West, timeInt=16.601164056965946, timeString=16.60, trainDestination=KIP2, createDate=Sun Sep 17 11:16:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593900610, subwayLine=BD, stationId=ISL2, trainId=211, trainMessage=Arriving, trainDirection=West, timeInt=1.9724938551083593, timeString=01.97, trainDestination=KIP2, createDate=Sun Sep 17 11:16:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593900611, subwayLine=BD, stationId=ISL2, trainId=212, trainMessage=Arriving, trainDirection=West, timeInt=11.01521971021672, timeString=11.02, trainDestination=KIP2, createDate=Sun Sep 17 11:16:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593900612, subwayLine=BD, stationId=ISL2, trainId=213, trainMessage=Arriving, trainDirection=West, timeInt=12.398640267492262, timeString=12.40, trainDestination=KIP2, createDate=Sun Sep 17 11:16:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593900613, subwayLine=BD, stationId=KIP2, trainId=209, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KEN1, createDate=Sun Sep 17 11:16:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593900614, subwayLine=BD, stationId=KIP2, trainId=211, trainMessage=Arriving, trainDirection=West, timeInt=4.320892339318886, timeString=04.32, trainDestination=KIP2, createDate=Sun Sep 17 11:16:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593900615, subwayLine=BD, stationId=KIP2, trainId=212, trainMessage=Arriving, trainDirection=West, timeInt=13.363618194427243, timeString=13.36, trainDestination=KIP2, createDate=Sun Sep 17 11:16:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593900616, subwayLine=BD, stationId=KIP1, trainId=210, trainMessage=AtStation, trainDirection=East, timeInt=0.0, timeString=00.00, trainDestination=KEN1, createDate=Sun Sep 17 11:16:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593900617, subwayLine=BD, stationId=KIP1, trainId=211, trainMessage=Arriving, trainDirection=West, timeInt=4.320892339318886, timeString=04.32, trainDestination=KIP2, createDate=Sun Sep 17 11:16:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593900618, subwayLine=BD, stationId=KIP1, trainId=212, trainMessage=Arriving, trainDirection=West, timeInt=13.363618194427243, timeString=13.36, trainDestination=KIP2, createDate=Sun Sep 17 11:16:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593900619, subwayLine=BD, stationId=ISL1, trainId=208, trainMessage=Arriving, trainDirection=East, timeInt=0.7617150167182664, timeString=00.76, trainDestination=KEN1, createDate=Sun Sep 17 11:16:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593900620, subwayLine=BD, stationId=RYK1, trainId=208, trainMessage=Arriving, trainDirection=East, timeInt=2.766621830340558, timeString=02.77, trainDestination=KEN1, createDate=Sun Sep 17 11:16:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593900621, subwayLine=BD, stationId=OML1, trainId=207, trainMessage=Arriving, trainDirection=East, timeInt=0.2610144891640867, timeString=00.26, trainDestination=KEN1, createDate=Sun Sep 17 11:16:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593900622, subwayLine=BD, stationId=OML1, trainId=208, trainMessage=Arriving, trainDirection=East, timeInt=5.18560746501548, timeString=05.19, trainDestination=KEN1, createDate=Sun Sep 17 11:16:53 EDT 2017, systemMessageType=Normal]
