NTASData [id=16594353612, subwayLine=YUS, stationId=OSG1, trainId=107, trainMessage=Arriving, trainDirection=North, timeInt=0.4961466666666666, timeString=00.50, trainDestination=FIN1, createDate=Sun Sep 17 11:50:15 EDT 2017, systemMessageType=Normal]
NTASData [id=16594353613, subwayLine=YUS, stationId=OSG1, trainId=10, trainMessage=Arriving, trainDirection=North, timeInt=1.90192, timeString=01.90, trainDestination=FIN1, createDate=Sun Sep 17 11:50:15 EDT 2017, systemMessageType=Normal]
NTASData [id=16594353614, subwayLine=YUS, stationId=OSG1, trainId=120, trainMessage=Arriving, trainDirection=North, timeInt=16.56377296296296, timeString=16.56, trainDestination=FIN1, createDate=Sun Sep 17 11:50:15 EDT 2017, systemMessageType=Normal]
NTASData [id=16594353615, subwayLine=YUS, stationId=STA1, trainId=107, trainMessage=Arriving, trainDirection=North, timeInt=1.3299844444444444, timeString=01.33, trainDestination=FIN1, createDate=Sun Sep 17 11:50:15 EDT 2017, systemMessageType=Normal]
NTASData [id=16594353616, subwayLine=YUS, stationId=STA1, trainId=10, trainMessage=Arriving, trainDirection=North, timeInt=2.7357577777777777, timeString=02.74, trainDestination=FIN1, createDate=Sun Sep 17 11:50:15 EDT 2017, systemMessageType=Normal]
NTASData [id=16594353617, subwayLine=YUS, stationId=STA1, trainId=120, trainMessage=Arriving, trainDirection=North, timeInt=17.39761074074074, timeString=17.40, trainDestination=FIN1, createDate=Sun Sep 17 11:50:15 EDT 2017, systemMessageType=Normal]
NTASData [id=16594353618, subwayLine=YUS, stationId=UNI1, trainId=107, trainMessage=Arriving, trainDirection=North, timeInt=2.2369177777777773, timeString=02.24, trainDestination=FIN1, createDate=Sun Sep 17 11:50:15 EDT 2017, systemMessageType=Normal]
NTASData [id=16594353619, subwayLine=YUS, stationId=UNI1, trainId=10, trainMessage=Arriving, trainDirection=North, timeInt=3.6426911111111115, timeString=03.64, trainDestination=FIN1, createDate=Sun Sep 17 11:50:15 EDT 2017, systemMessageType=Normal]
NTASData [id=16594353620, subwayLine=YUS, stationId=UNI1, trainId=120, trainMessage=Arriving, trainDirection=North, timeInt=18.304544074074073, timeString=18.30, trainDestination=FIN1, createDate=Sun Sep 17 11:50:15 EDT 2017, systemMessageType=Normal]
NTASData [id=16594353621, subwayLine=YUS, stationId=KNG1, trainId=121, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 11:50:15 EDT 2017, systemMessageType=Normal]
NTASData [id=16594353622, subwayLine=YUS, stationId=KNG1, trainId=107, trainMessage=Arriving, trainDirection=North, timeInt=3.031808888888889, timeString=03.03, trainDestination=FIN1, createDate=Sun Sep 17 11:50:15 EDT 2017, systemMessageType=Normal]
