NTASData [id=16593294493, subwayLine=BD, stationId=OSS2, trainId=204, trainMessage=Arriving, trainDirection=West, timeInt=0.6271085424148608, timeString=00.63, trainDestination=KIP2, createDate=Sun Sep 17 10:31:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593294494, subwayLine=BD, stationId=OSS2, trainId=205, trainMessage=Arriving, trainDirection=West, timeInt=5.687384827244582, timeString=05.69, trainDestination=KIP2, createDate=Sun Sep 17 10:31:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593294495, subwayLine=BD, stationId=OSS2, trainId=206, trainMessage=Arriving, trainDirection=West, timeInt=7.6055042080495365, timeString=07.61, trainDestination=KIP2, createDate=Sun Sep 17 10:31:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593294496, subwayLine=BD, stationId=DUF2, trainId=204, trainMessage=Arriving, trainDirection=West, timeInt=1.9233355393188858, timeString=01.92, trainDestination=KIP2, createDate=Sun Sep 17 10:31:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593294497, subwayLine=BD, stationId=DUF2, trainId=205, trainMessage=Arriving, trainDirection=West, timeInt=6.983611824148607, timeString=06.98, trainDestination=KIP2, createDate=Sun Sep 17 10:31:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593294498, subwayLine=BD, stationId=DUF2, trainId=206, trainMessage=Arriving, trainDirection=West, timeInt=8.901731204953562, timeString=08.90, trainDestination=KIP2, createDate=Sun Sep 17 10:31:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593294499, subwayLine=BD, stationId=LAN2, trainId=204, trainMessage=Arriving, trainDirection=West, timeInt=2.749057025386997, timeString=02.75, trainDestination=KIP2, createDate=Sun Sep 17 10:31:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593294500, subwayLine=BD, stationId=LAN2, trainId=205, trainMessage=Arriving, trainDirection=West, timeInt=7.809333310216719, timeString=07.81, trainDestination=KIP2, createDate=Sun Sep 17 10:31:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593294501, subwayLine=BD, stationId=LAN2, trainId=206, trainMessage=Arriving, trainDirection=West, timeInt=9.727452691021673, timeString=09.73, trainDestination=KIP2, createDate=Sun Sep 17 10:31:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593294502, subwayLine=BD, stationId=DNW2, trainId=204, trainMessage=Arriving, trainDirection=West, timeInt=4.132477582662539, timeString=04.13, trainDestination=KIP2, createDate=Sun Sep 17 10:31:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593294503, subwayLine=BD, stationId=DNW2, trainId=205, trainMessage=Arriving, trainDirection=West, timeInt=9.19275386749226, timeString=09.19, trainDestination=KIP2, createDate=Sun Sep 17 10:31:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593294504, subwayLine=BD, stationId=DNW2, trainId=206, trainMessage=Arriving, trainDirection=West, timeInt=11.110873248297214, timeString=11.11, trainDestination=KIP2, createDate=Sun Sep 17 10:31:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593294505, subwayLine=BD, stationId=KEL2, trainId=203, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 10:31:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593294506, subwayLine=BD, stationId=KEL2, trainId=204, trainMessage=Arriving, trainDirection=West, timeInt=5.2683307095975245, timeString=05.27, trainDestination=KIP2, createDate=Sun Sep 17 10:31:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593294507, subwayLine=BD, stationId=KEL2, trainId=205, trainMessage=Arriving, trainDirection=West, timeInt=10.328606994427245, timeString=10.33, trainDestination=KIP2, createDate=Sun Sep 17 10:31:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593294508, subwayLine=BD, stationId=HPK2, trainId=203, trainMessage=Arriving, trainDirection=West, timeInt=1.1957279256965947, timeString=01.20, trainDestination=KIP2, createDate=Sun Sep 17 10:31:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593294509, subwayLine=BD, stationId=HPK2, trainId=204, trainMessage=Arriving, trainDirection=West, timeInt=6.464058635294119, timeString=06.46, trainDestination=KIP2, createDate=Sun Sep 17 10:31:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593294510, subwayLine=BD, stationId=HPK2, trainId=205, trainMessage=Arriving, trainDirection=West, timeInt=11.52433492012384, timeString=11.52, trainDestination=KIP2, createDate=Sun Sep 17 10:31:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593294511, subwayLine=BD, stationId=RUN2, trainId=203, trainMessage=Arriving, trainDirection=West, timeInt=2.41608520123839, timeString=02.42, trainDestination=KIP2, createDate=Sun Sep 17 10:31:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593294512, subwayLine=BD, stationId=RUN2, trainId=204, trainMessage=Arriving, trainDirection=West, timeInt=7.684415910835915, timeString=07.68, trainDestination=KIP2, createDate=Sun Sep 17 10:31:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593294513, subwayLine=BD, stationId=RUN2, trainId=205, trainMessage=Arriving, trainDirection=West, timeInt=12.744692195665635, timeString=12.74, trainDestination=KIP2, createDate=Sun Sep 17 10:31:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593294514, subwayLine=BD, stationId=JNE2, trainId=203, trainMessage=Arriving, trainDirection=West, timeInt=3.6309504148606817, timeString=03.63, trainDestination=KIP2, createDate=Sun Sep 17 10:31:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593294515, subwayLine=BD, stationId=JNE2, trainId=204, trainMessage=Arriving, trainDirection=West, timeInt=8.899281124458206, timeString=08.90, trainDestination=KIP2, createDate=Sun Sep 17 10:31:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593294516, subwayLine=BD, stationId=JNE2, trainId=205, trainMessage=Arriving, trainDirection=West, timeInt=13.959557409287926, timeString=13.96, trainDestination=KIP2, createDate=Sun Sep 17 10:31:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593294517, subwayLine=BD, stationId=OML2, trainId=202, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 10:31:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593294518, subwayLine=BD, stationId=OML2, trainId=203, trainMessage=Arriving, trainDirection=West, timeInt=5.234619640866875, timeString=05.23, trainDestination=KIP2, createDate=Sun Sep 17 10:31:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593294519, subwayLine=BD, stationId=OML2, trainId=204, trainMessage=Arriving, trainDirection=West, timeInt=10.502950350464397, timeString=10.50, trainDestination=KIP2, createDate=Sun Sep 17 10:31:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593294520, subwayLine=BD, stationId=RYK2, trainId=201, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 10:31:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593294521, subwayLine=BD, stationId=RYK2, trainId=202, trainMessage=Arriving, trainDirection=West, timeInt=2.4172530873065017, timeString=02.42, trainDestination=KIP2, createDate=Sun Sep 17 10:31:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593294522, subwayLine=BD, stationId=RYK2, trainId=203, trainMessage=Arriving, trainDirection=West, timeInt=7.651872728173377, timeString=07.65, trainDestination=KIP2, createDate=Sun Sep 17 10:31:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593294523, subwayLine=BD, stationId=ISL2, trainId=201, trainMessage=Arriving, trainDirection=West, timeInt=2.227493855108359, timeString=02.23, trainDestination=KIP2, createDate=Sun Sep 17 10:31:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593294524, subwayLine=BD, stationId=ISL2, trainId=202, trainMessage=Arriving, trainDirection=West, timeInt=4.644746942414861, timeString=04.64, trainDestination=KIP2, createDate=Sun Sep 17 10:31:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593294525, subwayLine=BD, stationId=ISL2, trainId=203, trainMessage=Arriving, trainDirection=West, timeInt=9.879366583281735, timeString=09.88, trainDestination=KIP2, createDate=Sun Sep 17 10:31:21 EDT 2017, systemMessageType=Normal]
