NTASData [id=16594099950, subwayLine=YUS, stationId=WEL1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=0.6626577777777778, timeString=00.66, trainDestination=FIN1, createDate=Sun Sep 17 11:31:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16594099951, subwayLine=YUS, stationId=WEL1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=4.1595933333333335, timeString=04.16, trainDestination=FIN1, createDate=Sun Sep 17 11:31:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16594099952, subwayLine=YUS, stationId=WEL1, trainId=93, trainMessage=Arriving, trainDirection=North, timeInt=5.645364444444445, timeString=05.65, trainDestination=FIN1, createDate=Sun Sep 17 11:31:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16594099953, subwayLine=YUS, stationId=BLO1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=1.6170044444444445, timeString=01.62, trainDestination=FIN1, createDate=Sun Sep 17 11:31:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16594099954, subwayLine=YUS, stationId=BLO1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=5.1139399999999995, timeString=05.11, trainDestination=FIN1, createDate=Sun Sep 17 11:31:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16594099955, subwayLine=YUS, stationId=BLO1, trainId=93, trainMessage=Arriving, trainDirection=North, timeInt=6.599711111111111, timeString=06.60, trainDestination=FIN1, createDate=Sun Sep 17 11:31:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16594099956, subwayLine=YUS, stationId=ROS1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=2.9455777777777774, timeString=02.95, trainDestination=FIN1, createDate=Sun Sep 17 11:31:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16594099957, subwayLine=YUS, stationId=ROS1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=6.442513333333334, timeString=06.44, trainDestination=FIN1, createDate=Sun Sep 17 11:31:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16594099958, subwayLine=YUS, stationId=ROS1, trainId=93, trainMessage=Arriving, trainDirection=North, timeInt=7.928284444444444, timeString=07.93, trainDestination=FIN1, createDate=Sun Sep 17 11:31:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16594099959, subwayLine=YUS, stationId=SUM1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=3.9749955555555556, timeString=03.97, trainDestination=FIN1, createDate=Sun Sep 17 11:31:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16594099960, subwayLine=YUS, stationId=SUM1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=7.471931111111111, timeString=07.47, trainDestination=FIN1, createDate=Sun Sep 17 11:31:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16594099961, subwayLine=YUS, stationId=SUM1, trainId=93, trainMessage=Arriving, trainDirection=North, timeInt=8.957702222222222, timeString=08.96, trainDestination=FIN1, createDate=Sun Sep 17 11:31:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16594099962, subwayLine=YUS, stationId=STC1, trainId=102, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 11:31:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16594099963, subwayLine=YUS, stationId=STC1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=5.383155555555556, timeString=05.38, trainDestination=FIN1, createDate=Sun Sep 17 11:31:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16594099964, subwayLine=YUS, stationId=STC1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=8.88009111111111, timeString=08.88, trainDestination=FIN1, createDate=Sun Sep 17 11:31:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16594099965, subwayLine=YUS, stationId=DAV1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=2.0324355555555558, timeString=02.03, trainDestination=FIN1, createDate=Sun Sep 17 11:31:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16594099966, subwayLine=YUS, stationId=DAV1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=7.415591111111111, timeString=07.42, trainDestination=FIN1, createDate=Sun Sep 17 11:31:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16594099967, subwayLine=YUS, stationId=DAV1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=10.912526666666666, timeString=10.91, trainDestination=FIN1, createDate=Sun Sep 17 11:31:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16594099968, subwayLine=YUS, stationId=EGL1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=3.646617777777778, timeString=03.65, trainDestination=FIN1, createDate=Sun Sep 17 11:31:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16594099969, subwayLine=YUS, stationId=EGL1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=9.029773333333333, timeString=09.03, trainDestination=FIN1, createDate=Sun Sep 17 11:31:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16594099970, subwayLine=YUS, stationId=EGL1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=12.526708888888887, timeString=12.53, trainDestination=FIN1, createDate=Sun Sep 17 11:31:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16594099971, subwayLine=YUS, stationId=LAW1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=3.31724, timeString=03.32, trainDestination=FIN1, createDate=Sun Sep 17 11:31:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16594099972, subwayLine=YUS, stationId=LAW1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=7.938524444444444, timeString=07.94, trainDestination=FIN1, createDate=Sun Sep 17 11:31:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16594099973, subwayLine=YUS, stationId=LAW1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=13.321679999999999, timeString=13.32, trainDestination=FIN1, createDate=Sun Sep 17 11:31:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16594099974, subwayLine=YUS, stationId=YKM1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=6.831906666666666, timeString=06.83, trainDestination=FIN1, createDate=Sun Sep 17 11:31:27 EDT 2017, systemMessageType=Normal]
